tile_id	chrom	start	end	siScr_mCh	siLMNA_mCh	dlam_mCh	siScr_DNK	siLMNA_DNK	dlam_DNK	cov_min	tss_count
chr4:113500000-114000000	chr4	113500000	114000000	-0.031926	-0.109507	-0.077581	0.125630	0.108380	-0.017250	1.0000	3
chr4:114000000-114500000	chr4	114000000	114500000	-0.768222	-0.712875	0.055347	-0.394474	-0.479724	-0.085250	1.0000	0
chr4:114500000-115000000	chr4	114500000	115000000	-1.297451	-1.459655	-0.162204	-0.880227	-0.865564	0.014662	1.0000	2
chr4:115000000-115500000	chr4	115000000	115500000	-0.378246	-0.464739	-0.086493	-0.310886	0.018708	0.329594	1.0000	0
chr4:115500000-116000000	chr4	115500000	116000000	0.738283	0.963239	0.224956	1.026855	1.205494	0.178639	1.0000	1
chr4:116000000-116500000	chr4	116000000	116500000	0.320716	0.799317	0.478600	0.723504	1.438905	0.715401	1.0000	1
chr4:116500000-117000000	chr4	116500000	117000000	0.368825	0.906519	0.537695	0.979606	1.454169	0.474563	1.0000	0
chr4:117000000-117500000	chr4	117000000	117500000	0.352709	0.792697	0.439988	0.971387	1.192701	0.221313	1.0000	0
chr4:117500000-118000000	chr4	117500000	118000000	0.431649	0.712857	0.281208	1.062348	1.277333	0.214986	1.0000	0
chr4:118000000-118500000	chr4	118000000	118500000	0.202039	0.139529	-0.062510	0.387675	0.670356	0.282681	1.0000	1
chr4:118500000-119000000	chr4	118500000	119000000	0.678506	1.008088	0.329582	0.914821	1.136981	0.222160	1.0000	1
chr4:119000000-119500000	chr4	119000000	119500000	0.140563	0.160616	0.020053	0.382411	0.351063	-0.031348	1.0000	1
chr4:119500000-120000000	chr4	119500000	120000000	-0.879036	-0.948241	-0.069206	-0.441068	-0.713463	-0.272395	1.0000	3
chr4:120000000-120500000	chr4	120000000	120500000	-0.595971	-0.742735	-0.146765	-0.297048	-0.412387	-0.115338	0.9200	4
chr4:120500000-121000000	chr4	120500000	121000000	-0.350312	-0.320570	0.029741	0.012705	-0.074898	-0.087602	1.0000	2
chr4:121000000-121500000	chr4	121000000	121500000	0.590924	0.652162	0.061238	0.831236	0.968843	0.137607	1.0000	0
chr4:121500000-122000000	chr4	121500000	122000000	0.038903	0.272671	0.233768	0.364731	0.255137	-0.109594	1.0000	2
chr4:122000000-122500000	chr4	122000000	122500000	0.051178	0.156199	0.105021	0.198213	0.016835	-0.181378	1.0000	2
chr4:122500000-123000000	chr4	122500000	123000000	-0.404927	-0.833857	-0.428930	-0.166148	-0.573606	-0.407457	1.0000	6
chr4:123000000-123500000	chr4	123000000	123500000	-0.305115	-0.470416	-0.165300	-0.019694	-0.328027	-0.308333	1.0000	3
chr4:123500000-124000000	chr4	123500000	124000000	-0.784341	-0.989112	-0.204772	-0.492821	-0.948305	-0.455483	1.0000	5
chr4:124000000-124500000	chr4	124000000	124500000	-0.503757	-0.759527	-0.255770	-0.475475	-0.845217	-0.369742	1.0000	1
chr4:124500000-125000000	chr4	124500000	125000000	-0.832286	-1.091660	-0.259373	-0.658685	-0.955050	-0.296366	1.0000	0
chr4:125000000-125500000	chr4	125000000	125500000	-0.578684	-0.662605	-0.083920	-0.170431	-0.421805	-0.251374	1.0000	0
chr4:125500000-126000000	chr4	125500000	126000000	-0.824040	-0.781156	0.042883	-0.540655	-0.548682	-0.008027	1.0000	1
chr4:126000000-126500000	chr4	126000000	126500000	-0.728696	-0.895316	-0.166620	-0.264172	-0.481036	-0.216864	1.0000	1
chr4:126500000-127000000	chr4	126500000	127000000	-0.347485	-0.470431	-0.122947	-0.089789	-0.069859	0.019930	1.0000	0
chr4:127000000-127500000	chr4	127000000	127500000	0.068615	-0.158532	-0.227147	0.154679	0.216491	0.061812	1.0000	0
chr4:127500000-128000000	chr4	127500000	128000000	-0.494936	-0.482226	0.012710	0.015638	-0.097630	-0.113268	1.0000	0
chr4:128000000-128500000	chr4	128000000	128500000	0.415256	0.373080	-0.042176	0.570064	0.443427	-0.126637	1.0000	0
chr4:128500000-129000000	chr4	128500000	129000000	-0.317183	-0.365484	-0.048301	-0.073568	-0.171829	-0.098261	1.0000	7
chr4:129000000-129500000	chr4	129000000	129500000	-0.556220	-0.753743	-0.197522	-0.195051	-0.514007	-0.318955	1.0000	1
chr4:129500000-130000000	chr4	129500000	130000000	-0.373090	-0.283070	0.090020	-0.259393	-0.221785	0.037608	1.0000	1
chr4:130000000-130500000	chr4	130000000	130500000	0.495165	0.681656	0.186491	0.706795	0.692843	-0.013952	1.0000	2
chr4:130500000-131000000	chr4	130500000	131000000	0.618938	0.938774	0.319836	0.871404	1.273096	0.401693	1.0000	0
chr4:131000000-131500000	chr4	131000000	131500000	0.434556	0.589875	0.155319	0.612291	0.963798	0.351507	1.0000	0
chr4:131500000-132000000	chr4	131500000	132000000	0.469615	0.799125	0.329510	0.859938	1.349158	0.489220	1.0000	0
chr4:132000000-132500000	chr4	132000000	132500000	0.147979	0.187461	0.039482	0.463542	0.839682	0.376140	1.0000	0
chr4:132500000-133000000	chr4	132500000	133000000	0.100937	-0.054719	-0.155657	0.332912	0.407339	0.074427	1.0000	0
chr4:133000000-133500000	chr4	133000000	133500000	-0.075696	0.022078	0.097774	0.417241	0.558886	0.141645	1.0000	0
chr4:133500000-134000000	chr4	133500000	134000000	0.162801	0.597938	0.435137	0.764978	0.995080	0.230102	1.0000	0
chr4:134000000-134500000	chr4	134000000	134500000	-0.069449	-0.158207	-0.088759	0.518014	0.696841	0.178827	1.0000	1
chr4:134500000-135000000	chr4	134500000	135000000	-0.211040	0.013249	0.224289	0.315705	0.380820	0.065115	1.0000	0
chr4:135000000-135500000	chr4	135000000	135500000	-0.289340	-0.263062	0.026278	0.287320	0.328777	0.041457	1.0000	1
chr4:135500000-136000000	chr4	135500000	136000000	0.197142	0.166582	-0.030561	0.435446	0.725967	0.290521	1.0000	0
chr4:136000000-136500000	chr4	136000000	136500000	-0.205283	0.237952	0.443234	0.377179	0.611888	0.234709	1.0000	0
chr4:136500000-137000000	chr4	136500000	137000000	-0.057344	0.246737	0.304081	0.450270	1.000413	0.550142	1.0000	0
chr4:137000000-137500000	chr4	137000000	137500000	-0.026809	0.153525	0.180333	0.427315	0.533051	0.105736	1.0000	0
chr4:137500000-138000000	chr4	137500000	138000000	-0.290317	-0.194912	0.095405	0.145087	0.253833	0.108746	1.0000	0
chr4:138000000-138500000	chr4	138000000	138500000	-0.821411	-0.883303	-0.061893	-0.451321	-0.333307	0.118014	1.0000	1
chr4:138500000-139000000	chr4	138500000	139000000	-0.965171	-0.896957	0.068214	-0.651887	-0.761497	-0.109610	1.0000	0
chr4:139000000-139500000	chr4	139000000	139500000	-0.780919	-0.831681	-0.050762	-0.627554	-0.848562	-0.221008	1.0000	1
chr4:139500000-140000000	chr4	139500000	140000000	-0.674516	-0.810774	-0.136257	-0.704842	-1.142834	-0.437992	1.0000	1
chr4:140000000-140500000	chr4	140000000	140500000	-1.326127	-1.253967	0.072160	-1.155461	-1.230393	-0.074932	1.0000	6
chr4:140500000-141000000	chr4	140500000	141000000	-0.644111	-0.789057	-0.144946	-0.602310	-1.005207	-0.402897	1.0000	1
chr4:141000000-141500000	chr4	141000000	141500000	-0.856348	-0.963288	-0.106940	-0.741870	-0.957846	-0.215975	1.0000	6
chr4:141500000-142000000	chr4	141500000	142000000	-0.589427	-0.591606	-0.002179	-0.433476	-0.623703	-0.190227	1.0000	1
chr4:142000000-142500000	chr4	142000000	142500000	-0.579639	-0.612092	-0.032453	-0.471374	-0.635092	-0.163718	1.0000	2
chr4:142500000-143000000	chr4	142500000	143000000	-0.432203	-0.793225	-0.361022	-0.421987	-0.588258	-0.166272	1.0000	1
chr4:143000000-143500000	chr4	143000000	143500000	-0.651795	-0.876370	-0.224575	-0.390225	-0.485562	-0.095337	1.0000	0
chr4:143500000-144000000	chr4	143500000	144000000	-0.326100	-0.249038	0.077061	0.042212	-0.142015	-0.184228	1.0000	1
chr4:144000000-144500000	chr4	144000000	144500000	-0.212534	-0.171330	0.041204	0.152703	-0.089509	-0.242212	1.0000	3
chr4:144500000-145000000	chr4	144500000	145000000	0.807624	1.007943	0.200318	0.836297	0.900794	0.064497	1.0000	3
chr4:145000000-145500000	chr4	145000000	145500000	0.389200	0.491956	0.102756	0.453328	0.656830	0.203502	1.0000	1
chr4:145500000-146000000	chr4	145500000	146000000	0.220679	0.249018	0.028339	0.360891	0.165617	-0.195274	1.0000	1
chr4:146000000-146500000	chr4	146000000	146500000	0.032574	-0.122517	-0.155091	0.181775	-0.067461	-0.249236	1.0000	4
chr4:146500000-147000000	chr4	146500000	147000000	-0.024763	-0.057286	-0.032523	0.007040	-0.194850	-0.201890	1.0000	3
chr4:147000000-147500000	chr4	147000000	147500000	0.396728	0.244566	-0.152162	0.351441	0.330294	-0.021148	0.9400	3
chr4:147500000-148000000	chr4	147500000	148000000	0.525265	0.482202	-0.043064	0.396023	0.553173	0.157151	1.0000	2
chr4:148000000-148500000	chr4	148000000	148500000	-0.501277	-0.743833	-0.242556	-0.483796	-0.615983	-0.132187	1.0000	1
chr4:148500000-149000000	chr4	148500000	149000000	-0.550857	-0.554736	-0.003879	-0.383035	-0.845230	-0.462195	1.0000	3
chr4:149000000-149500000	chr4	149000000	149500000	0.554094	0.642356	0.088263	0.517690	0.667671	0.149981	1.0000	1
chr4:149500000-150000000	chr4	149500000	150000000	0.367325	0.706228	0.338904	0.483304	0.542405	0.059101	1.0000	0
chr4:150000000-150500000	chr4	150000000	150500000	-0.245077	-0.172475	0.072601	0.105769	-0.160557	-0.266326	1.0000	0
chr4:150500000-151000000	chr4	150500000	151000000	-0.632422	-0.467108	0.165314	-0.564831	-0.547532	0.017298	1.0000	2
chr4:151000000-151500000	chr4	151000000	151500000	-1.311836	-1.274095	0.037741	-1.077645	-0.804953	0.272691	1.0000	0
chr4:151500000-152000000	chr4	151500000	152000000	-1.128752	-1.210281	-0.081529	-0.944862	-0.939051	0.005811	1.0000	2
chr4:152000000-152500000	chr4	152000000	152500000	-1.053947	-1.051104	0.002843	-1.109515	-1.106300	0.003214	1.0000	4
chr4:152500000-153000000	chr4	152500000	153000000	-0.747006	-0.709295	0.037711	-0.949457	-1.150774	-0.201317	1.0000	1
chr4:153000000-153500000	chr4	153000000	153500000	-1.102423	-1.128869	-0.026445	-1.141306	-1.185305	-0.043999	1.0000	1
chr4:153500000-154000000	chr4	153500000	154000000	-0.565746	-0.683500	-0.117755	-0.716834	-0.868052	-0.151218	1.0000	4
chr4:154000000-154500000	chr4	154000000	154500000	-0.690831	-0.832978	-0.142148	-0.740024	-0.856151	-0.116127	1.0000	3
chr4:154500000-155000000	chr4	154500000	155000000	0.455090	0.654835	0.199745	0.453655	0.438591	-0.015064	1.0000	3
chr4:155000000-155500000	chr4	155000000	155500000	1.038699	1.190927	0.152228	1.114797	1.312205	0.197408	1.0000	3
chr4:155500000-156000000	chr4	155500000	156000000	1.097163	1.424436	0.327273	1.260715	1.348938	0.088223	1.0000	4
chr4:156000000-156500000	chr4	156000000	156500000	0.366058	0.663977	0.297918	0.721881	0.920153	0.198272	1.0000	2
chr4:156500000-157000000	chr4	156500000	157000000	-0.236405	-0.143126	0.093279	-0.041793	0.297687	0.339481	1.0000	5
chr4:157000000-157500000	chr4	157000000	157500000	-0.606637	-0.535924	0.070714	-0.055165	-0.329134	-0.273969	1.0000	0
chr4:157500000-158000000	chr4	157500000	158000000	-1.039671	-1.057466	-0.017795	-0.566131	-0.609701	-0.043570	1.0000	2
chr4:158000000-158500000	chr4	158000000	158500000	0.289247	0.459872	0.170625	0.533585	0.794093	0.260508	1.0000	1
chr4:158500000-159000000	chr4	158500000	159000000	0.290574	0.580071	0.289496	0.656898	0.879149	0.222252	1.0000	0
chr4:159000000-159500000	chr4	159000000	159500000	0.186256	0.233485	0.047229	0.481602	0.486657	0.005055	1.0000	3
chr4:159500000-160000000	chr4	159500000	160000000	-0.751946	-0.655777	0.096169	-0.537938	-0.692950	-0.155011	1.0000	5
chr4:160000000-160500000	chr4	160000000	160500000	-0.992555	-0.863211	0.129344	-0.543909	-0.671338	-0.127429	1.0000	1
chr4:160500000-161000000	chr4	160500000	161000000	0.445473	0.316431	-0.129043	0.655835	0.490095	-0.165740	1.0000	0
chr4:161000000-161500000	chr4	161000000	161500000	0.375313	0.305082	-0.070231	0.633750	0.745797	0.112047	1.0000	0
chr4:161500000-162000000	chr4	161500000	162000000	-0.022779	0.258172	0.280951	0.635085	0.763253	0.128168	1.0000	0
chr4:162000000-162500000	chr4	162000000	162500000	0.118847	-0.019705	-0.138552	0.783427	0.394458	-0.388969	1.0000	0
chr4:162500000-163000000	chr4	162500000	163000000	-0.309665	-0.455384	-0.145719	0.150278	0.302043	0.151765	1.0000	0
chr4:163000000-163500000	chr4	163000000	163500000	0.055897	-0.082100	-0.137997	0.549238	0.483658	-0.065581	0.9800	1
chr4:163500000-164000000	chr4	163500000	164000000	0.722445	0.747838	0.025393	0.931730	1.066358	0.134627	1.0000	0
chr4:164000000-164500000	chr4	164000000	164500000	0.662099	0.569091	-0.093008	0.937080	0.865294	-0.071787	1.0000	5
chr4:164500000-165000000	chr4	164500000	165000000	0.783754	0.660950	-0.122804	1.023096	1.064827	0.041731	1.0000	0
chr4:165000000-165500000	chr4	165000000	165500000	0.410588	0.311244	-0.099344	0.539252	0.657009	0.117757	1.0000	1
chr4:165500000-166000000	chr4	165500000	166000000	1.082610	1.096728	0.014118	0.943095	0.990516	0.047420	1.0000	5
chr4:166000000-166500000	chr4	166000000	166500000	0.167902	-0.094299	-0.262200	0.251062	-0.113613	-0.364676	1.0000	5
chr4:166500000-167000000	chr4	166500000	167000000	-0.058218	-0.231018	-0.172801	0.301930	0.194957	-0.106972	1.0000	1
chr4:167000000-167500000	chr4	167000000	167500000	-0.129342	-0.243702	-0.114360	0.187276	0.304818	0.117542	0.9400	0
chr4:167500000-168000000	chr4	167500000	168000000	0.314263	0.405604	0.091340	0.616863	1.010679	0.393816	0.9800	0
chr4:168000000-168500000	chr4	168000000	168500000	0.358684	0.564282	0.205597	0.735348	1.042290	0.306942	1.0000	1
chr4:168500000-169000000	chr4	168500000	169000000	0.003666	0.186725	0.183059	0.441039	0.369438	-0.071602	1.0000	0
chr4:169000000-169500000	chr4	169000000	169500000	-1.070609	-1.065316	0.005293	-0.746735	-0.823828	-0.077093	1.0000	4
chr4:169500000-170000000	chr4	169500000	170000000	-1.134353	-0.924724	0.209629	-0.540966	-0.911429	-0.370463	1.0000	1
chr4:170000000-170500000	chr4	170000000	170500000	-1.127275	-1.057948	0.069327	-0.617430	-0.795992	-0.178562	1.0000	1
chr4:170500000-171000000	chr4	170500000	171000000	0.138722	0.240527	0.101805	0.375607	0.214035	-0.161572	1.0000	4
chr4:171000000-171500000	chr4	171000000	171500000	1.075650	1.307994	0.232344	1.204012	1.384415	0.180403	1.0000	1
chr4:171500000-172000000	chr4	171500000	172000000	0.635939	0.993221	0.357283	0.800823	1.325953	0.525130	1.0000	0
chr4:172000000-172500000	chr4	172000000	172500000	0.690155	1.090093	0.399937	1.042419	1.515766	0.473347	1.0000	0
chr4:172500000-173000000	chr4	172500000	173000000	0.697280	0.710320	0.013040	0.805198	1.005160	0.199962	1.0000	1
chr4:173000000-173500000	chr4	173000000	173500000	0.515002	0.785827	0.270825	0.793907	0.991585	0.197678	1.0000	0
chr4:173500000-174000000	chr4	173500000	174000000	0.469309	0.229005	-0.240304	0.369955	0.448273	0.078318	1.0000	0
chr4:174000000-174500000	chr4	174000000	174500000	-0.416206	-0.642671	-0.226465	-0.143301	-0.239232	-0.095931	1.0000	5
chr4:174500000-175000000	chr4	174500000	175000000	-0.270326	-0.108962	0.161364	0.055167	-0.090919	-0.146086	1.0000	0
chr4:175000000-175500000	chr4	175000000	175500000	-0.221459	-0.345031	-0.123572	0.283401	0.183513	-0.099888	1.0000	3
chr4:175500000-176000000	chr4	175500000	176000000	0.471088	0.241262	-0.229826	0.634055	0.646379	0.012324	1.0000	2
chr4:176000000-176500000	chr4	176000000	176500000	0.077574	0.075345	-0.002229	0.540504	0.174643	-0.365860	1.0000	0
chr4:176500000-177000000	chr4	176500000	177000000	0.494408	0.861359	0.366952	0.821865	1.098251	0.276386	1.0000	2
chr4:177000000-177500000	chr4	177000000	177500000	-0.394049	-0.569626	-0.175577	-0.379739	-0.333161	0.046578	1.0000	3
chr4:177500000-178000000	chr4	177500000	178000000	-0.806970	-1.149882	-0.342912	-0.620998	-0.528020	0.092977	1.0000	1
chr4:178000000-178500000	chr4	178000000	178500000	-0.282960	-0.375510	-0.092549	-0.287581	-0.188302	0.099279	1.0000	2
chr4:178500000-179000000	chr4	178500000	179000000	0.220005	0.372022	0.152017	0.511197	0.672528	0.161331	1.0000	0
chr4:179000000-179500000	chr4	179000000	179500000	0.490836	0.680785	0.189948	0.591786	1.026839	0.435053	1.0000	0
chr4:179500000-180000000	chr4	179500000	180000000	0.511918	0.758153	0.246235	0.836469	1.327210	0.490741	1.0000	0
chr4:180000000-180500000	chr4	180000000	180500000	0.372753	0.565691	0.192938	0.573053	0.900047	0.326994	1.0000	0
chr4:180500000-181000000	chr4	180500000	181000000	0.458434	0.672295	0.213861	0.853032	1.143619	0.290587	1.0000	0
chr4:181000000-181500000	chr4	181000000	181500000	0.666068	0.772738	0.106669	0.816710	1.291843	0.475133	1.0000	0
chr4:181500000-182000000	chr4	181500000	182000000	0.586249	0.472022	-0.114227	0.847870	0.851574	0.003704	1.0000	0
chr4:182000000-182500000	chr4	182000000	182500000	0.409458	0.412667	0.003209	0.604361	0.402142	-0.202219	0.9600	0
chr4:182500000-183000000	chr4	182500000	183000000	-0.429107	-0.590591	-0.161484	-0.491180	-0.497032	-0.005852	1.0000	0
chr4:183000000-183500000	chr4	183000000	183500000	-0.766562	-0.904360	-0.137798	-0.678806	-0.775545	-0.096739	1.0000	1
chr4:183500000-184000000	chr4	183500000	184000000	-0.542367	-0.651220	-0.108853	-0.576722	-0.663200	-0.086478	1.0000	1
chr4:184000000-184500000	chr4	184000000	184500000	-0.707851	-0.876640	-0.168789	-0.828774	-0.909768	-0.080993	1.0000	5
chr4:184500000-185000000	chr4	184500000	185000000	0.045040	-0.054499	-0.099539	0.036315	-0.319995	-0.356310	1.0000	3
chr4:185000000-185500000	chr4	185000000	185500000	0.196473	-0.157615	-0.354087	0.002402	-0.504126	-0.506528	1.0000	2
chr4:185500000-186000000	chr4	185500000	186000000	0.000749	-0.058019	-0.058768	-0.076153	-0.366754	-0.290601	1.0000	5
chr4:186000000-186500000	chr4	186000000	186500000	-1.063159	-0.983545	0.079614	-0.876260	-0.963356	-0.087096	1.0000	9
chr4:186500000-187000000	chr4	186500000	187000000	-0.733278	-0.796196	-0.062919	-0.594286	-0.644306	-0.050020	1.0000	2
chr4:187000000-187500000	chr4	187000000	187500000	0.330167	0.551675	0.221508	0.336579	0.419868	0.083289	1.0000	5
chr4:187500000-188000000	chr4	187500000	188000000	-0.597045	-0.680839	-0.083794	-0.271000	-0.401275	-0.130275	1.0000	1
chr4:188000000-188500000	chr4	188000000	188500000	-0.021414	-0.186039	-0.164625	0.145295	-0.300294	-0.445589	1.0000	0
chr4:188500000-189000000	chr4	188500000	189000000	0.326701	0.108967	-0.217734	0.302806	0.135520	-0.167285	1.0000	1
chr4:189000000-189500000	chr4	189000000	189500000	0.167102	-0.023999	-0.191100	0.160913	-0.111402	-0.272315	1.0000	2
chr4:189500000-190000000	chr4	189500000	190000000	0.470106	0.197962	-0.272144	0.502813	0.360089	-0.142724	1.0000	0
chr4:190000000-190500000	chr4	190000000	190500000	1.064294	1.068005	0.003711	0.975064	1.216270	0.241206	0.9800	0
chr4:190500000-191000000	chr4	190500000	191000000	nan	nan	nan	nan	nan	nan	0.4600	3
chr4:191000000-191154276	chr4	191000000	191154276	nan	nan	nan	nan	nan	nan	0.0000	0
chr5:0-500000	chr5	0	500000	nan	nan	nan	nan	nan	nan	0.0000	7
chr5:500000-1000000	chr5	500000	1000000	nan	nan	nan	nan	nan	nan	0.0000	7
chr5:1000000-1500000	chr5	1000000	1500000	nan	nan	nan	nan	nan	nan	0.0000	7
chr5:1500000-2000000	chr5	1500000	2000000	nan	nan	nan	nan	nan	nan	0.0000	4
chr5:2000000-2500000	chr5	2000000	2500000	nan	nan	nan	nan	nan	nan	0.0000	0
chr5:2500000-3000000	chr5	2500000	3000000	nan	nan	nan	nan	nan	nan	0.0000	1
chr5:3000000-3500000	chr5	3000000	3500000	1.056823	1.109650	0.052827	0.787496	0.905840	0.118344	0.9000	0
chr5:3500000-4000000	chr5	3500000	4000000	0.940942	1.180296	0.239354	0.689434	0.881372	0.191938	1.0000	1
chr5:4000000-4500000	chr5	4000000	4500000	1.046427	1.253999	0.207572	0.901206	1.039275	0.138069	1.0000	0
chr5:4500000-5000000	chr5	4500000	5000000	0.953525	1.025635	0.072110	0.895580	1.208085	0.312504	1.0000	0
chr5:5000000-5500000	chr5	5000000	5500000	0.519575	0.677536	0.157961	0.570452	0.438898	-0.131554	1.0000	2
chr5:5500000-6000000	chr5	5500000	6000000	1.402636	1.366189	-0.036448	0.911307	1.290319	0.379012	1.0000	0
chr5:6000000-6500000	chr5	6000000	6500000	1.261545	1.227918	-0.033627	1.251873	1.222569	-0.029304	1.0000	2
chr5:6500000-7000000	chr5	6500000	7000000	0.937009	0.976896	0.039887	0.807648	0.732247	-0.075401	0.9600	3
chr5:7000000-7500000	chr5	7000000	7500000	1.274378	1.267272	-0.007106	0.945279	1.126328	0.181048	1.0000	1
chr5:7500000-8000000	chr5	7500000	8000000	1.177626	1.075192	-0.102434	1.014234	0.997454	-0.016780	1.0000	3
chr5:8000000-8500000	chr5	8000000	8500000	1.083827	1.161078	0.077251	0.992991	1.224157	0.231165	1.0000	0
chr5:8500000-9000000	chr5	8500000	9000000	0.214756	0.283313	0.068557	0.295503	0.173560	-0.121943	1.0000	0
chr5:9000000-9500000	chr5	9000000	9500000	-0.130886	-0.293782	-0.162896	-0.215406	-0.488295	-0.272889	1.0000	0
chr5:9500000-10000000	chr5	9500000	10000000	-0.126839	-0.240784	-0.113945	0.089772	-0.389110	-0.478883	1.0000	2
chr5:10000000-10500000	chr5	10000000	10500000	-0.008262	-0.140006	-0.131744	-0.075138	-0.455732	-0.380594	1.0000	5
chr5:10500000-11000000	chr5	10500000	11000000	0.077064	0.030768	-0.046296	0.276809	-0.163554	-0.440363	1.0000	2
chr5:11000000-11500000	chr5	11000000	11500000	0.949606	1.006933	0.057326	1.030179	0.762987	-0.267192	1.0000	0
chr5:11500000-12000000	chr5	11500000	12000000	0.755538	0.928320	0.172782	0.666394	1.250477	0.584083	1.0000	1
chr5:12000000-12500000	chr5	12000000	12500000	0.560679	1.053871	0.493192	0.936092	1.103173	0.167080	1.0000	0
chr5:12500000-13000000	chr5	12500000	13000000	0.673627	0.855185	0.181558	0.773336	1.139830	0.366493	1.0000	0
chr5:13000000-13500000	chr5	13000000	13500000	0.300366	0.762812	0.462447	0.656837	0.467819	-0.189017	1.0000	0
chr5:13500000-14000000	chr5	13500000	14000000	0.442705	0.200678	-0.242026	0.165881	0.192974	0.027092	1.0000	1
chr5:14000000-14500000	chr5	14000000	14500000	-0.916519	-0.726738	0.189781	-0.852684	-0.869904	-0.017220	1.0000	1
chr5:14500000-15000000	chr5	14500000	15000000	-0.494312	-0.357265	0.137047	-0.402141	-0.891805	-0.489664	1.0000	3
chr5:15000000-15500000	chr5	15000000	15500000	-0.110848	0.007845	0.118693	-0.330883	-0.328579	0.002304	1.0000	0
chr5:15500000-16000000	chr5	15500000	16000000	-0.284268	-0.366094	-0.081826	-0.135385	-0.438594	-0.303210	1.0000	1
chr5:16000000-16500000	chr5	16000000	16500000	0.306470	0.651568	0.345097	0.668019	0.523912	-0.144107	1.0000	2
chr5:16500000-17000000	chr5	16500000	17000000	-0.197503	-0.490624	-0.293122	-0.492664	-0.340437	0.152227	1.0000	2
chr5:17000000-17500000	chr5	17000000	17500000	-0.167644	-0.281221	-0.113577	-0.083546	-0.186010	-0.102464	1.0000	3
chr5:17500000-18000000	chr5	17500000	18000000	0.806958	1.080779	0.273821	0.608685	0.972258	0.363573	0.8200	13
chr5:18000000-18500000	chr5	18000000	18500000	0.533841	0.875541	0.341700	0.779940	0.962531	0.182592	1.0000	0
chr5:18500000-19000000	chr5	18500000	19000000	0.497957	0.716005	0.218048	0.767559	0.949867	0.182308	1.0000	0
chr5:19000000-19500000	chr5	19000000	19500000	0.256435	0.394058	0.137623	0.589086	0.801917	0.212831	1.0000	0
chr5:19500000-20000000	chr5	19500000	20000000	-0.121003	-0.227504	-0.106501	0.361869	0.260360	-0.101509	1.0000	1
chr5:20000000-20500000	chr5	20000000	20500000	0.205813	0.098765	-0.107048	0.527774	0.474739	-0.053035	1.0000	0
chr5:20500000-21000000	chr5	20500000	21000000	0.317995	0.522924	0.204929	0.688309	0.842247	0.153937	1.0000	0
chr5:21000000-21500000	chr5	21000000	21500000	0.441019	0.412648	-0.028371	0.580911	0.813274	0.232363	0.9400	0
chr5:21500000-22000000	chr5	21500000	22000000	0.271871	0.372750	0.100880	0.582028	0.744413	0.162384	1.0000	0
chr5:22000000-22500000	chr5	22000000	22500000	0.650107	0.836846	0.186739	0.622344	0.954366	0.332022	1.0000	0
chr5:22500000-23000000	chr5	22500000	23000000	0.442921	0.648463	0.205542	0.347788	1.051699	0.703911	1.0000	1
chr5:23000000-23500000	chr5	23000000	23500000	0.559351	0.931715	0.372364	0.703175	1.147629	0.444454	1.0000	0
chr5:23500000-24000000	chr5	23500000	24000000	0.432905	0.702512	0.269607	0.639288	1.095348	0.456060	1.0000	1
chr5:24000000-24500000	chr5	24000000	24500000	-0.124520	0.030705	0.155226	0.314126	0.513416	0.199290	1.0000	0
chr5:24500000-25000000	chr5	24500000	25000000	-0.018671	0.117102	0.135773	0.449180	0.399410	-0.049770	1.0000	1
chr5:25000000-25500000	chr5	25000000	25500000	0.453829	0.537014	0.083185	0.738765	1.076952	0.338186	0.9800	0
chr5:25500000-26000000	chr5	25500000	26000000	0.471616	0.559114	0.087498	0.779382	1.265840	0.486457	1.0000	0
chr5:26000000-26500000	chr5	26000000	26500000	0.725862	0.887671	0.161810	0.860683	1.129287	0.268603	1.0000	0
chr5:26500000-27000000	chr5	26500000	27000000	0.247426	0.049939	-0.197487	0.415743	0.657104	0.241361	1.0000	0
chr5:27000000-27500000	chr5	27000000	27500000	-0.355438	-0.623369	-0.267931	-0.218401	-0.100257	0.118144	1.0000	1
chr5:27500000-28000000	chr5	27500000	28000000	-0.321231	-0.317006	0.004225	-0.018444	0.232263	0.250708	1.0000	0
chr5:28000000-28500000	chr5	28000000	28500000	0.081770	-0.016776	-0.098546	0.345594	0.496763	0.151169	1.0000	0
chr5:28500000-29000000	chr5	28500000	29000000	0.072941	0.264691	0.191750	0.235879	0.647569	0.411690	1.0000	0
chr5:29000000-29500000	chr5	29000000	29500000	0.463305	0.709602	0.246298	0.899144	1.234569	0.335425	1.0000	0
chr5:29500000-30000000	chr5	29500000	30000000	0.298504	0.819163	0.520659	0.680506	1.134957	0.454451	1.0000	0
chr5:30000000-30500000	chr5	30000000	30500000	0.565137	0.633009	0.067872	0.798566	1.142636	0.344070	1.0000	0
chr5:30500000-31000000	chr5	30500000	31000000	0.301240	0.745967	0.444728	0.616713	0.882827	0.266114	1.0000	0
chr5:31000000-31500000	chr5	31000000	31500000	0.531525	0.500023	-0.031502	0.645282	0.605731	-0.039551	1.0000	1
chr5:31500000-32000000	chr5	31500000	32000000	0.323080	0.163780	-0.159300	0.135406	-0.105727	-0.241133	1.0000	3
chr5:32000000-32500000	chr5	32000000	32500000	-0.635764	-0.723347	-0.087583	-0.413746	-0.704572	-0.290826	1.0000	3
