tile_id	chrom	start	end	siScr_mCh	siLMNA_mCh	dlam_mCh	siScr_DNK	siLMNA_DNK	dlam_DNK	cov_min	tss_count
chr2:226000000-226500000	chr2	226000000	226500000	-0.675351	-0.776343	-0.100992	-0.571038	-0.611181	-0.0401431	0.9800	0
chr2:226500000-227000000	chr2	226500000	227000000	-0.503957	-0.628157	-0.1242	-0.434426	-0.511731	-0.0773052	1.0000	2
chr2:227000000-227500000	chr2	227000000	227500000	0.353728	0.0465963	-0.307132	0.154928	-0.07913	-0.234058	1.0000	6
chr2:227500000-228000000	chr2	227500000	228000000	0.0907386	0.178768	0.0880289	0.0643479	-0.00132424	-0.0656722	1.0000	10
chr2:228000000-228500000	chr2	228000000	228500000	0.711055	1.05958	0.348527	0.933334	1.20339	0.270053	1.0000	1
chr2:228500000-229000000	chr2	228500000	229000000	0.399553	0.435896	0.0363432	0.432672	0.550263	0.117591	1.0000	0
chr2:229000000-229500000	chr2	229000000	229500000	0.742376	0.761097	0.0187205	0.723381	0.717028	-0.00635379	1.0000	1
chr2:229500000-230000000	chr2	229500000	230000000	-0.00557928	-0.224927	-0.219347	-0.352792	-0.141504	0.211288	1.0000	3
chr2:230000000-230500000	chr2	230000000	230500000	-0.0527824	-0.266923	-0.21414	-0.324006	-0.47635	-0.152343	1.0000	5
chr2:230500000-231000000	chr2	230500000	231000000	-0.445746	-0.582441	-0.136695	-0.607555	-0.699361	-0.0918063	1.0000	4
chr2:231000000-231500000	chr2	231000000	231500000	-0.786656	-0.87125	-0.0845935	-1.0889	-1.24005	-0.151159	1.0000	6
chr2:231500000-232000000	chr2	231500000	232000000	-0.871621	-0.868777	0.0028437	-1.14652	-1.02745	0.119073	1.0000	7
chr2:232000000-232500000	chr2	232000000	232500000	-0.419651	-0.715246	-0.295595	-0.846897	-0.883463	-0.036565	1.0000	4
chr2:232500000-233000000	chr2	232500000	233000000	-0.79291	-0.899539	-0.106629	-0.974239	-1.15893	-0.184689	1.0000	9
chr2:233000000-233500000	chr2	233000000	233500000	-0.380677	-0.666591	-0.285914	-0.701918	-0.923229	-0.221311	1.0000	6
chr2:233500000-234000000	chr2	233500000	234000000	-0.583582	-0.686877	-0.103295	-0.610978	-0.929039	-0.318061	1.0000	14
chr2:234000000-234500000	chr2	234000000	234500000	-0.749817	-0.704694	0.0451224	-0.621791	-1.0584	-0.436605	1.0000	2
chr2:234500000-235000000	chr2	234500000	235000000	-0.605706	-0.79557	-0.189864	-0.848706	-0.927054	-0.0783475	0.9800	1
chr2:235000000-235500000	chr2	235000000	235500000	-0.588835	-0.860271	-0.271437	-0.978591	-0.910116	0.0684754	1.0000	1
chr2:235500000-236000000	chr2	235500000	236000000	-0.069253	-0.531627	-0.462374	-0.35849	-0.768195	-0.409705	1.0000	0
chr2:236000000-236500000	chr2	236000000	236500000	-0.175068	-0.54291	-0.367842	-0.362515	-0.696606	-0.334091	1.0000	2
chr2:236500000-237000000	chr2	236500000	237000000	-0.397625	-0.613598	-0.215974	-0.456503	-0.851771	-0.395268	1.0000	2
chr2:237000000-237500000	chr2	237000000	237500000	-0.789935	-0.887057	-0.0971223	-0.636866	-1.06464	-0.427772	1.0000	3
chr2:237500000-238000000	chr2	237500000	238000000	-0.734466	-0.875685	-0.141219	-0.923112	-0.98086	-0.057748	1.0000	6
chr2:238000000-238500000	chr2	238000000	238500000	-0.109376	-0.606971	-0.497595	-0.384445	-0.577325	-0.19288	1.0000	9
chr2:238500000-239000000	chr2	238500000	239000000	0.3143	-0.0689005	-0.383201	-0.0787502	-0.16332	-0.0845695	1.0000	1
chr2:239000000-239500000	chr2	239000000	239500000	0.573519	0.19425	-0.379269	0.28182	0.147904	-0.133917	1.0000	1
chr2:239500000-240000000	chr2	239500000	240000000	0.691159	0.467251	-0.223908	0.44939	0.477759	0.0283685	0.9800	0
chr2:240000000-240500000	chr2	240000000	240500000	0.159879	-0.41646	-0.576339	-0.21715	-0.306546	-0.0893964	0.9800	6
chr2:240500000-241000000	chr2	240500000	241000000	0.0405234	-0.500375	-0.540899	-0.4077	-0.380522	0.0271774	1.0000	12
chr2:241000000-241500000	chr2	241000000	241500000	-0.649946	-0.70944	-0.059494	-0.775245	-1.01309	-0.237845	1.0000	7
chr2:241500000-242000000	chr2	241500000	242000000	-0.577425	-0.621194	-0.0437696	-0.673994	-0.79249	-0.118497	0.9800	12
chr2:242000000-242193529	chr2	242000000	242193529	nan	nan	nan	nan	nan	nan	0.2067	0
chr3:0-500000	chr3	0	500000	nan	nan	nan	nan	nan	nan	0.0000	1
chr3:500000-1000000	chr3	500000	1000000	nan	nan	nan	nan	nan	nan	0.0000	0
chr3:1000000-1500000	chr3	1000000	1500000	nan	nan	nan	nan	nan	nan	0.0000	1
chr3:1500000-2000000	chr3	1500000	2000000	nan	nan	nan	nan	nan	nan	0.0000	0
chr3:2000000-2500000	chr3	2000000	2500000	nan	nan	nan	nan	nan	nan	0.0000	1
chr3:2500000-3000000	chr3	2500000	3000000	nan	nan	nan	nan	nan	nan	0.0000	0
chr3:3000000-3500000	chr3	3000000	3500000	0.934401	1.19256	0.258157	0.908029	1.19642	0.288391	0.9200	3
chr3:3500000-4000000	chr3	3500000	4000000	1.21178	1.30099	0.0892175	1.09543	1.06963	-0.025797	0.9800	1
chr3:4000000-4500000	chr3	4000000	4500000	1.01296	1.18114	0.168184	1.24701	1.17833	-0.0686822	1.0000	3
chr3:4500000-5000000	chr3	4500000	5000000	0.248066	0.0241333	-0.223933	0.239029	-0.0468943	-0.285923	0.9600	1
chr3:5000000-5500000	chr3	5000000	5500000	0.578653	0.47925	-0.0994024	0.467066	0.46417	-0.00289599	1.0000	2
chr3:5500000-6000000	chr3	5500000	6000000	0.993048	1.27009	0.277038	1.04659	1.21306	0.166477	1.0000	0
chr3:6000000-6500000	chr3	6000000	6500000	0.759093	1.03689	0.277795	0.793397	1.09439	0.300993	1.0000	0
chr3:6500000-7000000	chr3	6500000	7000000	0.647702	1.12559	0.477883	0.858202	1.11343	0.255223	1.0000	1
chr3:7000000-7500000	chr3	7000000	7500000	0.6414	0.901986	0.260586	0.74233	1.18122	0.43889	1.0000	0
chr3:7500000-8000000	chr3	7500000	8000000	1.07014	1.17708	0.106948	1.00486	1.1077	0.102832	1.0000	0
chr3:8000000-8500000	chr3	8000000	8500000	0.762752	0.593326	-0.169426	0.818959	0.655649	-0.16331	1.0000	0
chr3:8500000-9000000	chr3	8500000	9000000	-0.0851453	-0.407309	-0.322164	-0.0945752	-0.414456	-0.319881	1.0000	5
chr3:9000000-9500000	chr3	9000000	9500000	0.0216525	-0.314541	-0.336193	-0.121428	-0.387569	-0.266142	1.0000	3
chr3:9500000-10000000	chr3	9500000	10000000	-0.375517	-0.383757	-0.00823911	-0.773539	-0.811361	-0.0378219	1.0000	17
chr3:10000000-10500000	chr3	10000000	10500000	-0.157363	-0.328796	-0.171433	-0.451685	-0.71796	-0.266274	1.0000	8
chr3:10500000-11000000	chr3	10500000	11000000	0.72713	0.308658	-0.418472	0.574033	-0.0129872	-0.58702	1.0000	3
chr3:11000000-11500000	chr3	11000000	11500000	-0.1966	-0.438272	-0.241673	-0.244945	-0.670805	-0.42586	1.0000	2
chr3:11500000-12000000	chr3	11500000	12000000	-0.036451	-0.192154	-0.155703	-0.15989	-0.366794	-0.206904	1.0000	2
chr3:12000000-12500000	chr3	12000000	12500000	-0.374329	-0.535259	-0.16093	-0.466667	-0.747155	-0.280488	1.0000	4
chr3:12500000-13000000	chr3	12500000	13000000	-0.355938	-0.631383	-0.275445	-0.601342	-0.863471	-0.262129	1.0000	6
chr3:13000000-13500000	chr3	13000000	13500000	0.458727	-0.0796426	-0.53837	-0.108781	-0.256319	-0.147538	1.0000	3
chr3:13500000-14000000	chr3	13500000	14000000	0.515587	0.387078	-0.128508	0.247947	0.193747	-0.0542004	1.0000	2
chr3:14000000-14500000	chr3	14000000	14500000	-0.10554	-0.280106	-0.174567	-0.417808	-0.281336	0.136471	0.9800	5
chr3:14500000-15000000	chr3	14500000	15000000	0.0205645	-0.157549	-0.178113	-0.300611	-0.421504	-0.120893	1.0000	5
chr3:15000000-15500000	chr3	15000000	15500000	-0.294525	-0.599569	-0.305043	-0.711562	-0.975809	-0.264246	0.9400	6
chr3:15500000-16000000	chr3	15500000	16000000	-0.831921	-0.876092	-0.0441713	-0.759861	-0.865405	-0.105544	0.9600	4
chr3:16000000-16500000	chr3	16000000	16500000	-0.526922	-0.703723	-0.176801	-0.653239	-0.830885	-0.177646	0.9800	3
chr3:16500000-17000000	chr3	16500000	17000000	0.203461	-0.059852	-0.263313	-0.0599342	-0.223498	-0.163564	0.9800	3
chr3:17000000-17500000	chr3	17000000	17500000	-0.0161773	-0.139199	-0.123022	0.109205	0.0422774	-0.0669275	1.0000	0
chr3:17500000-18000000	chr3	17500000	18000000	-0.0184444	0.0435114	0.0619558	-0.0287941	0.160664	0.189458	1.0000	1
chr3:18000000-18500000	chr3	18000000	18500000	0.297683	0.450028	0.152345	0.439787	0.553967	0.11418	1.0000	1
chr3:18500000-19000000	chr3	18500000	19000000	1.00498	1.31888	0.3139	1.15969	1.4791	0.319405	1.0000	0
chr3:19000000-19500000	chr3	19000000	19500000	1.12462	1.50551	0.38089	1.25875	1.75873	0.499978	1.0000	1
chr3:19500000-20000000	chr3	19500000	20000000	0.889848	1.21535	0.325507	1.06137	1.31082	0.249457	0.9600	2
chr3:20000000-20500000	chr3	20000000	20500000	0.607806	0.780111	0.172305	0.828179	0.709129	-0.119049	1.0000	3
chr3:20500000-21000000	chr3	20500000	21000000	0.349286	0.730318	0.381032	0.87907	0.857426	-0.0216439	1.0000	0
chr3:21000000-21500000	chr3	21000000	21500000	0.452164	0.872957	0.420793	0.832209	1.01289	0.180686	1.0000	0
chr3:21500000-22000000	chr3	21500000	22000000	0.358481	0.563163	0.204682	0.492425	0.955943	0.463518	0.9800	1
chr3:22000000-22500000	chr3	22000000	22500000	0.28411	0.344001	0.0598902	0.490957	0.669466	0.178509	1.0000	0
chr3:22500000-23000000	chr3	22500000	23000000	0.331873	0.43953	0.107657	0.497677	0.318842	-0.178835	1.0000	0
chr3:23000000-23500000	chr3	23000000	23500000	-0.505386	-0.709172	-0.203787	-0.417049	-0.645825	-0.228776	1.0000	1
chr3:23500000-24000000	chr3	23500000	24000000	-0.675859	-0.550698	0.125162	-0.461409	-0.625658	-0.164249	1.0000	4
chr3:24000000-24500000	chr3	24000000	24500000	-0.153067	-0.243534	-0.090467	-0.0151025	-0.306032	-0.290929	0.9800	1
chr3:24500000-25000000	chr3	24500000	25000000	-0.0806313	0.144065	0.224696	0.0796501	0.082438	0.00278786	1.0000	0
chr3:25000000-25500000	chr3	25000000	25500000	0.1646	0.329568	0.164967	0.462924	0.242408	-0.220516	1.0000	1
chr3:25500000-26000000	chr3	25500000	26000000	0.310802	0.204927	-0.105875	0.308527	0.497271	0.188744	1.0000	3
chr3:26000000-26500000	chr3	26000000	26500000	1.03247	1.32043	0.287959	1.16441	1.37692	0.212508	0.9400	0
chr3:26500000-27000000	chr3	26500000	27000000	1.16258	1.60226	0.439675	1.17382	1.43586	0.262047	1.0000	1
chr3:27000000-27500000	chr3	27000000	27500000	0.498465	0.354738	-0.143727	0.613491	0.459935	-0.153555	1.0000	2
chr3:27500000-28000000	chr3	27500000	28000000	0.54267	0.553603	0.0109331	0.562812	0.613633	0.0508208	1.0000	1
chr3:28000000-28500000	chr3	28000000	28500000	0.560442	0.950385	0.389943	1.19712	1.32482	0.127707	1.0000	3
chr3:28500000-29000000	chr3	28500000	29000000	0.195479	0.216762	0.021283	0.494928	0.28729	-0.207638	1.0000	0
chr3:29000000-29500000	chr3	29000000	29500000	-1.12314	-0.964645	0.1585	-0.629908	-0.805549	-0.175641	1.0000	1
chr3:29500000-30000000	chr3	29500000	30000000	-1.06497	-1.09395	-0.028985	-0.751916	-0.888695	-0.136779	0.9800	0
chr3:30000000-30500000	chr3	30000000	30500000	-1.02155	-1.10346	-0.0819115	-0.760798	-1.11786	-0.357059	1.0000	0
chr3:30500000-31000000	chr3	30500000	31000000	-0.753974	-0.867186	-0.113213	-0.80816	-0.988258	-0.180099	1.0000	2
chr3:31000000-31500000	chr3	31000000	31500000	-0.59618	-0.881903	-0.285723	-0.665986	-1.01321	-0.347225	1.0000	0
chr3:31500000-32000000	chr3	31500000	32000000	-0.739511	-0.808714	-0.0692027	-0.808975	-1.03521	-0.226238	1.0000	3
chr3:32000000-32500000	chr3	32000000	32500000	-0.815875	-0.793378	0.022497	-0.942053	-1.0172	-0.0751497	1.0000	3
chr3:32500000-33000000	chr3	32500000	33000000	-0.961747	-0.938908	0.0228389	-0.94751	-1.20334	-0.255833	1.0000	5
chr3:33000000-33500000	chr3	33000000	33500000	-1.03581	-0.883193	0.152615	-1.08541	-1.06645	0.0189584	1.0000	6
chr3:33500000-34000000	chr3	33500000	34000000	-0.879614	-0.811742	0.067872	-0.830055	-0.707857	0.122198	1.0000	2
chr3:34000000-34500000	chr3	34000000	34500000	0.397023	0.639958	0.242935	0.377315	0.539254	0.161939	1.0000	0
chr3:34500000-35000000	chr3	34500000	35000000	0.27952	0.413429	0.133909	0.095726	0.492345	0.396619	1.0000	0
chr3:35000000-35500000	chr3	35000000	35500000	-0.0576194	0.104315	0.161934	0.111281	0.348553	0.237272	1.0000	0
chr3:35500000-36000000	chr3	35500000	36000000	0.104289	0.327124	0.222835	0.318756	0.236264	-0.0824918	1.0000	1
chr3:36000000-36500000	chr3	36000000	36500000	-0.0671175	0.0441296	0.111247	0.179266	-0.0908681	-0.270134	1.0000	1
chr3:36500000-37000000	chr3	36500000	37000000	-0.0536746	-0.167396	-0.113721	-0.0209267	-0.361274	-0.340347	0.9600	4
chr3:37000000-37500000	chr3	37000000	37500000	-0.864698	-0.673387	0.191311	-0.703705	-0.779905	-0.0762002	1.0000	3
chr3:37500000-38000000	chr3	37500000	38000000	0.35085	0.093537	-0.257313	0.130373	-0.0323338	-0.162706	1.0000	2
chr3:38000000-38500000	chr3	38000000	38500000	0.134729	-0.130592	-0.265321	0.0321118	-0.136405	-0.168517	0.9200	10
chr3:38500000-39000000	chr3	38500000	39000000	0.723666	0.456071	-0.267594	0.684623	0.59677	-0.0878529	1.0000	2
chr3:39000000-39500000	chr3	39000000	39500000	0.331605	0.475656	0.144051	0.371852	0.0903988	-0.281453	0.9400	11
chr3:39500000-40000000	chr3	39500000	40000000	1.01289	1.12588	0.112994	0.849898	1.18091	0.331008	1.0000	1
chr3:40000000-40500000	chr3	40000000	40500000	0.924894	0.922997	-0.00189757	0.780803	0.867652	0.086849	0.9600	4
chr3:40500000-41000000	chr3	40500000	41000000	0.5719	0.654658	0.0827586	0.800776	0.316999	-0.483777	1.0000	2
chr3:41000000-41500000	chr3	41000000	41500000	0.34149	0.395882	0.0543926	0.241702	0.119394	-0.122308	1.0000	1
chr3:41500000-42000000	chr3	41500000	42000000	0.329065	0.115542	-0.213522	0.339404	0.137044	-0.202359	1.0000	1
chr3:42000000-42500000	chr3	42000000	42500000	0.167636	0.182508	0.0148719	0.0600801	-0.0998345	-0.159915	1.0000	3
chr3:42500000-43000000	chr3	42500000	43000000	-0.00463834	-0.100063	-0.095425	-0.0434808	-0.337722	-0.294241	1.0000	14
chr3:43000000-43500000	chr3	43000000	43500000	-0.12877	-0.130747	-0.00197621	-0.264662	-0.252759	0.011903	1.0000	2
chr3:43500000-44000000	chr3	43500000	44000000	-0.279363	-0.491641	-0.212278	-0.390821	-0.503678	-0.112857	1.0000	2
chr3:44000000-44500000	chr3	44000000	44500000	-0.370052	-0.448483	-0.078431	-0.355152	-0.681445	-0.326292	1.0000	3
chr3:44500000-45000000	chr3	44500000	45000000	-0.344563	-0.505026	-0.160462	-0.656566	-0.83136	-0.174794	1.0000	13
chr3:45000000-45500000	chr3	45000000	45500000	-0.533062	-0.63488	-0.101818	-0.78604	-1.12796	-0.341916	1.0000	4
chr3:45500000-46000000	chr3	45500000	46000000	-0.749442	-0.819227	-0.0697847	-0.960332	-1.03241	-0.0720769	1.0000	7
chr3:46000000-46500000	chr3	46000000	46500000	-0.686622	-0.668129	0.0184922	-0.8083	-0.93127	-0.12297	1.0000	9
chr3:46500000-47000000	chr3	46500000	47000000	-0.739801	-0.654167	0.0856332	-0.731047	-0.939397	-0.20835	1.0000	10
chr3:47000000-47500000	chr3	47000000	47500000	-0.980874	-1.02458	-0.0437048	-1.21495	-1.44997	-0.235017	1.0000	5
chr3:47500000-48000000	chr3	47500000	48000000	-1.26252	-1.09468	0.167838	-1.37735	-1.37677	0.000582634	1.0000	4
chr3:48000000-48500000	chr3	48000000	48500000	-1.15247	-1.20719	-0.0547181	-1.07277	-1.16039	-0.0876152	1.0000	12
chr3:48500000-49000000	chr3	48500000	49000000	-0.889633	-0.9706	-0.0809671	-1.1378	-1.26731	-0.129504	1.0000	14
chr3:49000000-49500000	chr3	49000000	49500000	-1.16641	-0.913674	0.252737	-1.21983	-1.25107	-0.0312391	1.0000	20
chr3:49500000-50000000	chr3	49500000	50000000	-0.722988	-0.683873	0.0391147	-1.1362	-1.10774	0.0284578	0.9400	15
chr3:50000000-50500000	chr3	50000000	50500000	-0.396456	-0.531601	-0.135145	-0.7592	-0.646044	0.113156	1.0000	18
chr3:50500000-51000000	chr3	50500000	51000000	0.464308	0.56669	0.102381	0.383445	0.471254	0.0878093	1.0000	6
chr3:51000000-51500000	chr3	51000000	51500000	0.619267	0.703956	0.0846888	0.590971	0.44998	-0.140992	0.9600	2
chr3:51500000-52000000	chr3	51500000	52000000	0.0253219	-0.133493	-0.158814	-0.143514	-0.160466	-0.016952	1.0000	17
chr3:52000000-52500000	chr3	52000000	52500000	-0.452622	-0.566812	-0.11419	-0.676912	-0.696173	-0.019261	1.0000	15
chr3:52500000-53000000	chr3	52500000	53000000	-0.605229	-0.531739	0.0734896	-0.657427	-0.739189	-0.0817618	1.0000	12
chr3:53000000-53500000	chr3	53000000	53500000	-0.0120702	0.0605151	0.0725852	-0.325312	-0.464464	-0.139152	1.0000	6
chr3:53500000-54000000	chr3	53500000	54000000	0.782178	0.680327	-0.101852	0.621948	0.431299	-0.190649	1.0000	4
chr3:54000000-54500000	chr3	54000000	54500000	1.01122	1.10795	0.0967367	0.794789	0.822216	0.0274274	1.0000	1
chr3:54500000-55000000	chr3	54500000	55000000	0.510785	0.517612	0.00682664	0.384848	0.22017	-0.164678	1.0000	1
chr3:55000000-55500000	chr3	55000000	55500000	-0.246247	-0.533351	-0.287104	-0.296381	-0.529249	-0.232868	1.0000	1
chr3:55500000-56000000	chr3	55500000	56000000	-0.0441137	-0.235424	-0.19131	0.0336847	-0.217713	-0.251397	1.0000	0
chr3:56000000-56500000	chr3	56000000	56500000	0.296791	0.2023	-0.0944902	0.250377	-0.00957964	-0.259957	1.0000	1
chr3:56500000-57000000	chr3	56500000	57000000	-0.517175	-0.723955	-0.20678	-0.679487	-0.940178	-0.260691	1.0000	3
chr3:57000000-57500000	chr3	57000000	57500000	-0.973446	-0.884794	0.0886517	-0.996277	-1.17471	-0.178428	0.9800	5
chr3:57500000-58000000	chr3	57500000	58000000	-1.20656	-1.26213	-0.0555684	-1.28129	-1.2928	-0.0115012	1.0000	5
chr3:58000000-58500000	chr3	58000000	58500000	-0.906938	-0.878503	0.0284348	-0.923734	-1.05097	-0.127236	1.0000	8
chr3:58500000-59000000	chr3	58500000	59000000	0.0983304	0.044885	-0.0534454	-0.11131	-0.4188	-0.30749	1.0000	3
chr3:59000000-59500000	chr3	59000000	59500000	-0.107507	-0.311331	-0.203825	-0.382587	-0.509663	-0.127076	1.0000	1
chr3:59500000-60000000	chr3	59500000	60000000	0.023646	0.232927	0.20928	0.011067	-0.0677579	-0.0788249	1.0000	0
chr3:60000000-60500000	chr3	60000000	60500000	0.279136	0.400755	0.121619	0.307119	0.306823	-0.000296247	1.0000	0
chr3:60500000-61000000	chr3	60500000	61000000	0.376043	0.315256	-0.0607864	0.274434	0.247331	-0.0271024	1.0000	0
chr3:61000000-61500000	chr3	61000000	61500000	0.614623	0.748147	0.133525	0.590488	0.728183	0.137695	1.0000	1
chr3:61500000-62000000	chr3	61500000	62000000	-0.0292025	-0.147552	-0.11835	-0.178762	-0.254169	-0.0754074	1.0000	1
chr3:62000000-62500000	chr3	62000000	62500000	0.362605	0.426829	0.0642245	0.490157	0.216409	-0.273748	1.0000	2
chr3:62500000-63000000	chr3	62500000	63000000	0.717022	0.752805	0.0357829	0.748286	0.701568	-0.0467174	1.0000	1
chr3:63000000-63500000	chr3	63000000	63500000	0.55479	0.749742	0.194952	0.57515	0.647238	0.0720882	1.0000	1
chr3:63500000-64000000	chr3	63500000	64000000	-0.16688	0.0417736	0.208654	-0.0519073	-0.198989	-0.147081	1.0000	5
chr3:64000000-64500000	chr3	64000000	64500000	-0.898658	-0.799289	0.0993689	-0.92735	-1.19347	-0.266117	1.0000	2
chr3:64500000-65000000	chr3	64500000	65000000	-0.476693	-0.437786	0.0389074	-0.47305	-0.824879	-0.351829	1.0000	1
chr3:65000000-65500000	chr3	65000000	65500000	-0.458336	-0.571314	-0.112977	-0.606306	-0.864814	-0.258508	0.9800	0
chr3:65500000-66000000	chr3	65500000	66000000	-0.68957	-0.80968	-0.120111	-0.808862	-1.08925	-0.280385	0.9600	0
chr3:66000000-66500000	chr3	66000000	66500000	-0.659451	-0.691827	-0.0323767	-0.640241	-0.803117	-0.162877	0.9800	2
chr3:66500000-67000000	chr3	66500000	67000000	-0.347277	-0.324531	0.0227466	-0.37043	-0.547018	-0.176588	1.0000	2
chr3:67000000-67500000	chr3	67000000	67500000	0.265068	0.421944	0.156876	0.195777	0.124582	-0.0711945	1.0000	0
chr3:67500000-68000000	chr3	67500000	68000000	0.111076	0.0368987	-0.0741774	0.30202	0.195822	-0.106199	1.0000	1
chr3:68000000-68500000	chr3	68000000	68500000	0.738342	0.881465	0.143124	0.46621	0.776088	0.309878	0.9800	1
chr3:68500000-69000000	chr3	68500000	69000000	0.556567	0.655292	0.0987256	0.594643	0.408039	-0.186604	1.0000	1
chr3:69000000-69500000	chr3	69000000	69500000	-0.529109	-0.454383	0.0747268	-0.322381	-0.531968	-0.209588	0.9400	6
chr3:69500000-70000000	chr3	69500000	70000000	-0.282339	-0.315294	-0.0329544	-0.284806	-0.433407	-0.148602	1.0000	2
chr3:70000000-70500000	chr3	70000000	70500000	-0.0142951	0.428171	0.442466	0.202406	0.273317	0.070911	1.0000	1
chr3:70500000-71000000	chr3	70500000	71000000	-0.630565	-0.580627	0.0499377	-0.696193	-0.665426	0.0307674	1.0000	0
chr3:71000000-71500000	chr3	71000000	71500000	-0.957847	-0.978803	-0.0209555	-0.735132	-0.981066	-0.245934	1.0000	0
chr3:71500000-72000000	chr3	71500000	72000000	-0.248768	-0.33861	-0.0898422	-0.319611	-0.687858	-0.368247	1.0000	4
chr3:72000000-72500000	chr3	72000000	72500000	0.201373	-0.0157833	-0.217156	0.0429634	-0.449189	-0.492153	1.0000	1
chr3:72500000-73000000	chr3	72500000	73000000	-0.266395	-0.310886	-0.0444909	-0.30665	-0.540347	-0.233698	1.0000	3
chr3:73000000-73500000	chr3	73000000	73500000	0.465346	0.612927	0.14758	0.296564	0.259238	-0.0373257	1.0000	1
chr3:73500000-74000000	chr3	73500000	74000000	0.326769	0.546314	0.219545	0.420784	0.345333	-0.0754514	1.0000	1
chr3:74000000-74500000	chr3	74000000	74500000	0.825813	1.28707	0.461255	0.95045	1.32819	0.377739	1.0000	0
chr3:74500000-75000000	chr3	74500000	75000000	0.725275	1.16716	0.441884	0.657355	1.1604	0.503041	1.0000	1
chr3:75000000-75500000	chr3	75000000	75500000	1.22673	1.08799	-0.138744	0.933155	0.998013	0.064858	1.0000	0
chr3:75500000-76000000	chr3	75500000	76000000	1.06504	1.07889	0.0138544	0.921492	0.973531	0.0520386	0.7800	2
chr3:76000000-76500000	chr3	76000000	76500000	0.0406528	0.0335404	-0.00711245	0.330312	0.156895	-0.173417	1.0000	0
chr3:76500000-77000000	chr3	76500000	77000000	0.330087	0.37311	0.0430232	0.374594	0.634815	0.260222	1.0000	0
chr3:77000000-77500000	chr3	77000000	77500000	0.37581	0.264234	-0.111576	0.70335	0.747357	0.0440068	1.0000	1
chr3:77500000-78000000	chr3	77500000	78000000	0.490482	0.506105	0.0156232	0.508686	0.761465	0.252779	1.0000	0
chr3:78000000-78500000	chr3	78000000	78500000	0.0339395	0.132021	0.0980814	0.221301	0.296044	0.0747424	1.0000	0
chr3:78500000-79000000	chr3	78500000	79000000	-0.600206	-0.653185	-0.0529781	-0.381822	-0.38969	-0.00786843	0.9800	0
chr3:79000000-79500000	chr3	79000000	79500000	-0.78177	-0.634785	0.146985	-0.207867	-0.333623	-0.125756	1.0000	0
chr3:79500000-80000000	chr3	79500000	80000000	0.122338	0.291483	0.169145	0.495026	0.712691	0.217665	1.0000	1
chr3:80000000-80500000	chr3	80000000	80500000	0.254671	0.136652	-0.118019	0.424508	0.764071	0.339564	1.0000	0
chr3:80500000-81000000	chr3	80500000	81000000	0.522171	0.824932	0.302761	0.957743	1.23981	0.282066	0.9400	0
chr3:81000000-81500000	chr3	81000000	81500000	0.203806	0.26672	0.0629137	0.436239	0.758628	0.32239	1.0000	0
chr3:81500000-82000000	chr3	81500000	82000000	-0.639027	-0.725344	-0.0863171	-0.251878	-0.296268	-0.0443901	1.0000	1
chr3:82000000-82500000	chr3	82000000	82500000	0.251532	0.472616	0.221084	0.321057	0.616542	0.295485	1.0000	0
chr3:82500000-83000000	chr3	82500000	83000000	0.287585	0.651475	0.363891	0.223671	0.930949	0.707278	1.0000	0
chr3:83000000-83500000	chr3	83000000	83500000	0.05132	0.296102	0.244782	0.352837	0.829066	0.476229	1.0000	0
chr3:83500000-84000000	chr3	83500000	84000000	0.301721	0.616085	0.314365	0.378762	1.0618	0.68304	1.0000	0
chr3:84000000-84500000	chr3	84000000	84500000	0.456956	0.646056	0.1891	0.662345	1.28507	0.622725	1.0000	0
chr3:84500000-85000000	chr3	84500000	85000000	0.557751	0.969963	0.412212	0.698185	1.08803	0.389845	1.0000	1
chr3:85000000-85500000	chr3	85000000	85500000	0.38252	0.804336	0.421815	0.848829	1.19041	0.341578	1.0000	0
chr3:85500000-86000000	chr3	85500000	86000000	0.371716	0.674392	0.302676	0.739274	1.12426	0.38499	1.0000	0
chr3:86000000-86500000	chr3	86000000	86500000	0.62894	0.868509	0.239569	1.0175	1.24726	0.229754	1.0000	0
chr3:86500000-87000000	chr3	86500000	87000000	0.295581	0.358183	0.062602	0.892461	0.887114	-0.00534773	1.0000	1
chr3:87000000-87500000	chr3	87000000	87500000	0.193254	0.0407646	-0.15249	0.538525	0.383032	-0.155493	1.0000	2
chr3:87500000-88000000	chr3	87500000	88000000	0.457397	0.802729	0.345333	0.732824	1.13291	0.40009	1.0000	1
chr3:88000000-88500000	chr3	88000000	88500000	0.0438946	0.142383	0.0984889	0.248869	0.416344	0.167475	1.0000	5
chr3:88500000-89000000	chr3	88500000	89000000	-0.0954172	0.0812787	0.176696	0.200613	0.570172	0.369559	1.0000	0
chr3:89000000-89500000	chr3	89000000	89500000	-0.124442	0.197538	0.32198	0.466287	0.792796	0.326509	0.9400	1
chr3:89500000-90000000	chr3	89500000	90000000	0.582118	0.817059	0.234941	0.622045	0.863989	0.241944	1.0000	0
chr3:90000000-90500000	chr3	90000000	90500000	0.933995	1.09807	0.164077	1.2545	1.31017	0.0556645	0.8400	0
chr3:90500000-91000000	chr3	90500000	91000000	nan	nan	nan	nan	nan	nan	0.0000	0
chr3:91000000-91500000	chr3	91000000	91500000	nan	nan	nan	nan	nan	nan	0.4000	0
