tile_id	chrom	start	tss_count	gc	n_frac	cpg_n
chr3:130500000-131000000	chr3	130500000	4	0.432584	0	2
chr3:131000000-131500000	chr3	131000000	4	0.456514	0.180108	5
chr3:131500000-132000000	chr3	131500000	1	0.416856	0	1
chr3:132000000-132500000	chr3	132000000	1	0.390356	0	1
chr3:132500000-133000000	chr3	132500000	5	0.410602	0	2
chr3:133000000-133500000	chr3	133000000	4	0.409416	0	2
chr3:133500000-134000000	chr3	133500000	2	0.404634	0	1
chr3:134000000-134500000	chr3	134000000	4	0.384056	0	1
chr3:134500000-135000000	chr3	134500000	1	0.38105	0	1
chr3:135000000-135500000	chr3	135000000	8	0.409532	0	4
chr3:135500000-136000000	chr3	135500000	3	0.42523	0	2
chr3:136000000-136500000	chr3	136000000	2	0.387838	0	0
chr3:136500000-137000000	chr3	136500000	1	0.399804	0	1
chr3:137000000-137500000	chr3	137000000	2	0.391434	0	0
chr3:137500000-138000000	chr3	137500000	8	0.425886	0	4
chr3:138000000-138500000	chr3	138000000	14	0.430456	0	3
chr3:138500000-139000000	chr3	138500000	4	0.437074	0	2
chr3:139000000-139500000	chr3	139000000	2	0.396894	0	2
chr3:139500000-140000000	chr3	139500000	1	0.382814	0	0
chr3:140000000-140500000	chr3	140000000	1	0.37328	0	0
chr3:140500000-141000000	chr3	140500000	2	0.372006	0	0
chr3:141000000-141500000	chr3	141000000	2	0.373968	0	2
chr3:141500000-142000000	chr3	141500000	0	0.383552	0	0
chr3:142000000-142500000	chr3	142000000	3	0.398216	0	2
chr3:142500000-143000000	chr3	142500000	9	0.4093	0	3
chr3:143000000-143500000	chr3	143000000	2	0.396128	0	1
chr3:143500000-144000000	chr3	143500000	1	0.404582	0	0
chr3:144000000-144500000	chr3	144000000	1	0.439962	0	3
chr3:144500000-145000000	chr3	144500000	9	0.417266	0	2
chr3:145000000-145500000	chr3	145000000	4	0.41156	0	1
chr3:145500000-146000000	chr3	145500000	6	0.442214	0	7
chr3:146000000-146500000	chr3	146000000	9	0.447344	0	6
chr3:146500000-147000000	chr3	146500000	7	0.42444	0	4
chr3:147000000-147500000	chr3	147000000	0	0.406196	0	0
chr3:147500000-148000000	chr3	147500000	0	0.388748	0	0
chr3:148000000-148500000	chr3	148000000	0	0.391628	0	0
chr3:148500000-149000000	chr3	148500000	1	0.41388	0	3
chr3:149000000-149500000	chr3	149000000	1	0.420228	0	0
chr3:149500000-150000000	chr3	149500000	0	0.385832	0	0
chr3:150000000-150500000	chr3	150000000	1	0.37052	0	0
chr3:150500000-151000000	chr3	150500000	0	0.37102	0	0
chr3:151000000-151500000	chr3	151000000	3	0.379338	0	0
chr3:151500000-152000000	chr3	151500000	4	0.403186	0	0
chr3:152000000-152500000	chr3	152000000	8	0.433964	0	7
chr3:152500000-153000000	chr3	152500000	4	0.44749	0	2
chr3:153000000-153500000	chr3	153000000	2	0.441082	0	0
chr3:153500000-154000000	chr3	153500000	10	0.453926	0	5
chr3:154000000-154500000	chr3	154000000	2	0.435956	0	2
chr3:154500000-155000000	chr3	154500000	4	0.427514	0	1
chr3:155000000-155500000	chr3	155000000	3	0.390842	0	1
chr3:155500000-156000000	chr3	155500000	1	0.377734	0	0
chr3:156000000-156500000	chr3	156000000	0	0.38308	0	0
chr3:156500000-157000000	chr3	156500000	2	0.39275	0	2
chr3:157000000-157500000	chr3	157000000	0	0.406938	0	0
chr3:157500000-158000000	chr3	157500000	6	0.411502	0	3
chr3:158000000-158500000	chr3	158000000	2	0.381496	0	2
chr3:158500000-159000000	chr3	158500000	1	0.384464	0	1
chr3:159000000-159500000	chr3	159000000	2	0.382668	0	0
chr3:159500000-160000000	chr3	159500000	2	0.383995	0.12064	0
chr3:160000000-160039680	chr3	160000000	0	nan	1	0
chr4:0-500000	chr4	0	0	nan	1	0
chr4:500000-1000000	chr4	500000	0	nan	1	0
chr4:1000000-1500000	chr4	1000000	0	nan	1	0
chr4:1500000-2000000	chr4	1500000	0	nan	1	0
chr4:2000000-2500000	chr4	2000000	0	nan	1	0
chr4:2500000-3000000	chr4	2500000	0	nan	1	0
chr4:3000000-3500000	chr4	3000000	3	0.424758	0.1	1
chr4:3500000-4000000	chr4	3500000	11	0.413102	0	5
chr4:4000000-4500000	chr4	4000000	3	0.39716	0	1
chr4:4500000-5000000	chr4	4500000	2	0.395664	0	1
chr4:5000000-5500000	chr4	5000000	0	0.395106	0	0
chr4:5500000-6000000	chr4	5500000	2	0.405862	0	1
chr4:6000000-6500000	chr4	6000000	4	0.405486	0	3
chr4:6500000-7000000	chr4	6500000	1	0.39725	0	1
chr4:7000000-7500000	chr4	7000000	0	0.386148	0	0
chr4:7500000-8000000	chr4	7500000	1	0.383862	0	0
chr4:8000000-8500000	chr4	8000000	1	0.413346	0	1
chr4:8500000-9000000	chr4	8500000	4	0.441974	0	7
chr4:9000000-9500000	chr4	9000000	1	0.426308	0	0
chr4:9500000-10000000	chr4	9500000	4	0.42112	0	3
chr4:10000000-10500000	chr4	10000000	0	0.403616	0	0
chr4:10500000-11000000	chr4	10500000	3	0.41834	0	1
chr4:11000000-11500000	chr4	11000000	10	0.43015	0	9
chr4:11500000-12000000	chr4	11500000	7	0.426952	0	2
chr4:12000000-12500000	chr4	12000000	4	0.41088	0	4
chr4:12500000-13000000	chr4	12500000	1	0.388404	0	1
chr4:13000000-13500000	chr4	13000000	0	0.388658	0	0
chr4:13500000-14000000	chr4	13500000	1	0.395734	0	1
chr4:14000000-14500000	chr4	14000000	1	0.387858	0	0
chr4:14500000-15000000	chr4	14500000	5	0.39675	0	3
chr4:15000000-15500000	chr4	15000000	2	0.39995	0	2
chr4:15500000-16000000	chr4	15500000	4	0.391586	0	2
chr4:16000000-16500000	chr4	16000000	3	0.394984	0	2
chr4:16500000-17000000	chr4	16500000	0	0.376292	0	0
chr4:17000000-17500000	chr4	17000000	0	0.367306	0	0
chr4:17500000-18000000	chr4	17500000	2	0.369104	0	1
chr4:18000000-18500000	chr4	18000000	0	0.370928	0	0
chr4:18500000-19000000	chr4	18500000	0	0.36455	0	0
chr4:19000000-19500000	chr4	19000000	2	0.381692	0	0
chr4:19500000-20000000	chr4	19500000	6	0.393752	0	3
chr4:20000000-20500000	chr4	20000000	3	0.393126	0	2
chr4:20500000-21000000	chr4	20500000	1	0.379086	0	1
chr4:21000000-21500000	chr4	21000000	0	0.395094	0	0
chr4:21500000-22000000	chr4	21500000	8	0.414104	0	8
chr4:22000000-22500000	chr4	22000000	3	0.410746	0	6
chr4:22500000-23000000	chr4	22500000	2	0.38514	0	0
chr4:23000000-23500000	chr4	23000000	0	0.376494	0	0
chr4:23500000-24000000	chr4	23500000	0	0.367462	0	1
chr4:24000000-24500000	chr4	24000000	1	0.385818	0	1
chr4:24500000-25000000	chr4	24500000	3	0.400572	0	3
chr4:25000000-25500000	chr4	25000000	2	0.393606	0	1
chr4:25500000-26000000	chr4	25500000	1	0.379352	0	1
chr4:26000000-26500000	chr4	26000000	1	0.379832	0	1
chr4:26500000-27000000	chr4	26500000	1	0.365714	0	0
chr4:27000000-27500000	chr4	27000000	0	0.363438	0	0
chr4:27500000-28000000	chr4	27500000	0	0.36167	0	0
chr4:28000000-28500000	chr4	28000000	0	0.36452	0	0
chr4:28500000-29000000	chr4	28500000	1	0.371928	0	1
chr4:29000000-29500000	chr4	29000000	1	0.3774	0	0
chr4:29500000-30000000	chr4	29500000	0	0.36305	0	0
chr4:30000000-30500000	chr4	30000000	0	0.369596	0	0
chr4:30500000-31000000	chr4	30500000	1	0.37662	0	0
chr4:31000000-31500000	chr4	31000000	0	0.386684	0	0
chr4:31500000-32000000	chr4	31500000	1	0.413728	0	2
chr4:32000000-32500000	chr4	32000000	1	0.440224	0	1
chr4:32500000-33000000	chr4	32500000	7	0.443392	0	5
chr4:33000000-33500000	chr4	33000000	9	0.42414	0	5
chr4:33500000-34000000	chr4	33500000	1	0.422682	0	1
chr4:34000000-34500000	chr4	34000000	2	0.408735	0.004048	1
chr4:34500000-35000000	chr4	34500000	10	0.417338	0	7
chr4:35000000-35500000	chr4	35000000	3	0.422136	0	2
chr4:35500000-36000000	chr4	35500000	0	0.386386	0	0
chr4:36000000-36500000	chr4	36000000	0	0.369424	0	0
chr4:36500000-37000000	chr4	36500000	5	0.363342	0	2
chr4:37000000-37500000	chr4	37000000	1	0.36761	0	0
chr4:37500000-38000000	chr4	37500000	0	0.365574	0	0
chr4:38000000-38500000	chr4	38000000	0	0.36416	0	0
chr4:38500000-39000000	chr4	38500000	1	0.372894	0	0
chr4:39000000-39500000	chr4	39000000	1	0.380388	0	0
chr4:39500000-40000000	chr4	39500000	0	0.391758	0	0
chr4:40000000-40500000	chr4	40000000	7	0.433058	0	5
chr4:40500000-41000000	chr4	40500000	13	0.447328	0	6
chr4:41000000-41500000	chr4	41000000	10	0.448788	0	7
chr4:41500000-42000000	chr4	41500000	24	0.482392	0	15
chr4:42000000-42500000	chr4	42000000	16	0.471191	0.1	7
chr4:42500000-43000000	chr4	42500000	18	0.467964	0	8
chr4:43000000-43500000	chr4	43000000	15	0.449752	0	9
chr4:43500000-44000000	chr4	43500000	26	0.470098	0	8
chr4:44000000-44500000	chr4	44000000	6	0.449614	0	5
chr4:44500000-45000000	chr4	44500000	6	0.44376	0	5
chr4:45000000-45500000	chr4	45000000	11	0.46543	0	9
chr4:45500000-46000000	chr4	45500000	9	0.477358	0	5
chr4:46000000-46500000	chr4	46000000	10	0.466376	0	8
chr4:46500000-47000000	chr4	46500000	5	0.493382	0	8
chr4:47000000-47500000	chr4	47000000	6	0.466234	0	6
chr4:47500000-48000000	chr4	47500000	0	0.431378	0	0
chr4:48000000-48500000	chr4	48000000	6	0.413048	0	7
chr4:48500000-49000000	chr4	48500000	3	0.423046	0	3
chr4:49000000-49500000	chr4	49000000	3	0.406544	0	1
chr4:49500000-50000000	chr4	49500000	9	0.401062	0	4
chr4:50000000-50500000	chr4	50000000	0	0.375776	0	0
chr4:50500000-51000000	chr4	50500000	0	0.368122	0	0
chr4:51000000-51500000	chr4	51000000	1	0.369762	0	0
chr4:51500000-52000000	chr4	51500000	0	0.373874	0	0
chr4:52000000-52500000	chr4	52000000	3	0.386302	0	1
chr4:52500000-53000000	chr4	52500000	7	0.394276	0	0
chr4:53000000-53500000	chr4	53000000	5	0.43607	0	3
chr4:53500000-54000000	chr4	53500000	4	0.421878	0	4
chr4:54000000-54500000	chr4	54000000	0	0.4062	0	0
chr4:54500000-55000000	chr4	54500000	1	0.415022	0	1
chr4:55000000-55500000	chr4	55000000	2	0.438286	0	2
chr4:55500000-56000000	chr4	55500000	1	0.434884	0	3
chr4:56000000-56500000	chr4	56000000	0	0.413394	0	0
chr4:56500000-57000000	chr4	56500000	8	0.437308	0	5
chr4:57000000-57500000	chr4	57000000	5	0.46058	0	4
chr4:57500000-58000000	chr4	57500000	2	0.449394	0	3
chr4:58000000-58500000	chr4	58000000	4	0.415458	0	1
chr4:58500000-59000000	chr4	58500000	5	0.412302	0	3
chr4:59000000-59500000	chr4	59000000	6	0.427828	0	4
chr4:59500000-60000000	chr4	59500000	7	0.42742	0	5
chr4:60000000-60500000	chr4	60000000	5	0.409847	0.1	0
chr4:60500000-61000000	chr4	60500000	5	0.406068	0.300778	0
chr4:61000000-61500000	chr4	61000000	3	0.405391	0.399222	0
chr4:61500000-62000000	chr4	61500000	5	0.410914	0	0
chr4:62000000-62500000	chr4	62000000	12	0.430556	0	6
chr4:62500000-63000000	chr4	62500000	8	0.468236	0	4
chr4:63000000-63500000	chr4	63000000	9	0.496318	0	4
chr4:63500000-64000000	chr4	63500000	7	0.436122	0	2
chr4:64000000-64500000	chr4	64000000	2	0.39832	0	1
chr4:64500000-65000000	chr4	64500000	0	0.38187	0	0
chr4:65000000-65500000	chr4	65000000	1	0.401796	0	1
chr4:65500000-66000000	chr4	65500000	1	0.403264	0	1
chr4:66000000-66500000	chr4	66000000	1	0.400936	0	2
chr4:66500000-67000000	chr4	66500000	1	0.387912	0	0
chr4:67000000-67500000	chr4	67000000	0	0.371494	0	0
chr4:67500000-68000000	chr4	67500000	0	0.367038	0	0
chr4:68000000-68500000	chr4	68000000	1	0.372868	0	0
chr4:68500000-69000000	chr4	68500000	1	0.380824	0	1
chr4:69000000-69500000	chr4	69000000	0	0.38008	0	0
chr4:69500000-70000000	chr4	69500000	0	0.401676	0	0
chr4:70000000-70500000	chr4	70000000	1	0.419958	0	2
chr4:70500000-71000000	chr4	70500000	2	0.388178	0	1
chr4:71000000-71500000	chr4	71000000	0	0.376874	0	0
chr4:71500000-72000000	chr4	71500000	0	0.38349	0	0
chr4:72000000-72500000	chr4	72000000	2	0.395346	0	1
chr4:72500000-73000000	chr4	72500000	1	0.377704	0	0
chr4:73000000-73500000	chr4	73000000	1	0.379174	0	0
chr4:73500000-74000000	chr4	73500000	13	0.400264	0	1
chr4:74000000-74500000	chr4	74000000	2	0.386766	0	2
chr4:74500000-75000000	chr4	74500000	0	0.3861	0	0
chr4:75000000-75500000	chr4	75000000	1	0.37647	0	1
chr4:75500000-76000000	chr4	75500000	0	0.382942	0	0
chr4:76000000-76500000	chr4	76000000	1	0.380034	0	1
chr4:76500000-77000000	chr4	76500000	0	0.370704	0	0
chr4:77000000-77500000	chr4	77000000	0	0.367896	0	0
chr4:77500000-78000000	chr4	77500000	0	0.363814	0	0
chr4:78000000-78500000	chr4	78000000	1	0.368224	0	1
chr4:78500000-79000000	chr4	78500000	1	0.370408	0	0
chr4:79000000-79500000	chr4	79000000	0	0.365704	0	0
chr4:79500000-80000000	chr4	79500000	0	0.363726	0	0
chr4:80000000-80500000	chr4	80000000	0	0.37373	0	0
chr4:80500000-81000000	chr4	80500000	2	0.38995	0	1
chr4:81000000-81500000	chr4	81000000	2	0.400762	0	1
chr4:81500000-82000000	chr4	81500000	0	0.394218	0	0
chr4:82000000-82500000	chr4	82000000	2	0.406498	0	0
chr4:82500000-83000000	chr4	82500000	4	0.421936	0	4
chr4:83000000-83500000	chr4	83000000	5	0.42979	0	3
chr4:83500000-84000000	chr4	83500000	1	0.415742	0	1
chr4:84000000-84500000	chr4	84000000	1	0.424992	0	0
chr4:84500000-85000000	chr4	84500000	3	0.402222	0	3
chr4:85000000-85500000	chr4	85000000	1	0.40776	0	1
chr4:85500000-86000000	chr4	85500000	0	0.395584	0	1
chr4:86000000-86500000	chr4	86000000	1	0.410406	0	0
chr4:86500000-87000000	chr4	86500000	11	0.428482	0	5
chr4:87000000-87500000	chr4	87000000	1	0.415536	0	1
chr4:87500000-88000000	chr4	87500000	0	0.41044	0	0
chr4:88000000-88500000	chr4	88000000	4	0.40762	0	2
chr4:88500000-89000000	chr4	88500000	36	0.41981	0	17
chr4:89000000-89500000	chr4	89000000	6	0.415445	0.0608	5
chr4:89500000-90000000	chr4	89500000	1	0.387484	0	1
chr4:90000000-90500000	chr4	90000000	2	0.375158	0	0
chr4:90500000-91000000	chr4	90500000	0	0.381046	0	0
chr4:91000000-91500000	chr4	91000000	2	0.39961	0	3
chr4:91500000-92000000	chr4	91500000	0	0.379668	0	0
chr4:92000000-92500000	chr4	92000000	1	0.36427	0	0
chr4:92500000-93000000	chr4	92500000	0	0.364858	0	0
chr4:93000000-93500000	chr4	93000000	1	0.370268	0	1
chr4:93500000-94000000	chr4	93500000	0	0.379766	0	0
chr4:94000000-94500000	chr4	94000000	0	0.393674	0	0
chr4:94500000-95000000	chr4	94500000	9	0.398046	0	4
chr4:95000000-95500000	chr4	95000000	2	0.430134	0	2
chr4:95500000-96000000	chr4	95500000	3	0.408966	0	1
chr4:96000000-96500000	chr4	96000000	3	0.391468	0	0
chr4:96500000-97000000	chr4	96500000	5	0.38797	0	0
chr4:97000000-97500000	chr4	97000000	0	0.383874	0	0
chr4:97500000-98000000	chr4	97500000	2	0.413124	0	4
chr4:98000000-98500000	chr4	98000000	2	0.41922	0	2
chr4:98500000-99000000	chr4	98500000	7	0.438138	0	2
chr4:99000000-99500000	chr4	99000000	3	0.423802	0	2
chr4:99500000-100000000	chr4	99500000	5	0.42237	0.068248	6
chr4:100000000-100500000	chr4	100000000	2	0.433082	0	1
chr4:100500000-101000000	chr4	100500000	1	0.43263	0	1
chr4:101000000-101500000	chr4	101000000	7	0.44277	0	7
chr4:101500000-102000000	chr4	101500000	8	0.424974	0	4
chr4:102000000-102500000	chr4	102000000	1	0.401838	0	1
chr4:102500000-103000000	chr4	102500000	3	0.420452	0	2
chr4:103000000-103500000	chr4	103000000	9	0.421566	0	4
chr4:103500000-104000000	chr4	103500000	1	0.426488	0	1
chr4:104000000-104500000	chr4	104000000	0	0.422676	0	1
chr4:104500000-105000000	chr4	104500000	3	0.438954	0	0
chr4:105000000-105500000	chr4	105000000	2	0.435596	0	3
chr4:105500000-106000000	chr4	105500000	0	0.419882	0	0
chr4:106000000-106500000	chr4	106000000	4	0.447992	0	2
chr4:106500000-107000000	chr4	106500000	10	0.492446	0	8
chr4:107000000-107500000	chr4	107000000	12	0.475482	0	6
chr4:107500000-108000000	chr4	107500000	10	0.489964	0	7
chr4:108000000-108500000	chr4	108000000	10	0.445692	0	11
chr4:108500000-109000000	chr4	108500000	9	0.415414	0	6
chr4:109000000-109500000	chr4	109000000	8	0.422592	0	6
chr4:109500000-110000000	chr4	109500000	5	0.393342	0	6
chr4:110000000-110500000	chr4	110000000	3	0.411044	0	3
chr4:110500000-111000000	chr4	110500000	0	0.379922	0	0
chr4:111000000-111500000	chr4	111000000	1	0.404538	0	1
chr4:111500000-112000000	chr4	111500000	4	0.410596	0	1
chr4:112000000-112500000	chr4	112000000	4	0.380418	0	0
chr4:112500000-113000000	chr4	112500000	2	0.372804	0	1
chr4:113000000-113500000	chr4	113000000	1	0.375528	0	0
chr4:113500000-114000000	chr4	113500000	1	0.364254	0	0
chr4:114000000-114500000	chr4	114000000	2	0.41195	0	1
chr4:114500000-115000000	chr4	114500000	5	0.462282	0	8
chr4:115000000-115500000	chr4	115000000	10	0.420846	0	2
chr4:115500000-116000000	chr4	115500000	13	0.44516	0	11
chr4:116000000-116500000	chr4	116000000	12	0.42884	0	6
chr4:116500000-117000000	chr4	116500000	18	0.426678	0	13
chr4:117000000-117500000	chr4	117000000	12	0.475408	0	12
chr4:117500000-118000000	chr4	117500000	13	0.479118	0	11
chr4:118000000-118500000	chr4	118000000	11	0.489362	0	8
chr4:118500000-119000000	chr4	118500000	21	0.448102	0	2
chr4:119000000-119500000	chr4	119000000	16	0.470638	0	10
chr4:119500000-120000000	chr4	119500000	5	0.451854	0	4
chr4:120000000-120500000	chr4	120000000	4	0.47499	0	6
chr4:120500000-121000000	chr4	120500000	13	0.461148	0	9
chr4:121000000-121500000	chr4	121000000	7	0.41908	0	3
chr4:121500000-122000000	chr4	121500000	2	0.402949	0.1	0
chr4:122000000-122500000	chr4	122000000	0	0.402663	0.038734	0
chr4:122500000-123000000	chr4	122500000	6	0.422062	0	3
chr4:123000000-123500000	chr4	123000000	11	0.458014	0	11
chr4:123500000-124000000	chr4	123500000	10	0.445266	0	7
chr4:124000000-124500000	chr4	124000000	2	0.46626	0	2
chr4:124500000-125000000	chr4	124500000	20	0.48935	0	18
chr4:125000000-125500000	chr4	125000000	6	0.490846	0	5
chr4:125500000-126000000	chr4	125500000	1	0.493952	0	2
chr4:126000000-126500000	chr4	126000000	15	0.463028	0	17
chr4:126500000-127000000	chr4	126500000	9	0.440426	0	8
chr4:127000000-127500000	chr4	127000000	11	0.466668	0	11
chr4:127500000-128000000	chr4	127500000	2	0.457466	0	3
chr4:128000000-128500000	chr4	128000000	2	0.478666	0	0
chr4:128500000-129000000	chr4	128500000	8	0.487396	0	9
chr4:129000000-129500000	chr4	129000000	16	0.473054	0	14
chr4:129500000-130000000	chr4	129500000	19	0.472288	0	14
chr4:130000000-130500000	chr4	130000000	9	0.497845	0.21355	8
chr4:130500000-131000000	chr4	130500000	6	0.48615	0.133062	5
chr4:131000000-131500000	chr4	131000000	1	0.488908	0	1
chr4:131500000-132000000	chr4	131500000	6	0.481144	0	5
chr4:132000000-132500000	chr4	132000000	18	0.455452	0	14
chr4:132500000-133000000	chr4	132500000	13	0.45977	0	9
chr4:133000000-133500000	chr4	133000000	13	0.49868	0	19
chr4:133500000-134000000	chr4	133500000	14	0.478036	0	14
chr4:134000000-134500000	chr4	134000000	22	0.491204	0	12
chr4:134500000-135000000	chr4	134500000	11	0.495072	0	10
chr4:135000000-135500000	chr4	135000000	8	0.493966	0	9
chr4:135500000-136000000	chr4	135500000	13	0.49001	0	12
chr4:136000000-136500000	chr4	136000000	12	0.471478	0	16
chr4:136500000-137000000	chr4	136500000	8	0.493968	0	8
chr4:137000000-137500000	chr4	137000000	9	0.490932	0	6
chr4:137500000-138000000	chr4	137500000	8	0.506788	0	12
chr4:138000000-138500000	chr4	138000000	12	0.482082	0	8
chr4:138500000-139000000	chr4	138500000	12	0.492106	0	2
chr4:139000000-139500000	chr4	139000000	10	0.49698	0	8
chr4:139500000-140000000	chr4	139500000	8	0.508794	0	9
chr4:140000000-140500000	chr4	140000000	4	0.515178	0	4
chr4:140500000-141000000	chr4	140500000	12	0.520954	0	5
chr4:141000000-141500000	chr4	141000000	17	0.514712	0	19
chr4:141500000-142000000	chr4	141500000	18	0.49096	0	7
chr4:142000000-142500000	chr4	142000000	5	0.495525	0.019924	3
chr4:142500000-143000000	chr4	142500000	0	0.456676	0	0
chr4:143000000-143500000	chr4	143000000	7	0.45669	0	5
chr4:143500000-144000000	chr4	143500000	14	0.412206	0	0
chr4:144000000-144500000	chr4	144000000	12	0.421176	0	0
chr4:144500000-145000000	chr4	144500000	7	0.424908	0	2
chr4:145000000-145500000	chr4	145000000	4	0.43918	0	3
chr4:145500000-146000000	chr4	145500000	5	0.39956	0.20005	6
chr4:146000000-146500000	chr4	146000000	5	0.402525	0.363692	5
chr4:146500000-147000000	chr4	146500000	2	0.40544	0.3	6
chr4:147000000-147500000	chr4	147000000	5	0.405704	0	7
chr4:147500000-148000000	chr4	147500000	12	0.424954	0	5
chr4:148000000-148500000	chr4	148000000	13	0.504476	0	12
chr4:148500000-149000000	chr4	148500000	8	0.50428	0	10
chr4:149000000-149500000	chr4	149000000	12	0.461582	0	9
chr4:149500000-150000000	chr4	149500000	8	0.49719	0	7
chr4:150000000-150500000	chr4	150000000	8	0.463914	0	7
chr4:150500000-151000000	chr4	150500000	8	0.476614	0	5
chr4:151000000-151500000	chr4	151000000	3	0.495968	0	5
chr4:151500000-152000000	chr4	151500000	4	0.484764	0	4
chr4:152000000-152500000	chr4	152000000	17	0.52769	0	27
chr4:152500000-153000000	chr4	152500000	1	0.497994	0	0
chr4:153000000-153500000	chr4	153000000	1	0.491444	0	3
chr4:153500000-154000000	chr4	153500000	4	0.493992	0	2
chr4:154000000-154500000	chr4	154000000	9	0.520854	0	9
chr4:154500000-155000000	chr4	154500000	13	0.512456	0	6
chr4:155000000-155500000	chr4	155000000	12	0.505754	0	10
chr4:155500000-156000000	chr4	155500000	29	0.472422	0	24
chr4:156000000-156500000	chr4	156000000	21	0.475141	0.38667	8
chr4:156500000-156508116	chr4	156500000	0	nan	1	0
chr5:0-500000	chr5	0	0	nan	1	0
chr5:500000-1000000	chr5	500000	0	nan	1	0
chr5:1000000-1500000	chr5	1000000	0	nan	1	0
chr5:1500000-2000000	chr5	1500000	0	nan	1	0
chr5:2000000-2500000	chr5	2000000	0	nan	1	0
chr5:2500000-3000000	chr5	2500000	0	nan	1	0
chr5:3000000-3500000	chr5	3000000	2	0.420858	0	1
chr5:3500000-4000000	chr5	3500000	11	0.409202	0	6
chr5:4000000-4500000	chr5	4000000	2	0.411082	0	2
chr5:4500000-5000000	chr5	4500000	1	0.41154	0	2
chr5:5000000-5500000	chr5	5000000	2	0.403444	0	1
chr5:5500000-6000000	chr5	5500000	6	0.402418	0	5
chr5:6000000-6500000	chr5	6000000	0	0.384034	0	0
chr5:6500000-7000000	chr5	6500000	0	0.375346	0	0
chr5:7000000-7500000	chr5	7000000	2	0.368332	0	1
chr5:7500000-8000000	chr5	7500000	1	0.39386	0	0
chr5:8000000-8500000	chr5	8000000	4	0.405458	0	4
chr5:8500000-9000000	chr5	8500000	6	0.402322	0	6
chr5:9000000-9500000	chr5	9000000	5	0.404272	0	3
chr5:9500000-10000000	chr5	9500000	1	0.3822	0	0
chr5:10000000-10500000	chr5	10000000	0	0.373406	0	0
chr5:10500000-11000000	chr5	10500000	1	0.375998	0	0
chr5:11000000-11500000	chr5	11000000	2	0.378142	0	0
chr5:11500000-12000000	chr5	11500000	4	0.379422	0	0
chr5:12000000-12500000	chr5	12000000	1	0.367898	0	1
chr5:12500000-13000000	chr5	12500000	0	0.37248	0	0
chr5:13000000-13500000	chr5	13000000	1	0.362454	0	0
chr5:13500000-14000000	chr5	13500000	3	0.380822	0	0
chr5:14000000-14500000	chr5	14000000	1	0.378016	0	1
chr5:14500000-15000000	chr5	14500000	5	0.382758	0	1
chr5:15000000-15500000	chr5	15000000	2	nan	0.79	0
chr5:15500000-16000000	chr5	15500000	8	0.398356	0	1
chr5:16000000-16500000	chr5	16000000	0	0.377624	0	0
chr5:16500000-17000000	chr5	16500000	2	0.373184	0	0
chr5:17000000-17500000	chr5	17000000	2	0.383182	0	0
chr5:17500000-18000000	chr5	17500000	3	0.377336	0	1
chr5:18000000-18500000	chr5	18000000	2	0.391602	0	1
chr5:18500000-19000000	chr5	18500000	0	0.3801	0	0
chr5:19000000-19500000	chr5	19000000	2	0.377186	0	2
chr5:19500000-20000000	chr5	19500000	0	0.382934	0	0
chr5:20000000-20500000	chr5	20000000	0	0.39522	0	0
chr5:20500000-21000000	chr5	20500000	4	0.419352	0	3
chr5:21000000-21500000	chr5	21000000	6	0.419158	0	3
chr5:21500000-22000000	chr5	21500000	9	0.429652	0	5
chr5:22000000-22500000	chr5	22000000	1	0.411978	0	1
chr5:22500000-23000000	chr5	22500000	6	0.404194	0	1
chr5:23000000-23500000	chr5	23000000	2	0.414088	0	2
chr5:23500000-24000000	chr5	23500000	7	0.43433	0	7
chr5:24000000-24500000	chr5	24000000	13	0.471178	0	15
chr5:24500000-25000000	chr5	24500000	14	0.480976	0	11
chr5:25000000-25500000	chr5	25000000	6	0.432154	0	3
chr5:25500000-26000000	chr5	25500000	8	0.444964	0	4
chr5:26000000-26500000	chr5	26000000	9	0.431818	0	1
chr5:26500000-27000000	chr5	26500000	1	0.421742	0	1
chr5:27000000-27500000	chr5	27000000	0	0.437252	0	1
chr5:27500000-28000000	chr5	27500000	4	0.443612	0	1
chr5:28000000-28500000	chr5	28000000	6	0.45418	0	9
chr5:28500000-29000000	chr5	28500000	0	0.439638	0	0
chr5:29000000-29500000	chr5	29000000	4	0.419884	0	6
chr5:29500000-30000000	chr5	29500000	4	0.421844	0	2
chr5:30000000-30500000	chr5	30000000	13	0.459576	0.1	5
chr5:30500000-31000000	chr5	30500000	17	0.482192	0	14
chr5:31000000-31500000	chr5	31000000	21	0.45428	0	19
chr5:31500000-32000000	chr5	31500000	7	0.424728	0	3
chr5:32000000-32500000	chr5	32000000	5	0.4572	0	3
chr5:32500000-33000000	chr5	32500000	5	0.424462	0	5
chr5:33000000-33500000	chr5	33000000	7	0.46614	0	7
chr5:33500000-34000000	chr5	33500000	11	0.468576	0	12
chr5:34000000-34500000	chr5	34000000	8	0.43956	0	7
chr5:34500000-35000000	chr5	34500000	12	0.447026	0	9
chr5:35000000-35500000	chr5	35000000	8	0.5083	0	7
chr5:35500000-36000000	chr5	35500000	8	0.509708	0	5
chr5:36000000-36500000	chr5	36000000	7	0.503976	0	3
chr5:36500000-37000000	chr5	36500000	8	0.487034	0.06	9
chr5:37000000-37500000	chr5	37000000	5	0.484556	0	7
chr5:37500000-38000000	chr5	37500000	5	0.463956	0	5
