tile_id	chrom	dlam_mCh	siScr_mCh	dlam_DNK	tss_count	pc1_GSM3602088	pc1_GSM3602089	pc1_GSM3602090	pc1_GSM3602091	pc1_GSM3602092	pc1_GSM3602093
chr3:101500000-102000000	chr3	0.188538	-0.713759	-0.32288	8	-0.0349848	-0.198044	-0.261151	-0.261409	-0.187225	-0.117213
chr3:102000000-102500000	chr3	-0.287387	-0.059461	-0.0744257	1	-0.877362	-1.02335	-1.00081	-0.967515	-0.864636	-0.96873
chr3:102500000-103000000	chr3	-0.0305678	0.735167	0.0898243	0	-1.12594	-1.24659	-1.13581	-1.11073	-1.21798	-1.15612
chr3:103000000-103500000	chr3	0.2487	0.421875	0.227233	0	-1.25529	-1.32616	-1.25249	-1.36672	-1.29012	-1.24413
chr3:103500000-104000000	chr3	0.12368	0.379512	0.300231	0	-0.839457	-1.15431	-1.08884	-1.13493	-1.3127	-1.17596
chr3:104000000-104500000	chr3	0.130467	-0.220093	0.124465	0	-0.736023	-0.665631	-0.816416	-0.761796	-0.889975	-0.858045
chr3:104500000-105000000	chr3	0.000792383	-0.423623	0.000499209	0	-1.06839	-1.19699	-1.20291	-0.830368	-1.18877	-1.12273
chr3:105000000-105500000	chr3	0.0624867	-0.63956	0.123488	1	-1.01137	-1.16243	-0.829428	-1.14886	-1.03561	-1.07735
chr3:105500000-106000000	chr3	-0.0471904	-0.882489	-0.141226	1	-0.543885	-0.775995	-0.502681	-0.483004	-0.639686	-0.620237
chr3:106000000-106500000	chr3	0.0634532	-0.795953	-0.0888404	0	-0.842998	-0.885652	-0.782739	-0.607384	-0.878305	-0.772681
chr3:106500000-107000000	chr3	-0.265103	-0.508538	-0.385946	0	-1.17694	-1.06622	-0.9906	-1.05514	-1.00601	-1.0505
chr3:107000000-107500000	chr3	-0.0524823	-0.44405	-0.163769	1	-0.631202	-0.664221	-0.672901	-0.474989	-0.524345	-0.502504
chr3:107500000-108000000	chr3	-0.142577	-0.51905	-0.232489	1	0.205411	-0.10107	0.208483	0.233288	0.0345389	-0.0415677
chr3:108000000-108500000	chr3	-0.256764	0.00482662	-0.454601	3	0.0361727	-0.0572018	-0.188143	-0.23799	0.00702586	-0.17318
chr3:108500000-109000000	chr3	-0.0337737	0.574682	0.0140159	6	-1.35859	-1.17569	-1.36237	-1.26007	-1.14506	-1.27019
chr3:109000000-109500000	chr3	-0.116453	0.834261	0.023576	4	-1.16211	-1.39233	-0.996782	-1.13385	-1.12123	-1.1771
chr3:109500000-110000000	chr3	-0.25346	0.198057	-0.113442	0	-1.15154	-1.34845	-1.33496	-1.27273	-1.18946	-1.16931
chr3:110000000-110500000	chr3	-0.0304546	-0.496167	-0.135031	0	-0.955191	-1.34412	-1.18517	-1.03645	-1.15129	-1.04395
chr3:110500000-111000000	chr3	-0.00835414	-0.387934	-0.144453	0	-1.23586	-1.02881	-0.987227	-0.958327	-1.11576	-1.09868
chr3:111000000-111500000	chr3	-0.238005	-0.173466	-0.217567	1	-1.06832	-1.12265	-1.18137	-1.13378	-1.14602	-1.17855
chr3:111500000-112000000	chr3	0.143371	-1.00194	-0.16295	6	-0.371547	-0.321419	-0.257692	-0.0641129	-0.196796	-0.336275
chr3:112000000-112500000	chr3	-0.156242	-0.17932	-0.211983	6	-0.412325	-0.274349	-0.240835	-0.25501	-0.320419	-0.193964
chr3:112500000-113000000	chr3	0.0436369	-0.450503	-0.26132	6	-0.138515	-0.0121669	-0.309795	-0.0622573	0.150346	0.15204
chr3:113000000-113500000	chr3	-0.354902	0.437839	-0.688265	3	0.0442746	0.140804	-0.110084	0.616654	0.166347	0.0918277
chr3:113500000-114000000	chr3	-0.447593	0.294271	-0.421068	7	-0.141044	0.0953106	0.108547	0.276745	-0.171441	-0.151391
chr3:114000000-114500000	chr3	-0.563678	0.59108	-0.424257	5	-0.168863	-0.180278	0.0894223	-0.0507329	-0.21712	-0.539867
chr3:114500000-115000000	chr3	-0.272482	-0.115841	-0.245404	0	-0.474074	-1.03901	-0.452944	-0.391955	-1.01899	-0.953772
chr3:115000000-115500000	chr3	-0.0985356	-0.440459	-0.233067	1	0.000315552	-0.204485	0.0533348	0.344281	-0.232868	-0.16969
chr3:115500000-116000000	chr3	0.121697	-0.139485	-0.4425	1	0.166772	-0.0149469	-0.00457456	0.305341	-0.0633078	-0.173696
chr3:116000000-116500000	chr3	-0.101798	0.515384	-0.123173	1	-0.107084	-0.548792	-0.250069	-0.186186	-0.686837	-0.655356
chr3:116500000-117000000	chr3	0.174019	0.737383	0.112535	1	0.0878896	-0.26631	-0.0472705	0.121325	-0.302946	-0.505258
chr3:117000000-117500000	chr3	0.346082	0.751083	0.183686	0	0.160304	-0.138682	0.076241	-0.0116174	-0.204217	-0.214021
chr3:117500000-118000000	chr3	0.138531	0.368427	0.210847	0	0.342329	0.382261	0.153289	0.354291	0.278378	-0.0808124
chr3:118000000-118500000	chr3	0.50458	0.533633	0.522776	0	-0.114232	-0.502878	-0.403165	-0.0415709	-0.630781	-0.414088
chr3:118500000-119000000	chr3	0.425599	0.984437	0.242075	0	-0.01119	0.09818	-0.0803066	0.0285986	-0.338035	-0.0658043
chr3:119000000-119500000	chr3	0.0173505	0.0776578	-0.0812233	8	0.665553	0.269726	-0.111644	0.557588	0.366593	0.465616
chr3:119500000-120000000	chr3	0.137369	-0.789378	0.247002	7	0.596	0.435852	0.466039	0.22466	0.556599	0.482064
chr3:120000000-120500000	chr3	-0.194748	-0.415607	-0.274007	4	0.13256	-0.206312	-0.0715699	0.0507407	0.261801	0.108065
chr3:120500000-121000000	chr3	0.0910534	0.183674	-0.14504	5	-0.904042	-0.75953	-0.860778	-0.819768	-0.56904	-0.926696
chr3:121000000-121500000	chr3	-0.0711056	0.715491	0.0570254	0	-1.2625	-1.26139	-1.31124	-1.31937	-1.27677	-1.226
chr3:121500000-122000000	chr3	-0.313196	0.49297	0.0290457	8	-0.449778	-0.848069	-0.940412	-0.578236	-0.185572	-0.505462
chr3:122000000-122500000	chr3	0.029632	0.362713	0.100574	7	-0.578688	-0.993642	-0.80794	-0.566017	-0.394475	-0.66147
chr3:122500000-123000000	chr3	0.107157	-0.442264	-0.320487	7	0.405096	0.159428	0.515611	0.400522	0.675637	0.430138
chr3:123000000-123500000	chr3	-0.331398	-0.229097	-0.437373	4	1.27985	1.07714	0.811799	0.784749	1.16892	0.985449
chr3:123500000-124000000	chr3	-0.00457715	-0.821745	0.172499	4	1.20085	1.12043	1.31576	1.29747	1.32126	1.261
chr3:124000000-124500000	chr3	0.301905	-0.83875	-0.245799	1	1.28136	1.41004	1.3389	1.41072	1.46118	1.20283
chr3:124500000-125000000	chr3	0.072143	-0.782229	-0.107459	3	1.42526	1.73872	1.51283	1.39225	1.55364	1.60717
chr3:125000000-125500000	chr3	0.0783291	-1.26914	-0.21346	3	1.37347	1.55715	1.567	1.60217	1.43145	1.40095
chr3:125500000-126000000	chr3	-0.191255	-0.452776	-0.0508394	3	1.71843	1.55073	1.59012	1.34584	1.59764	1.65135
chr3:126000000-126500000	chr3	-0.219706	-0.186019	0.0971986	5	1.63374	1.50654	1.70753	1.48601	1.62178	1.72313
chr3:126500000-127000000	chr3	-0.340382	-0.0845758	-0.316143	6	1.6051	1.66082	1.73493	1.46082	1.56542	1.64171
chr3:127000000-127500000	chr3	-0.10935	0.0394123	-0.0952198	2	1.60247	1.49024	1.63314	1.38515	1.49156	1.6107
chr3:127500000-128000000	chr3	-0.094684	-0.58	-0.0153795	6	1.86785	1.59042	1.58962	1.69156	1.60632	1.72375
chr3:128000000-128500000	chr3	-0.102842	-0.701544	-0.0959886	5	1.64212	1.69376	1.57877	1.55456	1.63518	1.57482
chr3:128500000-129000000	chr3	-0.00879582	-0.735786	-0.260621	4	1.53988	1.68717	1.70157	1.65714	1.60364	1.66421
chr3:129000000-129500000	chr3	-0.130171	-0.765261	-0.00187284	11	1.65866	1.62289	1.72416	1.74546	1.60484	1.68222
chr3:129500000-130000000	chr3	-0.116778	-0.46467	-0.185925	5	1.27732	1.38059	1.59228	1.58126	1.46672	1.56393
chr3:130000000-130500000	chr3	0.0847128	0.438051	-0.130203	2	0.950857	0.769157	0.573939	0.683105	0.671207	0.592296
chr3:130500000-131000000	chr3	0.130526	0.147031	0.027142	3	0.80857	0.775321	0.907283	1.00496	0.569123	0.799217
chr3:131000000-131500000	chr3	0.0770538	0.350823	0.117979	3	0.500876	0.271546	0.402193	0.214472	0.354223	0.309286
chr3:131500000-132000000	chr3	-0.0193945	1.01329	-0.0713198	1	0.388473	0.460814	0.571725	0.147794	0.100144	0.554808
chr3:132000000-132500000	chr3	-0.122172	0.372973	0.00379776	3	0.843435	0.791574	0.563853	0.757544	0.63926	0.96231
chr3:132500000-133000000	chr3	-0.166581	0.377024	0.181891	4	-0.0553909	-0.452902	-0.208343	-0.00843075	-0.0291952	-0.399057
chr3:133000000-133500000	chr3	0.0433983	0.823796	-0.105774	2	-0.49091	-0.543624	-0.406033	-0.551071	-0.0790778	-0.389855
chr3:133500000-134000000	chr3	-0.278245	0.626768	-0.258767	5	0.0728881	0.132448	0.153019	-0.010475	0.754053	0.291169
chr3:134000000-134500000	chr3	-0.035484	-0.111972	0.0176084	5	0.838119	0.893318	0.51405	0.717934	1.09147	0.988248
chr3:134500000-135000000	chr3	0.154166	1.20432	-0.0623449	2	0.105591	0.341751	0.636919	0.126294	0.338918	0.116021
chr3:135000000-135500000	chr3	0.0300423	1.54514	0.0153196	0	-0.128432	0.395099	-0.124383	0.153711	-0.00737329	-0.0919564
chr3:135500000-136000000	chr3	0.0118002	0.964848	0.080143	1	-0.000846167	0.0285852	0.100692	0.268184	-0.0268778	-0.0891215
chr3:136000000-136500000	chr3	-0.135708	-0.526526	-0.059688	2	0.675538	0.578851	0.753072	0.811952	0.823411	0.890169
chr3:136500000-137000000	chr3	-0.0930125	-0.562025	-0.153136	4	0.558973	0.850751	0.645523	0.714845	0.624718	0.767768
chr3:137000000-137500000	chr3	0.384004	1.02759	0.236169	0	-0.443093	0.1532	-0.268234	0.256262	0.0157019	0.234544
chr3:137500000-138000000	chr3	-0.00911742	1.15351	0.191123	1	-0.317443	0.278219	-0.0419963	0.145276	0.315273	0.15028
chr3:138000000-138500000	chr3	-0.266217	-0.111826	-0.166619	8	1.03893	1.26454	0.91982	1.33653	1.15621	1.10219
chr3:138500000-139000000	chr3	-0.143187	-0.402501	-0.257327	5	0.838054	1.41424	1.04721	1.27142	1.1845	1.22446
chr3:139000000-139500000	chr3	-0.280083	0.242147	-0.30837	6	0.792903	0.857	0.93888	1.00583	0.931017	1.00814
chr3:139500000-140000000	chr3	-0.131157	0.288052	-0.769215	3	0.729045	0.952655	1.109	0.990888	1.04818	0.980774
chr3:140000000-140500000	chr3	-0.174877	0.469438	-0.254354	0	1.12977	1.2394	1.09541	1.03524	1.06771	0.957556
chr3:140500000-141000000	chr3	-0.0640498	0.0750623	-0.300024	2	0.687125	0.932856	0.891239	0.841988	1.04484	0.878147
chr3:141000000-141500000	chr3	-0.0676068	-0.373459	-0.40509	4	1.09988	1.26973	1.20761	1.2644	1.15659	1.1582
chr3:141500000-142000000	chr3	-0.248156	-0.528673	-0.434219	3	1.06553	1.11369	0.963317	1.04683	0.837666	1.07315
chr3:142000000-142500000	chr3	-0.391787	-0.429356	-0.30395	3	0.511528	0.545633	0.50832	0.466005	0.946744	0.708667
chr3:142500000-143000000	chr3	-0.465894	0.0352191	-0.463502	5	-0.17138	0.372879	0.379925	-0.203336	0.322909	0.346548
chr3:143000000-143500000	chr3	-0.111205	0.798148	-0.187253	2	-0.580885	-0.138432	-0.243977	-0.537835	-0.252148	-0.664015
chr3:143500000-144000000	chr3	0.109812	0.695377	0.13098	2	-0.857906	-0.671161	-0.541685	-0.691368	-0.60247	-0.515047
chr3:144000000-144500000	chr3	0.220157	0.142797	0.00282747	0	-1.2203	-1.44142	-0.964605	-1.17438	-1.09031	-0.884611
chr3:144500000-145000000	chr3	0.381787	0.248754	0.552564	0	-1.23874	-1.19649	-1.38208	-1.23712	-1.0074	-0.882759
chr3:145000000-145500000	chr3	0.569095	0.0549922	0.426815	0	-1.30444	-1.44792	-1.23764	-1.3211	-1.13306	-1.10243
chr3:145500000-146000000	chr3	0.118319	0.325066	0.309572	0	-1.12868	-1.14219	-1.10028	-1.3089	-0.949123	-1.1154
chr3:146000000-146500000	chr3	-0.0197717	-0.286123	0.482317	3	-1.15094	-1.22667	-1.01937	-1.05841	-0.876188	-0.977786
chr3:146500000-147000000	chr3	0.173729	-0.0551306	0.0952053	2	-1.68624	-1.84742	-1.52772	-1.58846	-1.38952	-1.42761
chr3:147000000-147500000	chr3	0.303406	0.290096	0.454271	2	-1.5618	-1.66681	-1.7027	-1.6922	-1.42935	-1.49638
chr3:147500000-148000000	chr3	0.0260971	0.770639	0.285966	0	-1.45237	-1.44531	-1.4883	-1.53824	-1.24373	-1.29909
chr3:148000000-148500000	chr3	0.304148	0.536382	-0.00530356	0	-1.63695	-1.81505	-1.62682	-1.76432	-1.44027	-1.47693
chr3:148500000-149000000	chr3	-0.152314	0.407927	-0.0860239	4	-1.47325	-1.59318	-1.5673	-1.67017	-1.41099	-1.40443
chr3:149000000-149500000	chr3	0.0894044	-0.775586	-0.144238	6	-0.466039	-0.280247	-0.540275	-0.429082	-0.092295	-0.0457153
chr3:149500000-150000000	chr3	-0.0394119	-1.10779	-0.174471	5	0.338808	0.47107	0.263174	0.410823	0.672283	0.470856
chr3:150000000-150500000	chr3	0.129966	-1.38616	0.0168451	1	0.46164	0.849891	0.51894	0.381538	0.742894	0.829169
chr3:150500000-151000000	chr3	-0.0136807	-0.801437	-0.218257	7	0.571576	0.653772	0.530532	0.584056	0.770378	0.881804
chr3:151000000-151500000	chr3	-0.28882	-0.6821	-0.446439	7	0.0594445	0.156484	0.0733791	0.470604	0.198249	0.100831
chr3:151500000-152000000	chr3	0.0710894	-0.83991	-0.0663314	3	-0.578847	-0.371961	-0.385978	-0.306878	-0.553539	-0.391295
chr3:152000000-152500000	chr3	0.194408	-1.72072	-0.0340956	1	-0.0200051	0.127494	-0.0691958	-0.161559	-0.0634179	-0.154133
chr3:152500000-153000000	chr3	0.541874	-0.00862195	-0.0281243	1	-0.75838	-0.662897	-0.822683	-0.352624	-0.633114	-0.676219
chr3:153000000-153500000	chr3	0.0190113	-0.290667	-0.184491	1	-0.840871	-0.93854	-1.10698	-0.667614	-1.09387	-0.875489
chr3:153500000-154000000	chr3	0.112104	0.571051	0.215746	0	-1.02621	-0.963884	-1.01634	-0.785417	-1.20046	-0.949673
chr3:154000000-154500000	chr3	-0.219401	0.680183	-0.232806	3	-0.87804	-1.13623	-0.913806	-0.841707	-0.963624	-1.01864
chr3:154500000-155000000	chr3	-0.029904	0.693804	-0.040076	0	-1.50393	-1.547	-1.49201	-1.4447	-1.29174	-1.43112
chr3:155000000-155500000	chr3	-0.101833	0.4139	-0.338154	2	-1.37695	-1.27388	-1.17413	-1.38822	-1.10731	-1.29819
chr3:155500000-156000000	chr3	-0.0812338	0.539393	-0.0464101	4	-0.916908	-0.934249	-0.747601	-0.865442	-0.709663	-0.767487
chr3:156000000-156500000	chr3	-0.0749967	0.222574	-0.274126	1	0.101746	0.167525	0.15004	0.220855	0.292998	0.0650985
chr3:156500000-157000000	chr3	0.158	-1.03978	-0.0823923	3	0.318025	0.391746	0.348517	-0.0496299	0.35169	0.113814
chr3:157000000-157500000	chr3	-0.0306056	-0.395202	0.0592665	2	-0.6369	-0.689444	-0.709917	-0.797258	-0.619203	-0.763905
chr3:157500000-158000000	chr3	-0.0569181	0.802028	-0.0249648	1	-1.11628	-1.24064	-1.30902	-1.12054	-1.34901	-1.31312
chr3:158000000-158500000	chr3	-0.01942	0.269652	-0.0324904	2	-1.31504	-1.39582	-1.32953	-1.1679	-1.2608	-1.17312
chr3:158500000-159000000	chr3	-0.362144	0.387707	-0.122447	5	-1.14611	-1.14147	-1.22577	-1.22394	-1.16969	-0.977607
chr3:159000000-159500000	chr3	-0.126553	0.339449	-0.207368	2	-1.45371	-1.712	-1.66053	-1.74245	-1.50611	-1.38615
chr3:159500000-160000000	chr3	-0.0129763	-0.558116	-0.0282693	1	-0.919553	-1.03853	-1.06906	-1.30635	-0.807973	-0.953934
chr3:160000000-160500000	chr3	-0.307138	-0.0849421	-0.111807	4	-0.873373	-0.686063	-0.677859	-0.669126	-0.651408	-0.643556
chr3:160500000-161000000	chr3	-0.160511	0.283743	-0.138746	3	-0.979213	-1.33692	-1.0717	-1.08078	-0.857871	-0.969971
chr3:161000000-161500000	chr3	-0.132799	0.367513	-0.181736	4	-1.33294	-1.44784	-1.16507	-1.2227	-1.16833	-1.23205
chr3:161500000-162000000	chr3	0.270496	0.519119	-0.0419581	0	-1.02329	-0.890661	-0.886415	-0.888541	-0.913682	-0.903076
chr3:162000000-162500000	chr3	0.0672504	-0.33781	-0.0117524	0	-0.637407	-0.904379	-1.06566	-0.992265	-1.01205	-0.956788
chr3:162500000-163000000	chr3	0.17904	-0.181452	0.240744	0	-0.67867	-0.824054	-1.10999	-0.951276	-1.00911	-0.735871
chr3:163000000-163500000	chr3	0.542673	0.165419	0.412142	0	-1.34797	-1.47762	-1.49261	-1.39568	-1.42904	-1.38722
chr3:163500000-164000000	chr3	0.52236	0.290845	0.41478	0	-1.28547	-1.44806	-1.26151	-1.34252	-1.12961	-1.11033
chr3:164000000-164500000	chr3	0.436846	0.386206	0.699218	0	-1.4599	-1.49675	-1.35889	-1.42052	-0.949727	-1.22489
chr3:164500000-165000000	chr3	0.418139	0.396696	0.432906	0	-1.39691	-1.46593	-1.3896	-1.32331	-1.27817	-1.23965
chr3:165000000-165500000	chr3	0.188904	0.419858	0.464062	2	-1.2069	-1.24785	-1.21407	-1.44431	-1.24	-1.20997
chr3:165500000-166000000	chr3	0.290356	0.0462091	0.40604	1	-1.49614	-1.52181	-1.39279	-1.44502	-1.42381	-1.42961
chr3:166000000-166500000	chr3	0.0904359	-0.0233665	0.224065	0	-1.52533	-1.65675	-1.5016	-1.66165	-1.5763	-1.53826
chr3:166500000-167000000	chr3	0.230847	0.350311	0.344481	0	-1.59093	-1.72015	-1.75772	-1.69727	-1.50132	-1.56874
chr3:167000000-167500000	chr3	0.272719	0.658361	0.213254	2	-1.37182	-1.39726	-1.41879	-1.4613	-1.17857	-1.29836
chr3:167500000-168000000	chr3	0.454095	0.557304	0.171305	3	-1.17981	-1.38785	-1.1671	-1.36865	-1.15417	-1.20066
chr3:168000000-168500000	chr3	0.299172	0.0607354	0.0487807	1	-0.485955	-0.570344	-0.388435	-0.368928	-0.497171	-0.573032
chr3:168500000-169000000	chr3	0.236196	0.0782552	0.026832	0	-0.536508	-0.677655	-0.796318	-0.635029	-0.707219	-0.687079
chr3:169000000-169500000	chr3	-0.196404	-0.132137	-0.0630956	0	0.406957	-0.00819812	-0.0398883	-0.0671914	0.127132	-0.164213
chr3:169500000-170000000	chr3	0.0553282	-0.253209	-0.0774261	9	0.479641	0.598653	0.698079	0.631282	0.676725	0.406632
chr3:170000000-170500000	chr3	0.00432025	-1.11239	-0.168571	5	1.38473	1.20662	1.03212	1.08278	1.33203	1.15952
chr3:170500000-171000000	chr3	0.138167	-0.871134	-0.280911	3	1.05256	1.05481	1.04353	1.05079	1.11721	0.913118
chr3:171000000-171500000	chr3	0.258651	-1.39784	0.1151	2	0.916441	0.743084	0.577821	1.03789	0.843146	0.458537
chr3:171500000-172000000	chr3	0.0801127	-1.26182	0.0542868	2	1.00655	1.05572	0.804927	1.03474	0.864239	0.899326
chr3:172000000-172500000	chr3	0.162242	-1.23654	-0.054239	2	0.80166	0.677129	0.546932	0.655954	0.791526	0.411405
chr3:172500000-173000000	chr3	0.155239	-0.592741	-0.275771	3	0.00756386	0.18963	-0.0928558	0.131099	-0.326189	-0.3229
chr3:173000000-173500000	chr3	0.409132	0.570402	0.169272	2	-0.681283	-0.865955	-0.826917	-0.682074	-1.19004	-1.02576
chr3:173500000-174000000	chr3	0.529562	-0.0848272	0.282696	0	-0.92998	-0.858927	-0.918007	-0.578714	-0.711294	-0.885687
chr3:174000000-174500000	chr3	0.255683	0.172643	0.339291	0	-0.874144	-0.80745	-0.808837	-0.518972	-0.882589	-1.03561
chr3:174500000-175000000	chr3	-0.180017	0.159586	0.219597	1	-1.14344	-1.26119	-1.21559	-1.47722	-1.30566	-1.32563
chr3:175000000-175500000	chr3	0.0709784	-0.293215	-0.054648	0	-0.95992	-1.39217	-1.32041	-1.24187	-1.49735	-1.36625
chr3:175500000-176000000	chr3	0.552571	0.0830165	0.279086	0	-1.08854	-1.09305	-1.09174	-1.31013	-1.4404	-1.37556
chr3:176000000-176500000	chr3	0.41627	0.510836	0.383854	0	-1.06917	-1.19012	-1.11551	-0.918965	-1.27142	-1.44916
chr3:176500000-177000000	chr3	0.33399	0.532692	-0.0722498	0	-0.463752	-0.62901	-0.588976	-0.664259	-0.639285	-0.740308
chr3:177000000-177500000	chr3	-0.058127	-0.89329	-0.112402	1	0.74744	0.69264	0.897637	0.780809	0.611756	0.585892
chr3:177500000-178000000	chr3	0.181809	-0.973762	-0.0357231	0	0.54875	0.773362	0.572159	1.00144	0.613325	0.165631
chr3:178000000-178500000	chr3	0.160327	-0.89385	-0.0299237	0	0.345254	0.355749	-0.00800134	0.226029	0.00132414	-0.00631134
chr3:178500000-179000000	chr3	0.168299	0.299432	0.0319574	1	-0.296098	-0.502438	-0.648398	-0.391825	-0.395059	-0.539153
chr3:179000000-179500000	chr3	0.0158698	-0.842089	-0.169425	6	0.0272463	0.371575	0.193314	0.175309	0.244381	0.104494
chr3:179500000-180000000	chr3	0.102091	0.274257	-0.0953338	4	-0.929549	-0.917297	-0.75571	-0.683638	-0.969145	-0.627256
chr3:180000000-180500000	chr3	0.488814	1.05211	0.210368	1	-1.5846	-1.70802	-1.61653	-1.57466	-1.52825	-1.47724
chr3:180500000-181000000	chr3	0.242667	0.586478	0.0939616	4	-1.30271	-1.4238	-1.17341	-1.28507	-1.28744	-1.14329
chr3:181000000-181500000	chr3	0.137732	1.11597	0.271107	0	-1.31515	-1.66312	-1.37312	-1.35998	-1.16632	-1.28964
chr3:181500000-182000000	chr3	0.493522	0.434485	0.13345	1	-1.04651	-0.985641	-0.731291	-0.665636	-0.843497	-0.999814
chr3:182000000-182500000	chr3	0.0794416	0.827427	0.0250857	0	-0.932334	-0.699628	-0.60791	-0.516211	-1.03657	-0.866892
chr3:182500000-183000000	chr3	0.0280673	-0.184223	-0.241896	2	-0.447377	-0.22265	0.0217568	-0.202283	0.0733664	-0.220199
chr3:183000000-183500000	chr3	-0.236068	-0.498794	-0.333219	4	0.940059	0.966178	1.07948	1.001	1.01376	1.18268
chr3:183500000-184000000	chr3	-0.0236716	-0.775642	-0.283852	5	1.47559	1.3541	1.58565	1.45471	1.57091	1.55844
chr3:184000000-184500000	chr3	0.00251621	-0.836612	-0.125151	20	1.73558	1.85238	1.69859	1.5581	1.67926	1.62444
chr3:184500000-185000000	chr3	0.104308	-0.861545	-0.175181	3	1.70609	1.68386	1.64002	1.61751	1.52329	1.71075
chr3:185000000-185500000	chr3	-0.196942	-0.556706	-0.198904	4	1.57426	1.28992	1.51898	1.5263	1.53858	1.54701
chr3:185500000-186000000	chr3	-0.0104427	-1.16776	0.150147	4	1.76879	1.73826	1.64333	1.49831	1.6313	1.68178
chr3:186000000-186500000	chr3	-0.192116	-0.616423	-0.229197	2	1.55352	1.45949	1.53633	1.40667	1.64028	1.52225
chr3:186500000-187000000	chr3	-0.10241	-0.770485	-0.294356	11	1.2737	1.40923	1.46271	1.40669	1.45297	1.38171
chr3:187000000-187500000	chr3	-0.0146474	-0.466847	-0.240847	4	0.919514	0.982076	1.12872	0.960753	0.962255	0.966301
chr3:187500000-188000000	chr3	-0.0551739	-0.775542	-0.328083	3	0.794833	0.808469	0.668118	0.853438	0.78376	0.618054
chr3:188000000-188500000	chr3	0.0352761	-1.16349	-0.211327	1	0.703305	0.663584	0.844837	0.693066	0.914013	0.668314
chr3:188500000-189000000	chr3	0.0250459	-0.988146	-0.034457	0	0.293704	0.501572	0.639523	0.662891	0.537406	0.292248
chr3:189000000-189500000	chr3	-0.176604	-0.540606	-0.0285749	1	-0.538183	-0.43437	-0.342385	-0.171676	-0.61483	-0.808623
chr3:189500000-190000000	chr3	0.0518771	-0.669024	-0.283751	1	-0.553986	-0.910512	-0.670587	-0.499002	-0.622673	-1.11877
chr3:190000000-190500000	chr3	0.1159	-1.20176	-0.0155224	4	-0.189713	-0.339131	-0.0645675	-0.365427	0.239327	-0.340292
chr3:190500000-191000000	chr3	0.0393332	-0.220536	0.0044487	2	-0.568341	-1.01384	-0.786892	-0.602629	-0.545939	-0.879639
chr3:191000000-191500000	chr3	0.103577	-0.284031	0.0558097	4	-0.651009	-0.891316	-0.354207	-0.464294	-0.355601	-0.857362
chr3:191500000-192000000	chr3	0.296185	0.271574	0.330486	0	-0.876535	-0.503518	-0.785327	-0.599259	-0.532123	-0.761669
chr3:192000000-192500000	chr3	0.44931	0.447152	0.412509	0	-0.744667	-0.499535	-0.518686	-0.420822	-0.446674	-0.885573
chr3:192500000-193000000	chr3	0.242038	-0.0967565	0.0847082	2	0.00430084	0.565553	0.45017	0.172657	0.508849	0.118857
chr3:193000000-193500000	chr3	0.206107	0.594815	0.175978	2	0.355934	0.179999	0.448163	0.449818	0.566001	0.444038
chr3:193500000-194000000	chr3	-0.106906	-0.577921	-0.286076	2	0.938546	1.20245	1.01407	1.23628	1.3487	1.23432
chr3:194000000-194500000	chr3	0.0112719	-0.975098	-0.0554432	5	1.33578	1.53073	1.46118	1.38738	1.4636	1.58098
chr3:194500000-195000000	chr3	-0.0730034	-0.837444	-0.037554	3	1.67916	1.57181	1.61554	1.19934	1.65211	1.66504
chr3:195000000-195500000	chr3	-0.212584	-0.824892	0.0104383	2	1.49271	1.49159	1.52696	1.37642	1.5595	1.73901
chr3:196000000-196500000	chr3	0.0433179	-1.10339	0.106237	7	1.78795	1.56949	1.60792	1.5656	1.5665	1.62266
chr3:196500000-197000000	chr3	0.0535632	-1.2137	0.0130435	12	1.64094	1.60156	1.55546	1.23572	1.57011	1.60659
chr3:197000000-197500000	chr3	0.022556	-1.45518	0.107036	2	1.65921	1.49949	1.4821	1.51727	1.3387	1.42588
chr4:3000000-3500000	chr4	-0.201623	-0.475428	-0.00612747	6	1.23693	0.322166	0.94219	0.799884	1.2835	1.39948
chr4:3500000-4000000	chr4	-0.556823	0.322756	0.136911	2	1.36092	0.643797	1.05241	0.623402	1.5842	1.47241
chr4:4000000-4500000	chr4	-0.244666	0.051784	-0.430956	5	1.29252	0.924297	1.46104	1.17738	1.18696	1.43657
chr4:4500000-5000000	chr4	-0.272773	0.142595	-0.0972086	2	0.927704	0.971697	1.09217	1.10245	1.25744	1.2895
chr4:5000000-5500000	chr4	-0.185036	0.112875	-0.410624	2	0.234269	0.64982	0.410923	0.66606	0.372452	0.0115491
chr4:5500000-6000000	chr4	-0.493876	0.395182	-0.0700174	3	0.794999	0.93413	1.04725	0.778998	1.09319	0.933573
chr4:6000000-6500000	chr4	-0.357322	0.617356	-0.144062	5	1.46025	1.07237	1.38446	1.38818	1.41753	1.40716
chr4:6500000-7000000	chr4	-0.160481	-0.432296	-0.128554	8	1.56593	1.24737	1.34893	1.39182	1.78646	1.8043
chr4:7000000-7500000	chr4	-0.0581727	-0.313513	-0.120931	5	1.61653	1.28364	1.37235	1.22898	1.70142	1.76613
chr4:7500000-8000000	chr4	-0.339362	-0.311872	-0.204181	1	1.64591	1.04907	1.37449	1.60868	1.76103	1.96082
chr4:8000000-8500000	chr4	-0.327168	-0.0820058	-0.166632	5	1.88986	1.46545	1.60166	1.74051	1.76203	1.7367
