anchor	anchor_rna_contrast	balance_baseline_lmnb1	balance_baseline_log2_mean_cpm	balance_log10_transcript_span	balance_log1p_tss_count_1mb	chromosome	control_mean_rna_contrast	controls	matched_difference	maximum_squared_distance	status	tss
DGKA	-0.06765178473859912	-0.051455593602150684	-0.09669317384988585	0.1710593921955327	0.05739830913791755	chr12	-0.035411108679941884	STAT6;SP1;IFFO1;AAAS;SPRYD3	-0.032240676058657235	0.4045939140358662	matched	55931161
DHX30	-0.19132066059928032	-0.14549531103860502	0.15701781450588548	-0.04192855735024553	0.3869943361996612	chr3	0.04748138195091922	SETD5;PCYT1A;PAK2;MELTF;SELENOT	-0.23880204255019954	0.7651232209235568	matched	47803137
DHX8	-0.2805778300769015	-0.029076521518098808	-0.09325556647463873	0.08926856458274043	0.013095262373092886	chr17	-0.025821113804921747	NUP85;THRA;GJC1;ACOX1;WIPF2	-0.25475671627197977	0.21326722112338017	matched	43483974
DIP2B	-0.040533207594757314	-0.6946347465310085	0.2153411843534879	0.3895584152330105	0.30718423708825393	chr12	-0.12260770948001927	SPPL3;SPATS2;HECTD4;FGD6;IFT81	0.08207450188526196	1.8484381052161745	matched	50504984
DIS3	-0.3300204333697101	-0.2595239228289321	0.16880061028139792	-0.2492822678708449	0.0914596035302826	chr13	0.12773107705702264	ESD;NDFIP2;UCHL3;COMMD6;UBL3	-0.45775151042673273	0.8836509445879561	matched	72781899
DISC1	-0.05119892310818486	0.03974727972431752	-0.1533397842882971	0.4094164658617858	-0.04131646263804056	chr1	0.0794133937446666	MAGI3;HHAT;SYT14;LYST;NMNAT2	-0.13061231685285146	1.2465041585477226	matched	231626789
DKK3	-0.08725268240433692	-0.4688712880108461	0.6055981039613212	-0.07635832750223542	-0.45853480015305004	chr11	-0.16941288206380758	CAPRIN1;EIF4G2;APLP2;LGR4;RDX	0.08216019965947066	2.4120893782956045	matched	12008625
DLL3	0.0970689819820354	-0.2877076783089849	0.08307469568801396	-0.11158198333685965	0.09405524142414778	chr19	0.41480927441725085	SHD;ZNF491;NMRK2;STAP2;SPC24	-0.31774029243521545	0.24284602052453105	matched	39498946
DLST	-0.18201010671477746	-0.5760307478280697	0.23429342249296303	0.31761423647414144	-0.08919380219428158	chr14	0.042459106154765724	EIF5;AJUBA;RBM23;PRMT5;TOX4	-0.2244692128695432	1.148769832637705	matched	74881915
DNAJC19	0.32479375817265144	0.1655636756255341	-0.015022225714128146	-0.37968741557376606	-0.25629222411830654	chr3	0.0018804852700479158	C3orf38;OXSM;ASTE1;CGGBP1;PLSCR1	0.3229132729026035	1.5894542517475996	matched	180989735
DNAJC3	0.13878155347251386	-0.03093301169329854	0.05296829223585753	-0.17392202825564662	-0.24673497520136678	chr13	-0.11653572932133222	MICU2;MBNL2;SACS;UBAC2;ARHGEF7	0.2553172827938461	0.6426404979753559	matched	95677138
DNAJC8	-0.16224596276879844	-0.28289103884259537	-0.010324236806059095	0.2773464012825513	0.03855263094582018	chr1	0.07971516601099005	NUDC;ELOA;ADIPOR1;RNPEP;PTP4A2	-0.24196112877978848	0.43303273418500277	matched	28233028
DNAJC9	-0.33659041590006966	-0.9438672690374332	0.33064080721407574	-0.19508036460576483	0.22335380032748578	chr10	0.18075659611060857	TWNK;KLLN;SEMA4G;FGFBP3;BORCS7	-0.5173470120106782	2.854160388340382	matched	73247254
DNTTIP2	-0.0038077707860937338	0.06726850308974552	0.1177162464506622	-0.18847863634601303	-0.0846965043512824	chr1	0.13174524940395518	GGPS1;C1orf52;DNAJB4;MPC2;RBM34	-0.13555302019004892	0.43909682666067035	matched	93879205
DPF1	-0.04905704007728806	0.061858756840061396	-0.02393782918560905	0.0002942201027326119	-0.16257214355944616	chr19	0.4459263263166061	TNFAIP8L1;S1PR2;RAB3D;SEMA6B;CCDC159	-0.4949833663938942	0.2320669258485854	matched	38224221
DPM2	0.07789486240120524	-0.3070562997939953	-0.15792920384336118	-0.3121290217716821	-0.2834704173748188	chr9	-0.08938420815735579	TMEM141;STOML2;TOR4A;PIGO;TESK1	0.16727907055856103	0.8224546875935401	matched	127937853
DSTYK	0.84891601839833	0.0227878890298453	-0.07404611342983261	0.21422425621772417	-0.04585616841806256	chr1	0.07081190445509777	DDI2;TCEA3;DNAJC16;NOTCH2NLC;AGO1	0.7781041139432322	0.17356582115474575	matched	205211701
DTX3L	-0.19477630691452497	0.15782311103183433	-0.023509002702375603	0.0617762656782751	-0.16009057141690727	chr3	0.017032894312393132	MBD4;OGG1;CAMK1;GATA2;FAM131A	-0.2118092012269181	0.21722954021629004	matched	122564337
DUSP13B	-0.027901891940778967	-0.11774713158988281	0.18291243867739682	-0.12925975727917893	-0.36216025628093773	chr10	0.04178757079096504	HHEX;SKIDA1;FGFBP3;PRF1;IFIT2	-0.069689462731744	1.4664076749502095	matched	75099511
DUSP18	0.12099929518770569	-0.41231769259357226	-0.005816929300306306	-0.2110118417443615	-0.06351700607623767	chr22	0.14373263737949354	CENPM;TYMP;SH3BP1;ZNF74;PHETA2	-0.022733342191787853	0.8678805173154786	matched	30667874
DUT	-0.10163515522477251	-0.29781323864009124	-0.004812458876976178	-0.032128965071424265	0.015557569614531919	chr15	-0.05363832088744154	LPCAT4;SNRPA1;TM2D3;POLR2M;BLOC1S6	-0.04799683433733097	0.6011133520129956	matched	48331428
DYNC2I2	0.3693547437681888	-0.6376434461215016	-0.13771770320982593	-0.0541414157324448	0.13186161691880605	chr9	-0.1966964428829442	ABCA2;LRSAM1;DCAF12;GTF3C5;PIGO	0.566051186651133	0.9203541077716574	matched	128656846
EED	0.19867241271817715	-0.33503598539415314	-0.2748613728697597	-0.11578848868440178	-0.24512341253043962	chr11	0.2654384333142753	FBXO3;APIP;CSTF3;PGM2L1;WEE1	-0.06676602059609815	0.921246616053569	matched	86244752
EEIG1	-0.3400751038104177	0.022142681184533664	0.20448670801963365	-0.0025722277646930136	0.22238127310236777	chr9	-0.1853421024497038	MIGA2;RUSC2;SH3GLB2;UBAP1;GTF3C5	-0.1547330013607139	0.4274576643731609	matched	127980988
EFNB2	-0.35841043921397997	-0.009522298535495799	0.7435488732813035	-0.12098702956876733	-0.883743426571046	chr13	-0.09251547941212623	NDFIP2;UCHL3;COMMD6;COG6;RBM26	-0.26589495980185374	2.4300620034064537	matched	106535661
EFR3A	-0.1853665701394709	0.027899206483978478	0.19996792225712046	0.03176580648128846	-0.06428983112934894	chr8	-0.09640020764480646	ATP6V1H;RB1CC1;LYN;LYPLA1;ARFGEF1	-0.08896636249466443	0.5491340758620926	matched	131904092
EFS	-1.0541550572127432	-0.3694288429315282	-0.41753461549524273	-0.068150622841198	0.45423951824903486	chr14	-0.06271196912738553	PARP2;OSGEP;RNASE4;PNP;SALL2	-0.9914430880853576	1.1664957691953926	matched	23365171
EGR1	0.33632097476041567	-0.5036276423474819	0.2987462774144156	-0.36439423519346037	-0.219085300924943	chr5	0.3436904356396397	TIGD6;IGIP;MXD3;F12;CDKN2AIPNL	-0.007369460879224021	1.6585024265737307	matched	138465478
EHBP1	-0.3475537035676348	0.17246379716502253	-0.15497443175357015	0.42599614572899624	-0.06651731808010308	chr2	-0.10501388227193759	CLASP1;ROCK2;AGPS;OLA1;CHN1	-0.24253982129569723	0.661696747907766	matched	62705712
EHMT2	-0.233204463950619	-0.25256313605209446	-0.1578689330311433	0.051847309370537775	0.4639077943224663	chr6	-0.06617385895707226	FLOT1;GNL1;PPP1R10;MDC1;DHX16	-0.16703060499354674	0.6435825932626524	matched	31897697
EIF2AK2	-0.09614783413775907	-0.09395202157603322	-0.04233127435210471	0.10831481609542865	0.07976113066368423	chr2	-0.15519899564232897	AFTPH;CREB1;HNRNPLL;FASTKD1;MTIF2	0.059051161504569905	0.3979034130757425	matched	37156979
EIF2B4	0.07508365965872699	-0.7824410990472238	-0.0887851937181674	-0.02587959550825203	0.056759877861398245	chr2	-0.18677306202644745	CNPPD1;RETREG2;AAMP;FAM136A;ANKZF1	0.26185672168517443	1.1199367690610487	matched	27370337
EIF3J	0.19733018542761993	0.11601471608804081	0.053671190339165675	-0.23951432192854943	0.018769543635985653	chr15	-0.03699837808721379	RAB11A;SPG21;VPS39;CLPX;HACD3	0.23432856351483372	0.29668909314167746	matched	44537146
EIF4B	0.10361939742519866	-0.22661878317620698	0.14092313028564885	-0.004213655482384254	0.5136102081838044	chr12	0.0064741300202568325	CS;NCKAP5L;ANAPC5;PSMD9;RNF10	0.09714526740494182	0.8971891200600774	matched	53006455
EIF5A	-0.03681533775997714	-1.040501392534358	0.29589164315699135	-0.47406892990784977	0.4052780554033586	chr17	0.16085711378081163	RPL23;CNP;RPL26;CAVIN1;VAT1	-0.19767245154078877	2.2554114706557513	matched	7307627
EIF6	0.21024903191140343	-0.836516266992555	0.44555671207248815	-0.6858817437041381	-0.08729563831981713	chr20	0.0027716562244082255	GID8;ZNF512B;YTHDF1;UBE2V1;RAB5IF	0.2074773756869952	2.617334511824553	matched	35284771
EMSY	-0.07965490362115668	-0.13479425152351432	-0.42099772156049975	0.3100772378291172	-0.15947553118731467	chr11	0.19152379609037506	ZNF143;MRPL48;SWAP70;PAAF1;CSTF3	-0.27117869971153175	0.8316593299756821	matched	76445017
EPB41L5	-0.18775673141911842	0.17192789170048328	-0.09594156214870267	0.07116381215421308	-0.13597393983483863	chr2	-0.19637587137537107	MEMO1;NOL10;ITSN2;ATAD2B;ROCK2	0.008619139956252658	0.2736022780684687	matched	120013076
EPHA3	0.1622744241008638	0.08810117016299468	-0.41116196940666855	-0.08534827850813365	-0.20263269412772633	chr3	0.06244762557964671	CBLB;ZBTB20;SLC25A26;RBMS3;FOXP1	0.09982679852121708	1.3768136248322056	matched	89107620
EPHA7	-0.5651864683711656	-0.10185362479116544	-0.27209233292586066	-0.3235420250453933	-1.232704534839765	chr6	-0.1544595104265188	ARID1B;SASH1;HACE1;STXBP5;CDKAL1	-0.4107269579446468	2.750760892601769	matched	93419558
ERBB3	0.06585834048301709	-0.5970657333294722	-0.09162742246505817	0.23976187846872277	0.4739570030118525	chr12	0.010170354247226232	ESPL1;KCNH3;MSI1;TROAP;GLI1	0.055687986235790854	1.0845490047258637	matched	56080164
ERBB4	-0.10209680752455252	-0.0443736709507071	0.16612645147315658	0.5396118535012735	-0.3671882910007156	chr2	-0.4322135871513928	PARD3B;AGAP1;MBD5;ZNF804A;PRKCE	0.3301167796268403	2.2493865422042845	matched	212538801
ERCC6L2	-0.20954233202209505	-0.7367334017745797	-0.373789179834798	-0.25298957081066376	-0.5859731701301233	chr9	0.03731889808575933	SCAI;MLLT3;GAPVD1;ZCCHC7;PBX3	-0.24686123010785438	1.9345070636814614	matched	95875690
ERG28	0.035921692799749216	-0.1841189772533326	0.07881286032259616	-0.01901955930525523	0.07007234303422225	chr14	-0.022869964092142855	TRMT61A;BAG5;KLHDC2;COQ6;LGALS3	0.05879165689189207	0.41718804041357116	matched	75660875
ERH	0.18949129454639202	-0.07222704938775037	0.1574736133837975	-0.22108541811560387	0.00590891179639863	chr14	0.07850145441218181	TMX1;PSMA3;KLHDC2;VTI1B;ACTR10	0.1109898401342102	0.38796248841050085	matched	69398298
ESYT1	-0.04049823282613563	-0.219078325958874	0.3208482883787239	0.17262222733099586	0.7679512758172569	chr12	-0.10432369969892559	TUBA1C;RSRC2;SRSF9;LMBR1L;ARPC3	0.06382546687278996	1.6867960748462985	matched	56128266
ETF1	-0.030148632362883454	-0.47675043627005365	0.07639211728226458	-0.32964735508198	0.4901591153920217	chr5	0.05206992104990035	CSNK1A1;PPP2CA;AFF4;DDX46;ATP6V0E1	-0.0822185534127838	1.1744003685317317	matched	138543235
ETV6	-0.012932013730197589	0.35362015631093446	0.17565209699510217	0.2116627231381043	0.09871675071880115	chr12	-0.17935349696848135	KDM2B;PITPNM2;TFCP2;HECTD4;ITPR2	0.16642148323828376	0.8559549019887365	matched	11649673
EXD2	-0.17599765110265775	-0.10650656413117887	-0.14644012536021467	0.29835653400630513	-0.07568224531681589	chr14	-0.1171052869242625	STYX;CGRRF1;SOCS4;SAV1;ERO1A	-0.058892364178395246	0.8182863727832156	matched	69191497
EXOC4	0.04115879020414592	-0.11477713499411646	-0.011452778327935176	0.4446302419282189	-0.3827940568141892	chr7	-0.12813271721552902	CDK14;DGKI;TNS3;AUTS2;OSBPL3	0.16929150741967494	1.8604959534074337	matched	133253077
FAAP100	-0.16737497491718756	-0.18083777051155514	0.06531645976013101	-0.01732594471767579	0.14642699968993034	chr17	-0.13318166220586997	UBTF;ATXN7L3;CCDC43;RUNDC1;SNX11	-0.03419331271131759	0.3010839938487345	matched	81552352
FADS1	-0.2776358571760742	0.13331992624652944	0.12593758482619533	0.0033612710044120253	-0.05801645950222967	chr11	0.04961494501181801	GRK2;SPINDOC;RHOD;MAP3K11;PCNX3	-0.3272508021878922	0.19943851993336625	matched	61817002
FADS2	-0.2825837263893387	0.164874895143014	0.3759906369616255	0.10358257632628656	0.19846321673333156	chr11	-0.1513735254161917	EHD1;STIP1;RTN3;ARHGAP1;PHLDB1	-0.131210200973147	1.0607865889585435	matched	61828299
FAM210A	-0.039283364320244374	0.0081304943520355	0.04590168658765969	0.22128753257905653	0.023236363807520588	chr18	-0.05960902963021351	HDHD2;DSC2;ADNP2;ZCCHC2;MBD2	0.020325665309969133	0.44104388853497745	matched	13726557
FAM72A	0.26889721594407434	0.033193857677205396	-0.10512676505862784	0.06807120205485928	0.1789053729910926	chr1	0.18129216759325	AGMAT;COL9A2;ZFP69B;TSPAN1;AUNIP	0.08760504835082433	0.2317464302419342	matched	206202838
FAM72B	0.12820445555887416	-0.29373222097015755	-0.21753079854466062	-0.22720678641304992	-0.5104257046680107	chr1	-0.04370111289268225	IRF6;PER3;B3GALT2;NCF2;FAM72C	0.1719055684515564	1.8376553320400935	matched	121184339
FARP1	-0.3505848018076003	-0.019413151290141095	0.16874486963867635	0.4639685149785733	-0.09295548566696432	chr13	-0.2718127673055525	LHFPL6;CDK8;RB1;TNFRSF19;PDS5B	-0.07877203450204784	0.751851959462041	matched	98143093
FAU	0.25177523162388304	-0.7253994984640297	0.5348357806364858	-0.4935772146532067	0.4822757665717914	chr11	0.11012807840798206	RPS25;CD248;B4GAT1;CDK2AP2;RBM4	0.141647153215901	2.2487331872134555	matched	65122133
FBXL2	-0.4580845838074765	-0.005405099234161992	-0.32904586583853335	0.11510114878242461	0.004713679472406418	chr3	-0.19136858520562205	SLC12A8;RASA2;IL17RD;PIK3CA;DENND6A	-0.26671599860185446	0.7320131084974245	matched	33277441
FBXL20	0.25289905327592166	-0.45867879067669226	-0.47605270648640086	0.6526956107376988	0.33809276212959727	chr17	0.09906995913128336	GPATCH8;HOXB3;PRR11;MFSD11;TRIM37	0.1538290941446383	1.8456445384310627	matched	39401625
FBXO10	-0.20159726518836152	0.07788990597280905	-0.022892160554441737	0.04469654509521204	0.09974027032271959	chr9	0.16691838652360058	SLC35D2;STX17;GOLGA1;PTGR1;SPIN1	-0.3685156517119621	0.27082471313470824	matched	37576379
FBXO17	0.08121500506694534	-0.021445176571920466	-0.019965192038249646	0.06051874145782135	0.11696804428201624	chr19	0.14504443264628755	SLC27A1;CHAF1A;FBXO46;ZC3H4;YJU2	-0.06382942757934221	0.2157044575865163	matched	38975741
FBXO27	-0.47076980425022175	-0.11548114362710638	0.004293767139095239	0.08368689092053361	0.1214539313934524	chr19	0.023876448103828274	RAB3A;EBI3;EPOR;CCDC159;HSD11B1L	-0.49464625235405	0.221826239101942	matched	39032548
FBXO42	-0.10632544965157553	0.03974995797097103	0.03701288650975662	0.11851091420368431	0.052695797831722846	chr1	0.05306216119650706	PHACTR4;EYA3;OTUD7B;MACO1;VPS45	-0.1593876108480826	0.20951761473969924	matched	16352479
FBXO5	-0.09933812358701033	0.25706383414991074	-0.36353651927237995	0.07019812602726783	-0.4056204814929796	chr6	-0.07975878649975154	CGA;KIAA0408;PPP1R3G;COQ3;RPP40	-0.019579337087258786	1.4247097826322093	matched	152983040
FCGRT	0.25432758244790943	-0.06780492881713363	-0.005909511635003306	0.012219139591428174	0.39686914360524694	chr19	0.13040591497691914	CYTH2;GRWD1;ERCC2;MFSD12;KXD1	0.12392166747099029	0.38269689835457016	matched	49512660
FDPS	0.2742550983510208	-0.21540223054001184	0.3452987171138029	-0.1568099985230843	0.3009101823526712	chr1	0.10624927900582026	TRIM63;NUDC;ENSA;EXTL1;GPN2	0.16800581934520054	0.6060931898259014	matched	155308865
FEM1C	-0.32595109048127835	-0.0876195920518883	0.2336219439221905	-0.08023550373412594	0.0030093487763138693	chr5	0.15644317852465583	UBE2B;TCERG1;DCP2;RPL26L1;SPDL1	-0.4823942690059342	0.8714491734203196	matched	115544774
FEN1	0.18411972813152833	-0.18880301577897468	-0.020627341780867506	-0.14067905480225917	0.05511523418992814	chr11	-0.03857683161607478	RCE1;WDR74;SSH3;LRFN4;RCOR2	0.2226965597476031	0.49403198329442544	matched	61792910
FERMT2	-0.09834140131741442	-0.4481236121522123	0.26619519373098743	-0.06431892079325363	0.040090176838357694	chr14	-0.23375879377525327	HECTD1;KTN1;HIF1A;SAMD4A;ARHGAP5	0.13541739245783885	1.2694550416205332	matched	52951049
FGD4	-0.05963498876919493	-0.3173389231210004	-0.20727373271723615	0.4489479540672332	-0.17199946658776843	chr12	-0.09248951664452428	PLXNC1;CEP83;BORCS5;POLR3B;RASSF8	0.032854527875329345	1.3139123136944018	matched	32399557
FGF11	-0.45667535956233696	0.07223283376570344	-0.11939491430462579	-0.020233951217614843	0.3470210973260448	chr17	-0.03466939481486786	GJD3;SIRT7;IFI35;MLX;KRT10	-0.4220059647474691	0.5354085491458301	matched	7439511
FGF18	-0.328058549045239	-0.1155682422084372	0.05631043856813245	-0.027370875745479473	0.09339663777636342	chr5	0.007055021783770932	TTC33;ARSK;ERAP1;ERAP2;CCDC112	-0.33511357082900994	0.2142914790480291	matched	171419646
FGFR4	-0.07699796623584898	-0.3284252159567269	-0.24748052196148285	-0.03444912306933734	0.5647352400711746	chr5	0.18563960083356307	SPATA24;GFRA3;NME5;IL17B;CD74	-0.26263756706941205	1.3020170817173233	matched	177086914
FGGY	0.5035779536620066	0.07801976049649757	0.19529250103305906	0.4059699579961418	0.003372503622106615	chr1	-0.04578952267961056	SYT14;HHAT;LRRC7;SWT1;SDCCAG8	0.5493674763416172	1.3544706090430996	matched	59297093
FKBP11	-0.06605354138712638	-0.3564026142255762	-0.3033126842531785	-0.20109535870615658	-0.03174578945987461	chr12	0.14978162044260213	ORMDL2;OGFOD2;POP5;MYG1;KRT81	-0.2158351618297285	0.6434818772970994	matched	48925491
FKBP5	0.1575435012003692	-0.6331807664584408	-0.38492000268087223	0.347352922676613	0.14905129557402497	chr6	-0.1812906259948539	UBR2;TBC1D22B;BICRAL;LATS1;PPIL4	0.3388341271952231	1.7997474720983018	matched	35688914
FLT1	-0.1714733704496556	-0.1017669675928462	-0.1980738997528988	0.3204783469458412	0.029844317476777737	chr13	-0.16639575362227674	RB1;CDK8;KATNAL1;KPNA3;ZMYM2	-0.005077616827378867	0.4540767095768942	matched	28495127
FMNL1	0.5335312357549529	-0.04875850701456619	-0.2991224816253659	-0.035522239149159474	0.1591955641311104	chr17	0.16874623069038586	GSDMB;POLG2;ANKRD13B;GDPD1;SLC6A4	0.364785005064567	0.7511973073448577	matched	45221884
FNDC3B	-0.3098585602891699	-0.6860617290681228	0.24713884685215715	0.6370520163893891	-0.0274840748562728	chr3	-0.1859622793588816	P3H2;STT3B;PLOD2;CLASP2;MYLK	-0.12389628093028832	1.8025398800951362	matched	172039577
FNDC4	0.007134283187870238	-0.05481461606351107	-0.10822588735724376	0.04845413649727859	0.361925814040046	chr2	0.11190507588205571	INO80B;WDR54;PCGF1;DOK1;HTRA2	-0.10477079269418547	0.22878577660829577	matched	27495199
FNIP2	-0.09856757252959714	-0.14261806455050063	-0.028055733667540605	-0.008819141618364723	0.005456991668881361	chr4	0.06585099258017912	SH3RF1;NFKB1;RBPJ;VEGFC;FBXW7	-0.16441856510977626	0.2742345986551265	matched	158769025
FOCAD	-0.05252271620560034	0.08624065543769444	-0.15097788881680663	0.3778455642814691	0.02420768166061235	chr9	-0.018278670411769934	FNBP1;MAPKAP1;RAPGEF1;PBX3;RABGAP1	-0.034244045793830405	0.45906324873332377	matched	20684258
FOXD1	-0.047749257966767544	-0.5366134828103505	-0.20944348816350788	-0.40396853258947374	-0.37302102655169966	chr5	-0.06560137365400945	ACTBL2;DUSP1;GPX8;RPL26L1;UQCRQ	0.017852115687241904	1.6178171339008416	matched	73448776
FPGT	0.26401251858846164	0.15430170424108258	0.11826393329440421	-0.27027605963011025	-0.1684583484721025	chr1	-0.08444950080309022	CHML;HLX;RNPC3;SERTAD4;CTH	0.34846201939155186	1.0468155671636006	matched	74198241
FRMD5	-0.38759220311718146	0.035283075805512265	0.016352607041853706	0.6050270870763876	0.25129200608923313	chr15	-0.17343370020416718	CSNK1G1;DENND4A;STARD9;HERC1;SIN3A	-0.21415850291301428	1.132977297461337	matched	44195270
FRMD6	-0.3235120977100747	-0.4544148790976039	0.3540643931517249	-0.038188686888589785	0.05878912936072078	chr14	-0.26859914412949754	ERO1A;HIF1A;HECTD1;KTN1;MARK3	-0.054912953580577184	1.4346364975417862	matched	51651909
FST	-0.3753372321635542	-0.3683421822542323	0.08899038020315675	-0.08264600396530564	-0.4251897727737416	chr5	-0.038363388753556105	BTF3;ANKRA2;RPL26L1;GPX8;ACTBL2	-0.3369738434099981	1.4224946907188305	matched	53480628
FUBP3	-0.3750151565828448	-0.061121563460573625	0.20225171492466126	-0.0744341468835995	-0.1496470093054436	chr9	-0.012066636976595824	RC3H2;HSDL2;LRSAM1;UBAP1;TSC1	-0.36294851960624896	0.33182191457389626	matched	130579576
FYCO1	-0.8017494649917447	-0.046989579180949814	-0.24574471340023293	0.1523676467867885	-0.06709556126379124	chr3	-0.05545768259753936	ABCC5;KLHL24;PARL;KLHL18;SCAP	-0.7462917823942053	0.32001091135623194	matched	45995823
G0S2	0.1396058361163357	0.18283531054700947	0.09720824563534836	-0.6726817645772394	-0.59384279506229	chr1	0.12675334560656246	EVA1B;ACTA1;CITED4;MRPL55;DIRAS3	0.012852490509773246	1.6069274072192448	matched	209675411
GADD45A	0.01689429186356417	-0.297389705319854	-0.07965196068836677	-0.20264373454801143	-0.48607583700271123	chr1	-0.107952139587508	NUDT4B;TXNIP;CYB5R1;LYPLA2;CCN1	0.12484643145107217	1.192150775102467	matched	67685200
GALNT6	-0.15040359916763446	-0.16029805858374857	-0.020026839125425695	0.1878573469821426	-0.01533628833738232	chr12	-0.0723656136247266	GTF2H3;COQ5;RNF34;SETD1B;CAMKK2	-0.07803798554290786	0.24453349461326343	matched	51391405
GALT	0.11374463203647522	-0.09218073680198716	0.05611732525247925	0.1432376015709187	-0.12359045655550516	chr9	0.32924237667691436	ENDOG;SURF1;SURF2;ZDHHC12;HINT2	-0.21549774464043914	0.4480015387103301	matched	34646674
GAREM2	0.24849696309504798	-0.19711992518520494	-0.39532247086327443	-0.04065536472707926	0.18173907592281996	chr2	-0.2809956544629453	METTL21A;RTKN;DNAJC27;CCDC142;MXD1	0.5294926175579933	0.6350019949890774	matched	26173087
GATC	-0.240451386215625	-0.13782349868104493	0.16564204337545493	-0.0063020100218856845	0.18142030181237107	chr12	0.09567877902354577	RSRC2;GPN3;VPS29;DIABLO;FAM216A	-0.3361301652391708	0.5388528085321982	matched	120446443
GEMIN6	0.5010360746107558	-0.021422432459029306	-0.03483704156154299	0.08724657699964156	-0.05150078642197786	chr2	-0.3630934704161677	DLX1;METTL21A;DLX2;CEBPZOS;SCG2	0.8641295450269235	0.689598403564428	matched	38778209
GEN1	-0.08162992529182622	0.08146063544284698	0.037143655779917184	-0.09904133067025969	-0.2811331965793009	chr2	-0.10532983875661417	ARL6IP6;REL;NMI;FOXN2;DYNC2LI1	0.023699913464787947	0.47156934903362696	matched	17754137
GFI1B	0.20654018919970718	-0.217025495599509	-0.4823988391497058	-0.09658734241082101	-0.054235980306494624	chr9	0.05328168041836162	SPMIP6;ARHGEF39;ZBTB26;WDR31;PTGES	0.15325850878134556	1.3151948746446152	matched	132978693
GINS3	-0.074172030280097	0.03976981046256689	-0.1114667641803484	-0.09207589110669356	-0.022062893583518123	chr16	0.3881364137867502	ZNF500;SPATA33;TMEM170A;SLC38A8;SULT1A2	-0.4623084440668472	0.6440626401607895	matched	58392470
GINS4	0.17652971319044664	0.04757087973117469	-0.22249993449151706	-0.05273443814864931	0.0418181322263636	chr8	0.14462285633741928	NTAQ1;ERICH5;SMIM19;RIDA;FSBP	0.031906856853027354	0.5652724168854396	matched	41529260
GIT2	-0.26264771640043794	-0.2554303753467717	-0.18215566044844844	0.1415839913265905	-0.16723857509584072	chr12	0.005231401511833933	VPS33A;SPPL3;PSMD9;SBNO1;ANAPC5	-0.26787911791227187	0.6476722990761752	matched	109996367
GLB1	-0.04322306615481075	0.1713651242812786	0.08950362980048998	-0.0015105474318267698	-0.06709345993551524	chr3	-0.19208947730682818	SNX4;SLMAP;PAK2;PRKCI;STT3B	0.14886641115201743	0.6117431278495565	matched	33097145
GLRX	0.10403641152178089	-0.14620037739045466	0.10618063539752604	-0.11285882959030913	-0.2296259158494821	chr5	0.13555714620970605	GPX8;NSA2;KGD4;RPL26L1;CDKN2AIPNL	-0.031520734687925156	0.727462845703369	matched	95822725
GLTPD2	0.18164579293722416	0.04944513933968908	-0.028495916520455022	-0.15126181913337877	-0.2435691866726004	chr17	0.03409413949046944	KRTAP1-5;HOXB5;SOX15;RAMP2;HOXB8	0.14755165344675472	0.7852846496122948	matched	4788963
GMEB1	-0.12330571406931679	-0.08801285744915388	-0.02506541536684781	-0.16408301092551297	0.12435546537150344	chr1	0.07833133708301468	NDC1;TRIT1;PIK3C2B;NOTCH2NLA;RSBN1	-0.20163705115233146	0.2829579857386124	matched	28668783
GNL3	-0.0006926136318217146	-0.09180204726538732	0.14577950754652286	0.20792861889563474	-0.3506375914827481	chr3	-0.07515479897151937	IMPDH2;WDR6;TCTA;NME6;NICN1	0.07446218533969766	0.7704604872249201	matched	52686031
GOLGA3	-0.13222423389085858	-0.12441472768512168	0.12051090489692118	0.010726890146395274	-0.1147207489590297	chr12	-0.08664931718689158	SSH1;ZNF664;PTPN11;RILPL1;CCDC92	-0.045574916703967	0.25019861913681885	matched	132828868
GOLGA4	-0.10426359614787106	-0.13687651970643655	0.30609581154356924	-0.10428944406375207	-0.03274642989616394	chr3	-0.15272141282998852	IGF2BP2;ATP13A3;ZNF148;LRCH3;DLG1	0.04845781668211746	0.8364904608308839	matched	37243270
GPBAR1	0.15895609691579038	-0.5467780353692815	0.048104785229173164	-0.34347843302672487	0.15560976344546662	chr2	0.24648883928543572	VAMP8;SPEGNB;PCGF1;SLC30A3;C2orf81	-0.08753274236964534	1.079356649309442	matched	218261014
GPN1	-0.07110925270886526	-0.3064908585633057	0.06549673855713856	0.13470083043342906	0.7141091176560828	chr2	-0.07160757644622517	TIA1;CLK1;PCYOX1;PPIL3;SNRPG	0.0004983237373599181	1.3498910028443567	matched	27629049
GPR85	0.39925552644578666	0.2675791305177735	0.09278858295291537	0.006830704052353198	-0.17725504445616058	chr7	0.13934911084498036	IGFBP1;PRR15;ZC3HAV1L;HOXA1;ARL4A	0.2599064156008063	1.0412251751210697	matched	113086826
GPS2	-0.10913984246229891	-0.7719942187362934	-0.041087793785478166	-0.28847300612723603	0.5895104076026636	chr17	-0.07834139711108232	TMUB2;KRT10;ARL4D;HOXB2;ATXN7L3	-0.03079844535121659	1.9269618834858662	matched	7315359
