tile_id	chrom	dlam_mCh	siScr_mCh	dlam_DNK	tss_count	pc1_GSM9401860	pc1_GSM9401861	pc1_GSM9401862	pc1_GSM9401863
chr3:29500000-30000000	chr3	0.02454	-1.09177	-0.085899	0	-1.35636	-1.37584	-1.33397	-1.3009
chr3:30000000-30500000	chr3	-0.077605	-1.00602	-0.432918	0	-1.25838	-1.19738	-1.21807	-1.28955
chr3:30500000-31000000	chr3	-0.107688	-0.799738	-0.159465	2	-0.817119	-0.882748	-0.90615	-0.795538
chr3:31000000-31500000	chr3	-0.307546	-0.582875	-0.32759	0	0.880263	0.880069	0.804131	0.723939
chr3:31500000-32000000	chr3	-0.076827	-0.724781	-0.236368	1	0.515093	0.619059	0.625231	0.52894
chr3:32000000-32500000	chr3	0.011957	-0.77595	-0.080919	5	0.276804	0.254547	0.18891	0.300354
chr3:32500000-33000000	chr3	0.008935	-1.0008	-0.293943	5	0.81497	0.870334	0.842098	0.686451
chr3:33000000-33500000	chr3	0.16987	-1.02525	0.047289	5	0.360912	0.311971	0.199822	0.317177
chr3:33500000-34000000	chr3	0.054936	-0.950861	0.131246	2	0.426776	0.452624	0.4951	0.507378
chr3:34000000-34500000	chr3	0.222134	0.359223	0.141298	0	-1.13129	-1.1741	-1.03234	-1.03226
chr3:34500000-35000000	chr3	0.119538	0.348349	0.381489	0	-1.27407	-1.30792	-1.33118	-1.3413
chr3:35000000-35500000	chr3	0.217255	-0.066819	0.237221	0	-1.35804	-1.29862	-1.31476	-1.36959
chr3:35500000-36000000	chr3	0.203866	0.096843	-0.07796	1	-1.20107	-1.17247	-1.03855	-1.01563
chr3:36000000-36500000	chr3	0.13799	-0.080877	-0.215915	1	-1.35082	-1.30606	-1.26367	-1.25868
chr3:36500000-37000000	chr3	-0.139651	-0.022403	-0.355049	2	-0.651442	-0.602683	-0.336097	-0.450438
chr3:37000000-37500000	chr3	0.237924	-0.978109	-0.066731	5	0.906495	1.03725	1.0429	1.03727
chr3:37500000-38000000	chr3	-0.236024	0.362999	-0.1584	1	0.391828	0.305187	0.258419	0.332276
chr3:38000000-38500000	chr3	-0.280772	0.14845	-0.163461	10	1.17396	1.21123	1.22252	1.31662
chr3:38500000-39000000	chr3	-0.274244	0.687472	-0.099637	3	0.174764	0.264911	0.320806	0.27428
chr3:39000000-39500000	chr3	0.110641	0.339406	-0.308944	10	1.22578	1.14105	1.23341	1.08558
chr3:39500000-40000000	chr3	0.104888	0.989674	0.307553	2	-0.379092	-0.366444	-0.356165	-0.268647
chr3:40000000-40500000	chr3	0.017987	0.991674	0.206426	3	0.0116339	-0.0260286	-0.012422	0.0831527
chr3:40500000-41000000	chr3	0.064151	0.572734	-0.563545	3	0.274634	0.332846	0.474446	0.532814
chr3:41000000-41500000	chr3	0.097421	0.304047	-0.11989	1	0.379516	0.304776	0.324877	0.444911
chr3:41500000-42000000	chr3	-0.266298	0.419781	-0.207265	0	0.346331	0.269164	0.245778	0.198636
chr3:42000000-42500000	chr3	0.065148	0.064675	-0.134561	4	1.19302	1.0986	1.20883	1.1993
chr3:42500000-43000000	chr3	-0.106412	0.013807	-0.293772	13	1.20018	1.21221	1.29158	1.22096
chr3:43000000-43500000	chr3	-0.042609	-0.028063	-0.024385	3	0.632839	0.597713	0.584573	0.637243
chr3:43500000-44000000	chr3	-0.181793	-0.292451	-0.067969	2	0.759355	0.622733	0.605937	0.567325
chr3:44000000-44500000	chr3	-0.072367	-0.395951	-0.31448	2	1.03291	1.03369	1.06218	1.11347
chr3:44500000-45000000	chr3	-0.170829	-0.331905	-0.199281	12	1.31484	1.36175	1.27734	1.21169
chr3:45000000-45500000	chr3	-0.0884	-0.517914	-0.358557	6	1.10418	1.03732	0.93985	1.01449
chr3:45500000-46000000	chr3	-0.122229	-0.719892	-0.044713	6	1.37714	1.36595	1.348	1.42691
chr3:46000000-46500000	chr3	0.05666	-0.72054	-0.153549	8	1.09719	1.08902	1.1809	1.19661
chr3:46500000-47000000	chr3	0.064126	-0.715592	-0.201058	10	1.16679	1.0997	1.03883	1.14614
chr3:47000000-47500000	chr3	-0.028617	-0.974369	-0.224069	6	1.41649	1.37076	1.33207	1.44288
chr3:47500000-48000000	chr3	0.183168	-1.22678	-0.012595	5	1.28163	1.2682	1.23575	1.32037
chr3:48000000-48500000	chr3	-0.074655	-1.18649	-0.081126	11	1.28665	1.26047	1.20729	1.29566
chr3:48500000-49000000	chr3	-0.065522	-0.880279	-0.150377	14	1.24829	1.18358	1.21936	1.28953
chr3:49000000-49500000	chr3	0.248389	-1.15435	-0.0183	20	1.25708	1.24969	1.19092	1.308
chr3:49500000-50000000	chr3	0.052605	-0.75627	0.013213	16	1.32678	1.25563	1.2311	1.20553
chr3:50000000-50500000	chr3	-0.123925	-0.485425	0.111963	17	1.33028	1.30836	1.29796	1.34564
chr3:50500000-51000000	chr3	0.093302	0.417453	0.131629	6	0.616773	0.662386	0.740054	0.749597
chr3:51000000-51500000	chr3	0.076181	0.709387	-0.173341	2	0.588077	0.599689	0.581248	0.786851
chr3:51500000-52000000	chr3	-0.168062	0.036223	-0.012565	12	1.21281	1.22107	0.404176	1.31696
chr3:52000000-52500000	chr3	-0.116638	-0.449362	-0.008769	19	1.37793	1.3704	1.32405	1.46588
chr3:52500000-53000000	chr3	0.082866	-0.603115	-0.108715	13	1.34733	1.42242	1.4198	1.46485
chr3:53000000-53500000	chr3	0.055032	-0.08494	-0.101901	5	1.43848	1.41201	1.38291	1.40672
chr3:53500000-54000000	chr3	-0.078009	0.763607	-0.202398	5	0.887685	0.901668	0.927372	1.00389
chr3:54000000-54500000	chr3	0.063431	1.01757	0.002514	1	-0.069524	-0.0669425	0.0260196	0.0403436
chr3:54500000-55000000	chr3	0.043911	0.576002	-0.137055	1	-0.121899	-0.332345	-0.0856544	-0.172849
chr3:55000000-55500000	chr3	-0.28517	-0.228113	-0.237356	0	-0.199008	-0.227428	-0.122476	-0.0809664
chr3:55500000-56000000	chr3	-0.186817	-0.07248	-0.260533	1	0.667239	0.64269	0.598721	0.704201
chr3:56000000-56500000	chr3	-0.12539	0.291061	-0.266525	0	-0.106993	-0.0487138	0.0146965	0.00578184
chr3:56500000-57000000	chr3	-0.20386	-0.468697	-0.245137	4	1.41917	1.46098	1.46349	1.2335
chr3:57000000-57500000	chr3	0.095646	-0.967964	-0.187414	5	1.41264	1.40666	1.3468	1.39148
chr3:57500000-58000000	chr3	-0.055525	-1.20391	0.002614	6	1.48628	1.462	1.42719	1.46279
chr3:58000000-58500000	chr3	0.025271	-0.903882	-0.135497	7	1.45278	1.51174	1.44513	1.49466
chr3:58500000-59000000	chr3	-0.044667	0.110551	-0.298263	3	0.729681	0.829975	0.796168	0.655803
chr3:59000000-59500000	chr3	-0.211055	-0.112032	-0.135761	1	1.07163	1.04829	1.06331	0.992403
chr3:59500000-60000000	chr3	0.214126	0.036327	-0.084977	0	0.587802	0.581837	0.49948	0.459854
chr3:60000000-60500000	chr3	0.126531	0.279887	0.010489	0	0.565076	0.657376	0.686211	0.672114
chr3:60500000-61000000	chr3	-0.083261	0.391724	-0.028261	0	0.415284	0.358459	0.457064	0.32461
chr3:61000000-61500000	chr3	0.141869	0.601081	0.143923	1	0.533812	0.765429	0.731407	0.663733
chr3:61500000-62000000	chr3	-0.116132	-0.035204	-0.087332	1	-0.162858	-0.134902	0.719131	0.653935
chr3:62000000-62500000	chr3	0.068692	0.382967	-0.269646	2	-0.336804	-0.313863	0.122169	-0.0236586
chr3:62500000-63000000	chr3	0.029994	0.71392	-0.039914	1	0.147769	0.077135	0.162683	0.639683
chr3:63000000-63500000	chr3	0.191713	0.556646	0.075976	1	-0.623026	-0.609022	-0.291361	-0.2727
chr3:63500000-64000000	chr3	0.222448	-0.2151	-0.157157	5	0.0173914	0.0187301	0.0521779	-0.145509
chr3:64000000-64500000	chr3	0.090738	-0.882382	-0.26871	2	0.890481	0.81011	0.722788	0.628295
chr3:64500000-65000000	chr3	0.045171	-0.481547	-0.352828	1	-1.08535	-0.959187	-1.05303	-1.0508
chr3:65000000-65500000	chr3	-0.124808	-0.451714	-0.263768	0	-1.04656	-1.19919	-1.14972	-1.12555
chr3:65500000-66000000	chr3	-0.112761	-0.694237	-0.282027	0	-0.965156	-1.00064	-0.974165	-0.710345
chr3:66000000-66500000	chr3	-0.047993	-0.643438	-0.170491	2	-0.109162	-0.322642	-0.240985	-0.124876
chr3:66500000-67000000	chr3	0.013464	-0.402177	-0.153383	1	-0.502363	-0.495387	-0.342922	-0.319432
chr3:67000000-67500000	chr3	0.209621	0.241286	-0.098774	1	-0.689105	-0.662121	-0.278559	-0.460586
chr3:67500000-68000000	chr3	-0.135963	0.094436	-0.10234	1	-0.439295	-0.378095	-0.359749	-0.374143
chr3:68000000-68500000	chr3	0.167717	0.672305	0.285225	1	-1.26153	-1.24092	-1.21077	-1.04661
chr3:68500000-69000000	chr3	0.131423	0.674854	-0.089506	1	-1.12674	-1.11209	-1.11334	-1.18354
chr3:69000000-69500000	chr3	0.076037	-0.572749	-0.254936	6	0.864339	0.947264	0.869459	1.05774
chr3:69500000-70000000	chr3	-0.041494	-0.290225	-0.155474	1	-0.821913	-0.79329	-0.92974	-0.845537
chr3:70000000-70500000	chr3	0.403833	0.054295	0.053637	2	-1.20825	-1.15606	-0.398696	-1.22037
chr3:70500000-71000000	chr3	0.095757	-0.586162	0.034331	0	-1.24635	-1.30163	-1.2769	-1.23649
chr3:71000000-71500000	chr3	-0.053376	-0.958977	-0.228878	0	-0.839811	-0.866467	-0.70126	-0.573126
chr3:71500000-72000000	chr3	-0.045821	-0.384172	-0.282139	4	-0.317189	-0.177251	-0.284687	-0.126722
chr3:72000000-72500000	chr3	-0.213143	0.255486	-0.577831	0	1.22325	1.24996	1.23013	1.27338
chr3:72500000-73000000	chr3	-0.075073	-0.204013	-0.221406	2	0.953666	0.981581	1.03673	1.08072
chr3:73000000-73500000	chr3	0.129405	0.375511	-0.072445	2	0.129552	0.144165	0.0156771	0.175192
chr3:73500000-74000000	chr3	0.182339	0.239874	-0.115673	1	-0.84114	-0.791759	-0.889266	-0.84484
chr3:74000000-74500000	chr3	0.488011	0.844641	0.373292	0	-1.3572	-1.30545	-1.28571	-1.40048
chr3:74500000-75000000	chr3	0.426797	0.720845	0.553744	1	-1.33857	-1.32096	-1.2985	-1.37555
chr3:75000000-75500000	chr3	-0.105215	1.21974	0.08982	0	-0.800697	-0.89375	-0.954848	-0.822277
chr3:75500000-76000000	chr3	-0.002445	1.12941	0.013998	2	-0.913307	-1.0026	-0.894947	-0.938025
chr3:76000000-76500000	chr3	0.060466	0.064781	-0.163658	0	-1.18757	-1.22847	-1.1678	-1.17237
chr3:76500000-77000000	chr3	0.005498	0.339364	0.158941	0	-1.15718	-1.14215	-1.1313	-1.13238
chr3:77000000-77500000	chr3	-0.145529	0.354133	0.076185	1	-0.986651	-0.920165	-1.12984	-1.11827
chr3:77500000-78000000	chr3	0.034304	0.494479	0.26558	0	-1.126	-1.15231	-1.027	-1.08306
chr3:78000000-78500000	chr3	0.086173	0.018132	0.093578	0	-1.23986	-1.26952	-0.829603	-1.1943
chr3:78500000-79000000	chr3	-0.031948	-0.425838	-0.02087	0	-1.08081	-1.11183	-0.599244	-0.853249
chr3:79000000-79500000	chr3	0.129592	-0.854586	-0.076829	0	-1.0536	-1.13116	-1.21826	-1.23947
chr3:79500000-80000000	chr3	0.185997	0.096394	0.195476	1	-1.25298	-1.23653	-0.931657	-1.28328
chr3:80000000-80500000	chr3	-0.122147	0.153206	0.316921	0	-1.37584	-1.37205	-1.27916	-1.34825
chr3:80500000-81000000	chr3	0.302445	0.502579	0.268769	0	-1.33563	-1.32634	-1.01443	-1.33976
chr3:81000000-81500000	chr3	0.028241	0.370762	0.339675	0	-1.18286	-1.18291	-0.911045	-1.16037
chr3:81500000-82000000	chr3	-0.044615	-0.733656	-0.04545	1	0.78299	0.785698	0.749295	0.813923
chr3:82000000-82500000	chr3	0.199129	0.211004	0.26564	0	0.746091	0.717188	0.684584	0.611998
chr3:82500000-83000000	chr3	0.353777	0.352132	0.687075	0	-1.01401	-0.925031	-0.952336	-0.900847
chr3:83000000-83500000	chr3	0.231417	0.056225	0.507351	0	-1.24527	-1.30209	-1.00328	-0.885359
chr3:83500000-84000000	chr3	0.306554	0.292227	0.683183	0	-1.21259	-1.21624	-0.983047	-1.14562
chr3:84000000-84500000	chr3	0.207234	0.434453	0.591483	0	-1.25385	-1.29497	-1.11143	-1.33775
chr3:84500000-85000000	chr3	0.355093	0.576762	0.397825	0	-1.32861	-1.38338	-1.39192	-1.32415
chr3:85000000-85500000	chr3	0.474385	0.341031	0.407472	1	-1.32136	-1.28405	-1.30211	-1.25034
chr3:85500000-86000000	chr3	0.308053	0.364962	0.353172	0	-1.28128	-1.32359	-1.34905	-1.23128
chr3:86000000-86500000	chr3	0.271357	0.594912	0.221655	0	-1.37427	-1.38093	-1.35798	-1.46162
chr3:86500000-87000000	chr3	0.050519	0.423662	0.097179	0	-1.39319	-1.28908	-1.34974	-1.38997
chr3:87000000-87500000	chr3	-0.147687	0.14344	-0.198541	3	-1.22766	-1.15833	-1.23198	-1.11679
chr3:87500000-88000000	chr3	0.34778	0.385213	0.349156	1	-1.28375	-1.25088	-1.16446	-1.16385
chr3:88000000-88500000	chr3	0.080365	0.105901	0.153955	5	-0.179168	-0.0878775	-0.322772	-0.229836
chr3:88500000-89000000	chr3	0.18713	-0.018968	0.393119	0	-1.01027	-0.95843	-1.35795	-1.3133
chr3:89000000-89500000	chr3	0.300232	-0.22848	0.270361	1	0.374919	0.400284	0.156964	0.106702
chr3:89500000-90000000	chr3	0.242192	0.553456	0.285498	0	0.650133	0.732946	0.391444	0.4621
chr3:90000000-90500000	chr3	0.171524	0.90726	0.082162	0	-0.148451	-0.134921	-0.251524	-0.161979
chr3:93500000-94000000	chr3	0.133713	0.384294	0.157061	5	-0.593804	-0.577982	-0.643131	-0.691504
chr3:94000000-94500000	chr3	0.287149	0.210098	0.069381	0	-1.23679	-1.29893	-1.30015	-1.34659
chr3:94500000-95000000	chr3	0.084788	0.112478	0.234316	0	-1.30799	-1.31211	-1.36519	-1.31117
chr3:95000000-95500000	chr3	0.315184	0.038864	0.460829	0	-1.26353	-1.17794	-1.27494	-1.09592
chr3:95500000-96000000	chr3	0.493552	0.188365	0.255406	0	-1.30165	-1.29749	-1.32919	-1.30494
chr3:96000000-96500000	chr3	0.309566	0.475139	0.34206	0	-1.31276	-1.31296	-1.26688	-1.27194
chr3:96500000-97000000	chr3	0.131474	0.809899	0.462986	1	-1.41127	-1.33742	-1.42465	-1.41132
chr3:97000000-97500000	chr3	0.225792	0.703942	0.45067	1	-1.32714	-1.35464	-1.34466	-1.40495
chr3:97500000-98000000	chr3	-0.16324	0.699822	0.227074	8	-0.104716	0.0387537	-0.130359	-0.0305157
chr3:98000000-98500000	chr3	0.090457	-0.028772	0.159591	9	0.803761	0.926293	0.802784	0.886774
chr3:98500000-99000000	chr3	-0.233357	-0.833722	-0.217265	1	-0.708288	-0.78047	-0.876825	-0.746139
chr3:99000000-99500000	chr3	0.011162	-0.77199	-0.231674	1	-0.903188	-0.847019	-1.0468	-0.961519
chr3:99500000-100000000	chr3	-0.011192	-0.844471	-0.180093	3	0.702087	0.645556	0.539955	0.454086
chr3:100000000-100500000	chr3	0.141396	-0.727333	-0.101336	6	0.580038	0.564828	0.587109	0.564808
chr3:100500000-101000000	chr3	-0.148213	-0.424674	-0.175975	1	-1.02674	-1.13018	-1.05246	-1.18967
chr3:101000000-101500000	chr3	0.057395	-0.408779	-0.3772	8	0.580007	0.549835	0.702746	0.779509
chr3:101500000-102000000	chr3	-0.111889	-0.672335	-0.15784	1	0.591938	0.630993	0.660285	0.786053
chr3:102000000-102500000	chr3	-0.185559	0.557859	-0.200535	1	-1.28495	-1.24571	-1.32964	-1.24624
chr3:102500000-103000000	chr3	0.083731	0.738167	0.441045	0	-1.36612	-1.41221	-1.43237	-1.44171
chr3:103000000-103500000	chr3	0.265843	0.302337	0.188517	0	-1.415	-1.40543	-1.44749	-1.49415
chr3:103500000-104000000	chr3	0.169686	0.037658	0.226045	0	-1.32462	-1.27347	-1.38702	-1.37268
chr3:104000000-104500000	chr3	0.008461	-0.265103	-0.015068	0	-0.552485	-0.726687	-0.949702	-0.90698
chr3:104500000-105000000	chr3	-0.041777	-0.403498	-0.065965	0	-1.3531	-1.19034	-1.33375	-1.38811
chr3:105000000-105500000	chr3	0.095308	-1.02277	0.122167	1	0.000665056	0.168157	0.0152107	-0.0951378
chr3:105500000-106000000	chr3	-0.122086	-0.684778	-0.065515	1	0.888365	0.922219	0.937347	0.945886
chr3:106000000-106500000	chr3	0.021922	-0.9132	-0.126094	0	0.375949	0.301185	0.214455	0.189935
chr3:106500000-107000000	chr3	-0.222068	-0.273742	-0.442544	0	-1.16118	-1.2451	-1.27511	-1.35597
chr3:107000000-107500000	chr3	0.035223	-0.67951	-0.134404	2	-0.00365472	-0.0768881	-0.0573655	-0.174566
chr3:107500000-108000000	chr3	-0.366691	-0.10858	-0.265288	2	0.627576	0.588581	0.587911	0.616088
chr3:108000000-108500000	chr3	-0.109345	0.227846	-0.341651	5	0.221265	0.138256	0.253072	0.312464
chr3:108500000-109000000	chr3	0.003064	0.826672	0.12994	4	-0.719183	-0.751508	-0.441172	-0.633816
chr3:109000000-109500000	chr3	-0.196636	0.573905	-0.132335	2	-0.615928	-0.564938	-0.633624	-0.703475
chr3:109500000-110000000	chr3	-0.068882	-0.270136	-0.186764	0	-1.37275	-1.3331	-1.4658	-1.32945
chr3:110000000-110500000	chr3	-0.027981	-0.530046	-0.118221	0	-1.42008	-1.44025	-1.44983	-1.42596
chr3:110500000-111000000	chr3	-0.151076	-0.35211	-0.088415	1	-1.45582	-1.44546	-1.44604	-1.49123
chr3:111000000-111500000	chr3	-0.15058	-0.274834	-0.416276	3	-1.22774	-1.31487	-1.34751	-1.36083
chr3:111500000-112000000	chr3	0.182741	-0.915713	0.044119	6	-0.0520439	0.0627349	-0.0554744	0.0180643
chr3:112000000-112500000	chr3	-0.122578	-0.309864	-0.240093	6	0.968137	1.05589	0.908851	0.911827
chr3:112500000-113000000	chr3	-0.186725	0.118828	-0.54553	5	0.514338	0.504064	0.40549	0.450247
chr3:113000000-113500000	chr3	-0.51578	0.363857	-0.52822	6	1.11396	1.13536	0.995033	1.08282
chr3:113500000-114000000	chr3	-0.375675	0.584034	-0.425438	6	0.933137	0.880701	0.845336	0.886635
chr3:114000000-114500000	chr3	-0.43769	-0.009632	-0.274374	1	0.502927	0.352453	0.802601	0.526489
chr3:114500000-115000000	chr3	-0.336915	-0.157071	-0.237433	1	0.614037	0.585169	0.66687	0.79546
chr3:115000000-115500000	chr3	0.117984	-0.294845	-0.360451	1	-0.899486	-0.996935	-1.0778	-1.10342
chr3:115500000-116000000	chr3	0.017417	0.153844	-0.2993	0	0.964864	0.864889	0.675377	0.635132
chr3:116000000-116500000	chr3	0.002427	0.87908	0.017756	2	0.331346	0.415065	-0.0120318	0.250983
chr3:116500000-117000000	chr3	0.367684	0.581699	0.03948	0	-1.3589	-1.26733	-1.35504	-1.26279
chr3:117000000-117500000	chr3	0.107611	0.538307	0.328517	0	-1.25871	-1.21922	-1.40327	-1.33999
chr3:117500000-118000000	chr3	0.500448	0.382318	0.32459	0	-1.38138	-1.2533	-1.46575	-1.49501
chr3:118000000-118500000	chr3	0.552563	0.852547	0.388476	0	-0.31983	-0.148121	-1.24585	-1.17049
chr3:118500000-119000000	chr3	-0.04563	0.744114	0.15881	4	-0.171593	-0.355377	-0.665686	-0.523136
chr3:119000000-119500000	chr3	0.135019	-0.516099	0.128732	10	1.29508	1.28433	1.16442	1.2189
chr3:119500000-120000000	chr3	0.020919	-0.822978	-0.173103	2	1.02716	0.994944	0.810632	0.937761
chr3:120000000-120500000	chr3	-0.102726	-0.077585	-0.287227	7	0.342055	0.220658	0.141504	0.274564
chr3:120500000-121000000	chr3	0.125869	0.599453	0.205371	1	-1.04872	-1.03996	-1.21152	-1.18185
chr3:121000000-121500000	chr3	-0.279801	0.490226	-0.041856	5	0.825119	0.752123	0.743973	0.775687
chr3:121500000-122000000	chr3	-0.191367	0.873671	0.045039	6	1.21717	1.23164	1.19229	1.19351
chr3:122000000-122500000	chr3	0.248921	-0.550778	-0.037103	9	1.43871	1.43267	1.41642	1.39761
chr3:122500000-123000000	chr3	-0.317014	-0.211401	-0.538857	5	1.31795	1.30281	1.25206	1.21861
chr3:123000000-123500000	chr3	-0.152577	-0.520945	-0.077352	2	0.999212	0.990761	1.0444	1.02411
chr3:123500000-124000000	chr3	0.306403	-0.914146	-0.052977	4	0.789706	0.772679	0.631959	0.728205
chr3:124000000-124500000	chr3	-0.003094	-0.719002	-0.208364	1	1.00296	0.990428	0.871923	1.01782
chr3:124500000-125000000	chr3	0.169609	-1.01868	-0.120026	4	1.41184	1.41627	1.39558	1.32709
chr3:125000000-125500000	chr3	-0.014449	-1.04252	-0.091012	3	1.43587	1.46236	1.45024	1.47486
chr3:125500000-126000000	chr3	-0.27407	-0.244753	0.114982	3	0.998982	1.05345	1.03706	1.07713
chr3:126000000-126500000	chr3	-0.289199	-0.109289	-0.217464	8	0.998385	0.979231	0.934023	1.06084
chr3:126500000-127000000	chr3	-0.313405	0.085226	-0.110436	2	1.16464	1.15032	1.12723	1.18217
chr3:127000000-127500000	chr3	-0.014748	-0.296423	-0.095058	5	1.24478	1.24279	1.26812	1.31105
chr3:127500000-128000000	chr3	-0.118815	-0.812732	-0.148542	5	1.34509	1.29558	1.36222	1.37871
chr3:128000000-128500000	chr3	-0.053232	-0.638894	-0.137719	4	1.35529	1.29973	1.2527	1.32379
chr3:128500000-129000000	chr3	-0.035638	-0.818767	-0.075051	9	1.39115	1.35495	1.34516	1.41808
chr3:129000000-129500000	chr3	-0.127444	-0.503261	-0.214755	7	1.43609	1.39681	1.36013	1.42898
chr3:129500000-130000000	chr3	-0.115336	-0.078512	-0.219674	3	1.2604	1.13452	1.08921	1.08338
chr3:130000000-130500000	chr3	0.178966	0.610717	0.06399	3	0.429082	0.423094	0.593228	0.540875
chr3:130500000-131000000	chr3	0.147891	0.044742	0.129953	3	0.931589	0.827464	0.946757	0.858415
chr3:131000000-131500000	chr3	-0.00148	0.746324	-0.035393	2	0.297722	0.198672	0.406067	0.105617
chr3:131500000-132000000	chr3	-0.135094	0.938752	0.032778	1	-0.314474	-0.460414	-0.261223	-0.378896
chr3:132000000-132500000	chr3	-0.157918	-0.333995	0.027805	6	1.12109	1.09225	1.05049	0.932263
chr3:132500000-133000000	chr3	0.107481	1.11986	0.068956	1	-0.409133	-0.476556	-0.352088	-0.354847
chr3:133000000-133500000	chr3	-0.155393	0.532437	-0.203196	4	1.17777	1.07633	1.13937	1.16919
chr3:133500000-134000000	chr3	-0.163445	0.3342	-0.205403	4	0.500213	0.514468	0.573163	0.416859
chr3:134000000-134500000	chr3	0.079537	0.389637	0.016817	4	0.41699	0.236009	0.314441	0.217175
chr3:134500000-135000000	chr3	0.037502	1.60894	0.007415	1	0.85866	0.811249	0.972386	0.913971
chr3:135000000-135500000	chr3	-0.024722	1.48027	0.057783	0	-0.390115	-0.428592	-0.402117	-0.333734
chr3:135500000-136000000	chr3	-0.002584	-0.125789	-0.075493	3	0.539163	0.364271	0.594318	0.620769
chr3:136000000-136500000	chr3	-0.119703	-0.676532	-0.028797	1	1.26186	1.28295	1.24004	1.27415
chr3:136500000-137000000	chr3	0.183368	0.394566	-0.005555	3	0.926206	0.796145	0.83287	0.712339
chr3:137000000-137500000	chr3	0.122427	1.27255	0.30927	1	-0.567824	-0.587862	-0.36292	-0.427278
chr3:137500000-138000000	chr3	-0.096051	0.275995	0.110969	5	0.203899	0.183818	0.177903	0.038088
chr3:138000000-138500000	chr3	-0.173409	-0.209145	-0.390566	5	0.498466	0.511718	0.51645	0.555867
chr3:138500000-139000000	chr3	-0.248707	0.018761	-0.224353	6	0.306726	0.176141	0.392322	0.592488
chr3:139000000-139500000	chr3	-0.247867	0.241643	-0.682665	5	-0.114698	-0.102126	0.0245881	0.0180786
chr3:139500000-140000000	chr3	-0.155464	0.378312	-0.435568	1	-0.375851	-0.44536	-0.213267	-0.152079
chr3:140000000-140500000	chr3	-0.052103	0.379689	-0.322086	1	-0.408195	-0.508509	-0.217843	-0.0952331
chr3:140500000-141000000	chr3	-0.08211	-0.121872	-0.30724	3	0.648544	0.646478	0.830143	0.681059
chr3:141000000-141500000	chr3	-0.072551	-0.762812	-0.464647	4	1.21554	1.23749	1.26524	1.30533
chr3:141500000-142000000	chr3	-0.497103	-0.324581	-0.394375	3	1.25107	1.26496	1.18392	1.22152
chr3:142000000-142500000	chr3	-0.393356	-0.176764	-0.320228	4	0.777892	0.886626	0.786667	0.871303
chr3:142500000-143000000	chr3	-0.303274	0.273775	-0.290709	4	0.989517	1.03779	0.90749	0.840229
chr3:143000000-143500000	chr3	0.080112	1.13348	-0.045375	0	0.852217	0.896121	0.850108	0.782992
chr3:143500000-144000000	chr3	0.077531	0.131475	0.110166	2	-0.587923	-0.65577	-0.795503	-0.501522
chr3:144000000-144500000	chr3	0.446509	0.032998	0.248373	0	-1.39829	-1.44521	-1.4243	-1.38204
chr3:144500000-145000000	chr3	0.35282	0.341282	0.610352	0	-1.3582	-1.47636	-1.45353	-1.45043
chr3:145000000-145500000	chr3	0.37951	0.171438	0.305789	0	-1.39505	-1.42786	-1.45441	-1.43135
chr3:145500000-146000000	chr3	0.109658	-0.387699	0.45987	2	-1.38939	-1.37964	-1.44785	-1.41106
chr3:146000000-146500000	chr3	-0.003521	0.140896	0.092119	3	-1.31423	-1.31113	-1.40868	-1.26768
chr3:146500000-147000000	chr3	0.345617	0.270214	0.363432	0	-1.38649	-1.33602	-1.39988	-1.37699
chr3:147000000-147500000	chr3	0.112882	0.565083	0.473351	2	-1.34989	-1.34457	-1.37074	-1.33669
chr3:147500000-148000000	chr3	0.195688	0.493778	-0.022884	0	-0.97453	-0.823985	-1.29567	-1.29609
chr3:148000000-148500000	chr3	0.047886	0.703193	-0.00036	1	-1.27292	-1.22112	-1.37227	-1.29506
chr3:148500000-149000000	chr3	-0.188095	-0.332118	-0.159754	6	-0.269041	-0.170128	-0.236229	-0.495591
chr3:149000000-149500000	chr3	0.095998	-0.871079	-0.082026	5	0.702597	0.626931	0.876815	0.829821
chr3:149500000-150000000	chr3	0.059404	-1.27009	-0.178784	3	0.404096	0.376939	0.410059	0.254394
chr3:150000000-150500000	chr3	0.116061	-1.33895	0.023088	6	1.07259	1.05013	1.10283	1.06383
chr3:150500000-151000000	chr3	-0.139745	-0.651361	-0.357155	5	-0.746928	-0.67052	-0.85764	-0.672969
chr3:151000000-151500000	chr3	-0.140129	-0.622161	-0.392898	5	-0.594458	-0.643798	-0.78579	-0.668154
chr3:151500000-152000000	chr3	0.21813	-1.39466	0.02042	3	0.619874	0.398126	0.760852	0.717095
chr3:152000000-152500000	chr3	0.259493	-0.823087	0.038942	0	0.381104	0.366741	0.46246	0.335043
chr3:152500000-153000000	chr3	0.361965	-0.290617	-0.096039	2	-0.666699	-1.11395	-1.08842	-0.971435
chr3:153000000-153500000	chr3	0.038422	0.247023	-0.039632	0	-1.16387	-1.27219	-1.31731	-1.14881
chr3:153500000-154000000	chr3	-0.123519	0.626988	0.027858	1	-1.39291	-1.43531	-1.3919	-1.40183
chr3:154000000-154500000	chr3	0.150847	0.8684	-0.039206	2	-1.29868	-1.23465	-1.2512	-1.41143
chr3:154500000-155000000	chr3	-0.307456	0.324459	-0.260414	1	-1.42213	-1.52651	-1.45057	-1.33602
