tile_id	chrom	start	siScr_mCh	dlam_mCh	siScr_DNK	dlam_DNK	tss_count	pc1_cm_base	dpc1_cm_r225x	pc1_lcl_base	dpc1_lcl_ko	lfc_ipsc_silmna	n_genes_ipsc	lfc_cm_h222p	n_genes_cm	cpg_n	gap_frac	giemsa	arm_pos	gc
chr4:186500000-187000000	chr4	186500000	-0.621154	0.00365955	-0.308908	-0.0568387	2	0.434606	0.713176	-0.999642	0.00712429	nan	1	nan	1	5	0	0.25	0.97497	0.412948
chr4:187000000-187500000	chr4	187000000	0.0671111	-0.288205	0.190782	-0.484577	0	-0.0966642	0.893895	-1.2639	0.0534925	nan	0	nan	0	3	0	0.25	0.978582	0.390685
chr4:187500000-188000000	chr4	187500000	0.222426	-0.144239	0.266734	-0.161067	1	-0.183602	0.625579	-1.00887	-0.141404	nan	1	nan	0	2	0	0.25	0.982194	0.388101
chr4:188000000-188500000	chr4	188000000	0.103505	-0.151927	0.122943	-0.327196	2	-0.0130459	0.981893	-0.815084	-0.104202	nan	1	nan	0	3	0	0.25	0.985807	0.422428
chr4:188500000-189000000	chr4	188500000	0.462851	-0.287661	0.481795	-0.066136	0	-0.228429	0.832785	-0.634002	-0.387659	nan	0	nan	0	3	0	0.25	0.989419	0.380123
chr4:189000000-189500000	chr4	189000000	0.962882	-0.100534	0.843947	0.185764	0	-0.205433	0.781502	-0.330083	-0.0176804	nan	0	nan	0	3	0	0.25	0.993031	0.393371
chr4:189500000-190000000	chr4	189500000	1.28763	0.272771	1.28781	-0.0393428	1	nan	nan	0.235183	-0.145991	nan	1	nan	1	5	0	0.25	0.996644	0.418633
chr4:190000000-190500000	chr4	190000000	nan	nan	nan	nan	3	nan	nan	nan	nan	nan	0	nan	0	10	0.12	nan	1.00026	0.495937
chr5:0-500000	chr5	0	nan	nan	nan	nan	7	1.88135	-0.299062	1.16145	-0.0265276	-0.00757095	7	0.058248	7	36	0.02	0	0.994577	0.508712
chr5:500000-1000000	chr5	500000	nan	nan	nan	nan	7	1.97996	-0.180876	0.903093	-0.209066	0.00915584	7	0.0817645	6	34	0	0	0.983731	0.531758
chr5:1000000-1500000	chr5	1000000	nan	nan	nan	nan	7	1.82141	-0.0948473	1.12524	-0.113788	-0.00870532	4	-0.247429	3	62	0	0	0.972885	0.56059
chr5:1500000-2000000	chr5	1500000	nan	nan	nan	nan	4	1.77101	-0.128995	0.817685	-0.120865	0.0230642	4	0.134951	4	26	0	0	0.962039	0.508946
chr5:2000000-2500000	chr5	2000000	nan	nan	nan	nan	0	1.2087	-0.162329	-0.326651	-0.156953	nan	0	nan	0	6	0	0	0.951193	0.458247
chr5:2500000-3000000	chr5	2500000	nan	nan	nan	nan	1	1.14172	-0.31645	-0.767908	0.015624	nan	1	nan	1	6	0	0	0.940347	0.444044
chr5:3000000-3500000	chr5	3000000	1.05682	0.0528265	0.787496	0.118344	0	1.20511	-0.129147	-0.822935	0.166188	nan	0	nan	0	4	0	0	0.929501	0.447687
chr5:3500000-4000000	chr5	3500000	0.940942	0.239354	0.689434	0.191938	1	1.09231	-0.236945	-0.89916	0.026617	nan	1	nan	1	7	0	0	0.918655	0.433122
chr5:4000000-4500000	chr5	4000000	1.04643	0.207572	0.901206	0.138069	0	0.826386	-0.157554	-1.0368	0.0436152	nan	0	nan	0	0	0	0	0.907809	0.402862
chr5:4500000-5000000	chr5	4500000	0.953525	0.07211	0.89558	0.312504	0	0.559192	0.0439109	-0.768588	-0.131048	nan	0	nan	0	1	0	0.25	0.896963	0.396382
chr5:5000000-5500000	chr5	5000000	0.519575	0.157961	0.570452	-0.131554	2	-0.0782436	0.158227	0.303656	-0.522961	-0.254999	2	nan	1	4	0	0.25	0.886117	0.422726
chr5:5500000-6000000	chr5	5500000	1.40264	-0.0364476	0.911307	0.379012	0	-0.0909367	0.319489	0.0845869	0.00630474	nan	0	nan	0	1	0	0.25	0.875271	0.416283
chr5:6000000-6500000	chr5	6000000	1.26155	-0.033627	1.25187	-0.0293042	2	-0.0532279	-0.1322	0.70587	-0.0547594	-0.0414837	2	0.152775	2	2	0	0.25	0.864425	0.439424
chr5:6500000-7000000	chr5	6500000	0.937009	0.0398875	0.807648	-0.0754007	3	0.278781	-0.0636231	0.494814	-0.0871753	-0.179736	3	0.0756607	3	6	0	0	0.853579	0.442466
chr5:7000000-7500000	chr5	7000000	1.27438	-0.00710598	0.945279	0.181048	1	-0.152237	-0.287302	-0.927021	-0.0771382	nan	1	nan	1	3	0	0	0.842733	0.4028
chr5:7500000-8000000	chr5	7500000	1.17763	-0.102434	1.01423	-0.0167804	3	-0.274194	0.263961	-0.0428677	-0.0545909	-0.0737335	3	-0.000664283	2	2	0	0	0.831887	0.408461
chr5:8000000-8500000	chr5	8000000	1.08383	0.0772508	0.992991	0.231165	0	-0.83375	-0.233118	-0.994643	-0.027913	nan	0	nan	0	1	0	0	0.821041	0.390523
chr5:8500000-9000000	chr5	8500000	0.214756	0.0685569	0.295503	-0.121943	0	-0.67851	-0.294509	-1.11486	-0.0354822	nan	0	nan	0	0	0	0	0.810195	0.381384
chr5:9000000-9500000	chr5	9000000	-0.130886	-0.162896	-0.215406	-0.272889	0	-0.0625868	0.0425663	-0.502958	-0.0686789	nan	0	nan	0	0	0	0	0.799349	0.399207
chr5:9500000-10000000	chr5	9500000	-0.126839	-0.113945	0.0897724	-0.478883	2	0.224638	-0.164124	-0.870096	0.1546	nan	1	nan	1	2	0	0	0.788503	0.407557
chr5:10000000-10500000	chr5	10000000	-0.00826184	-0.131744	-0.075138	-0.380594	5	0.46089	-0.0277862	0.424794	-0.0802742	0.0211881	5	-0.00199701	3	5	0	0.5	0.777657	0.431835
chr5:10500000-11000000	chr5	10500000	0.0770644	-0.0462963	0.276809	-0.440363	2	0.852687	-0.0307467	1.07947	-0.0654599	0.0452564	2	-0.171685	2	4	0	0.5	0.766811	0.449315
chr5:11000000-11500000	chr5	11000000	0.949606	0.0573262	1.03018	-0.267192	0	0.0986146	-0.343876	-0.283365	-0.0223215	nan	0	nan	0	1	0	0.5	0.755965	0.405458
chr5:11500000-12000000	chr5	11500000	0.755538	0.172782	0.666394	0.584083	1	-0.638801	-0.145746	-1.21429	-0.0690258	nan	1	nan	1	1	0	0.5	0.745119	0.376839
chr5:12000000-12500000	chr5	12000000	0.560679	0.493192	0.936092	0.16708	0	-0.858238	-0.382817	-1.2842	-0.107358	nan	0	nan	0	0	0	0.5	0.734273	0.35845
chr5:12500000-13000000	chr5	12500000	0.673627	0.181558	0.773336	0.366493	0	-0.987866	-0.196934	-1.39098	0.00380346	nan	0	nan	0	1	0	0.5	0.723427	0.353127
chr5:13000000-13500000	chr5	13000000	0.300366	0.462447	0.656837	-0.189017	0	-0.921019	-0.168939	-1.37539	-0.0280268	nan	0	nan	0	0	0	0.5	0.712581	0.369385
chr5:13500000-14000000	chr5	13500000	0.442705	-0.242026	0.165881	0.0270924	1	-0.530363	-0.203515	-1.0539	-0.00324016	nan	1	nan	1	1	0	0.5	0.701735	0.39353
chr5:14000000-14500000	chr5	14000000	-0.916519	0.189781	-0.852684	-0.0172203	1	1.09214	-0.0595639	0.894118	0.06087	nan	1	nan	1	4	0	0.5	0.690889	0.430812
chr5:14500000-15000000	chr5	14500000	-0.494312	0.137047	-0.402141	-0.489664	3	1.07241	0.0630756	0.461206	0.039034	-0.112681	3	0.0210668	3	4	0	0.5	0.680043	0.431928
chr5:15000000-15500000	chr5	15000000	-0.110848	0.118693	-0.330883	0.00230396	0	0.658008	-0.14145	-0.731398	0.145813	nan	0	nan	0	1	0	0	0.669197	0.389465
chr5:15500000-16000000	chr5	15500000	-0.284268	-0.0818263	-0.135385	-0.30321	1	0.383902	0.00534463	-0.992733	0.103111	nan	1	nan	1	2	0	0	0.658351	0.397197
chr5:16000000-16500000	chr5	16000000	0.30647	0.345097	0.668019	-0.144107	2	0.641659	0.0411806	-0.94263	0.117563	-0.00787897	2	nan	1	2	0	0	0.647505	0.397781
chr5:16500000-17000000	chr5	16500000	-0.197503	-0.293122	-0.492664	0.152227	2	0.908155	-0.0315365	-0.61386	0.03723	-0.459233	2	0.0725897	2	4	0	0	0.636659	0.439961
chr5:17000000-17500000	chr5	17000000	-0.167644	-0.113577	-0.0835464	-0.102464	3	0.192686	-0.0566144	0.246307	0.124069	nan	1	nan	1	4	0	0	0.625813	0.425856
chr5:17500000-18000000	chr5	17500000	0.806958	0.273821	0.608685	0.363573	13	-0.866673	-0.095203	-1.05151	0.0878814	nan	0	nan	0	1	0.1	0	0.614967	0.387325
chr5:18000000-18500000	chr5	18000000	0.533841	0.3417	0.77994	0.182592	0	-0.567972	-0.199063	-1.12963	0.0448705	nan	0	nan	0	0	0	0	0.604121	0.360518
chr5:18500000-19000000	chr5	18500000	0.497957	0.218048	0.767559	0.182308	0	-0.331875	-0.342166	-0.7786	-0.0444881	nan	0	nan	0	0	0	1	0.593275	0.354705
chr5:19000000-19500000	chr5	19000000	0.256435	0.137623	0.589086	0.212831	0	-0.478464	0.0511438	-0.922078	-0.441524	nan	0	nan	0	0	0	1	0.58243	0.350386
chr5:19500000-20000000	chr5	19500000	-0.121003	-0.106501	0.361869	-0.101509	1	-0.698615	-0.061398	-1.21132	-0.000116817	nan	1	nan	0	0	0	1	0.571584	0.347922
chr5:20000000-20500000	chr5	20000000	0.205813	-0.107048	0.527774	-0.0530348	0	-0.77554	-0.287672	-1.43269	0.128574	nan	0	nan	0	1	0	1	0.560738	0.349803
chr5:20500000-21000000	chr5	20500000	0.317995	0.204929	0.688309	0.153937	0	-0.10419	-0.33849	-0.415479	0.0377861	nan	0	nan	0	0	0	1	0.549892	0.352902
chr5:21000000-21500000	chr5	21000000	0.441019	-0.0283706	0.580911	0.232363	0	-0.527604	-0.0724128	-0.440845	0.036511	nan	0	nan	0	1	0	1	0.539046	0.360483
chr5:21500000-22000000	chr5	21500000	0.271871	0.10088	0.582028	0.162384	0	-0.550933	-0.257292	-0.982026	0.176824	nan	0	nan	0	0	0	1	0.5282	0.353095
chr5:22000000-22500000	chr5	22000000	0.650107	0.186739	0.622344	0.332022	0	-0.637331	-0.34378	-0.988387	0.021217	nan	0	nan	0	0	0	1	0.517354	0.35504
chr5:22500000-23000000	chr5	22500000	0.442921	0.205542	0.347788	0.703911	1	-0.656345	-0.40587	-0.879742	-0.0870632	nan	0	nan	1	0	0	1	0.506508	0.35223
chr5:23000000-23500000	chr5	23000000	0.559351	0.372364	0.703175	0.444454	0	-0.704568	-0.292138	-0.96227	0.110347	nan	0	nan	0	0	0	1	0.495662	0.357015
chr5:23500000-24000000	chr5	23500000	0.432905	0.269607	0.639288	0.45606	1	-0.796547	-0.367882	-1.41604	0.0511258	nan	0	nan	0	0	0	0	0.484816	0.350496
chr5:24000000-24500000	chr5	24000000	-0.12452	0.155226	0.314126	0.19929	0	-0.658004	-0.331677	-1.34819	-0.0135488	nan	0	nan	0	0	0	0	0.47397	0.353958
chr5:24500000-25000000	chr5	24500000	-0.018671	0.135773	0.44918	-0.0497702	1	-0.536807	-0.335844	-1.33643	-0.0884427	nan	1	nan	1	0	0	1	0.463124	0.347562
chr5:25000000-25500000	chr5	25000000	0.453829	0.0831846	0.738765	0.338186	0	-0.809906	-0.0757783	-1.14797	0.0391618	nan	0	nan	0	1	0	1	0.452278	0.349424
chr5:25500000-26000000	chr5	25500000	0.471616	0.0874981	0.779382	0.486457	0	-0.854475	-0.0994164	-0.652175	-0.0788495	nan	0	nan	0	1	0	1	0.441432	0.348112
chr5:26000000-26500000	chr5	26000000	0.725862	0.16181	0.860683	0.268603	0	-0.768261	-0.488061	-1.29064	0.0424988	nan	0	nan	0	0	0	1	0.430586	0.356703
chr5:26500000-27000000	chr5	26500000	0.247426	-0.197487	0.415743	0.241361	0	-0.991475	-0.194948	-0.966097	0.0885452	nan	0	nan	0	1	0	1	0.41974	0.342618
chr5:27000000-27500000	chr5	27000000	-0.355438	-0.267931	-0.218401	0.118144	1	-0.885991	-0.141108	-0.971383	-0.0230264	nan	0	nan	0	0	0	1	0.408894	0.343947
chr5:27500000-28000000	chr5	27500000	-0.321231	0.00422479	-0.0184444	0.250708	0	-1.07291	-0.0881908	-1.23648	0.0768976	nan	0	nan	0	0	0	1	0.398048	0.34562
chr5:28000000-28500000	chr5	28000000	0.0817696	-0.098546	0.345594	0.151169	0	-0.890759	-0.149343	-1.24931	0.00571371	nan	0	nan	0	0	0	1	0.387202	0.347878
chr5:28500000-29000000	chr5	28500000	0.0729409	0.19175	0.235879	0.41169	0	-0.979199	-0.117425	-1.38684	-0.00144045	nan	0	nan	0	2	0	1	0.376356	0.348802
chr5:29000000-29500000	chr5	29000000	0.463305	0.246298	0.899144	0.335425	0	-1.08622	-0.170921	-1.44825	-0.0439756	nan	0	nan	0	0	0	0	0.36551	0.348748
chr5:29500000-30000000	chr5	29500000	0.298504	0.520659	0.680506	0.454451	0	-1.26312	-0.00614978	-1.46579	-0.0035387	nan	0	nan	0	0	0	0	0.354664	0.347097
chr5:30000000-30500000	chr5	30000000	0.565137	0.0678724	0.798566	0.34407	0	-1.14877	-0.0575312	-1.41093	-0.0497715	nan	0	nan	0	0	0	0	0.343818	0.352602
chr5:30500000-31000000	chr5	30500000	0.30124	0.444728	0.616713	0.266114	0	-1.0759	-0.150805	-1.48983	-0.0200347	nan	0	nan	0	0	0	0	0.332972	0.358303
chr5:31000000-31500000	chr5	31000000	0.531525	-0.0315024	0.645282	-0.039551	1	-0.630834	-0.00717297	-0.734525	-0.184183	nan	1	nan	1	1	0	0	0.322126	0.389737
chr5:31500000-32000000	chr5	31500000	0.32308	-0.1593	0.135406	-0.241133	3	0.948709	-0.0406903	0.04794	0.141046	-0.242	3	0.023121	3	3	0	0	0.31128	0.443601
chr5:32000000-32500000	chr5	32000000	-0.635764	-0.0875826	-0.413746	-0.290826	3	1.38298	-0.0998572	1.3089	-0.0255188	-0.0561315	3	0.0301705	3	3	0	0	0.300434	0.430036
chr5:32500000-33000000	chr5	32500000	0.0819672	-0.0525264	-0.0149421	-0.225161	2	-0.119231	-0.156638	0.0784713	0.0088667	-0.113342	2	0.570983	2	2	0	0	0.289588	0.413021
chr5:33000000-33500000	chr5	33000000	-0.431909	0.150703	-0.46583	-0.000286504	1	-0.230644	-0.287072	-0.242549	-0.430681	nan	1	nan	0	1	0	0	0.278742	0.383244
chr5:33500000-34000000	chr5	33500000	-0.0655349	-0.243469	-0.411169	-0.049201	3	0.675766	-0.33652	1.23284	-0.0815871	0.00648591	2	-0.258944	2	3	0	0	0.267896	0.408521
chr5:34000000-34500000	chr5	34000000	-0.275444	0.0148131	-0.098686	-0.0437359	2	0.294889	-0.0970955	0.206331	0.118898	-0.0100595	2	-0.0869166	2	1	0	0.25	0.25705	0.380723
chr5:34500000-35000000	chr5	34500000	-0.576692	-0.070432	-0.487339	-0.309282	5	1.14454	-0.246368	0.341118	0.20222	-0.00295993	5	-0.000848148	5	4	0	0.25	0.246204	0.41642
chr5:35000000-35500000	chr5	35000000	0.334843	0.0558099	0.287029	0.136653	2	-0.511641	0.0584615	1.10277	0.119122	nan	1	nan	0	0	0	0.25	0.235358	0.397484
chr5:35500000-36000000	chr5	35500000	0.591494	-0.183406	0.551918	-0.177634	4	-0.668055	-0.00570744	0.738584	-0.109175	0.211243	2	nan	1	1	0	0.25	0.224512	0.387502
chr5:36000000-36500000	chr5	36000000	0.200248	-0.177248	0.187538	-0.141832	5	0.511291	0.0712683	0.237642	-0.213895	0.00925635	3	-0.105608	4	2	0	0.25	0.213666	0.390224
chr5:36500000-37000000	chr5	36500000	-0.395958	-0.21792	-0.466812	-0.0935727	2	1.21191	-0.108384	0.884076	0.00491231	0.068523	2	-0.0039718	2	3	0	0.25	0.20282	0.388189
chr5:37000000-37500000	chr5	37000000	-0.442948	-0.305769	-0.450105	-0.197623	3	1.14233	0.108832	1.40561	0.0665287	0.0129323	3	0.0202408	3	4	0	0.25	0.191974	0.397518
chr5:37500000-38000000	chr5	37500000	-0.0425676	-0.258967	0.00467561	-0.316987	1	0.427535	0.100439	0.457095	-0.0875136	nan	1	nan	1	2	0	0.25	0.181128	0.404538
chr5:38000000-38500000	chr5	38000000	0.219198	-0.481523	-0.0965093	-0.224359	1	0.864007	-0.0603399	-0.764877	-0.151214	nan	1	nan	1	1	0	0.25	0.170282	0.413963
chr5:38500000-39000000	chr5	38500000	-0.664465	0.0482124	-0.555492	-0.158728	2	1.07091	-0.0301079	-0.512674	0.0323581	-0.712451	2	-0.00119996	2	2	0	0	0.159436	0.401938
chr5:39000000-39500000	chr5	39000000	-0.561408	0.177005	-0.557893	0.104832	4	-0.32116	-0.0092396	-0.390349	0.0285216	-0.136816	3	-0.0772524	2	2	0	0	0.14859	0.378551
chr5:39500000-40000000	chr5	39500000	-0.112868	-0.0697008	-0.0576001	-0.249834	0	-0.780682	-0.298328	-1.34855	0.0769529	nan	0	nan	0	1	0	0	0.137744	0.369139
chr5:40000000-40500000	chr5	40000000	0.14927	-0.226159	-0.1005	0.11861	0	-1.19739	-0.253795	-0.813039	-0.0974047	nan	0	nan	0	0	0	0	0.126898	0.372018
chr5:40500000-41000000	chr5	40500000	-0.139254	-0.0938153	-0.0475708	-0.201543	6	-0.382649	-0.314065	-0.181212	-0.135982	-0.0946296	6	-0.254358	5	4	0	0	0.116052	0.39359
chr5:41000000-41500000	chr5	41000000	0.219508	0.367772	0.275543	0.339931	2	-0.270348	-0.109788	-1.37978	-0.0678674	nan	1	nan	1	0	0	0	0.105206	0.376024
chr5:41500000-42000000	chr5	41500000	0.232078	0.210672	0.197769	0.226486	4	-0.46087	0.0819118	0.127831	-0.0400432	0.0657899	4	0.104326	3	5	0	0	0.0943601	0.375483
chr5:42000000-42500000	chr5	42000000	0.669835	0.567232	0.767404	0.332504	1	-1.36339	0.171009	0.140058	-0.220696	nan	1	nan	1	2	0	0	0.0835141	0.374426
chr5:42500000-43000000	chr5	42500000	0.24084	0.186564	0.478685	0.11567	2	-0.420528	0.117195	0.666707	-0.181863	0.164335	2	-0.0212148	2	6	0	0.5	0.0726681	0.390805
chr5:43000000-43500000	chr5	43000000	-0.277725	-0.0424993	-0.0386213	-0.179166	6	0.738427	0.125987	1.43861	0.0225736	-0.061969	5	0.186704	4	12	0	0.5	0.0618221	0.423653
chr5:43500000-44000000	chr5	43500000	0.14461	0.24186	0.570506	0.128607	3	0.0516447	0.329771	-0.299724	-0.0315423	0.0412044	3	0.0174412	3	3	0	0.5	0.0509761	0.382393
chr5:44000000-44500000	chr5	44000000	0.794041	0.215155	0.910387	0.296697	1	-0.552642	0.288481	-1.42627	-0.0512893	nan	1	nan	1	0	0	0.5	0.0401302	0.362291
chr5:44500000-45000000	chr5	44500000	0.412518	0.396139	0.722726	0.105047	1	-0.305725	0.003371	-0.923705	0.0879596	nan	1	nan	1	1	0	0.5	0.0292842	0.36382
chr5:45000000-45500000	chr5	45000000	0.326947	0.309472	0.579042	0.391206	0	0.110819	-0.0886448	-1.26681	-0.102502	nan	0	nan	0	0	0	0.5	0.0184382	0.354111
chr5:45500000-46000000	chr5	45500000	0.616804	0.239544	0.856579	0.185476	1	-0.704911	-0.0415454	-1.14916	0.145671	nan	1	nan	1	1	0	0.5	0.00759219	0.359591
chr5:46000000-46500000	chr5	46000000	0.867434	0.117714	1.19871	0.0381319	0	-0.967525	-0.126919	-0.752554	0.134974	nan	0	nan	0	0	0.1	nan	0	0.367551
chr5:46500000-47000000	chr5	46500000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0.0004	nan	0	0.384324
chr5:47000000-47500000	chr5	47000000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0.026066	nan	0	0.38677
chr5:47500000-48000000	chr5	47500000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0	nan	0	0.391764
chr5:48000000-48500000	chr5	48000000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0	nan	0	0.39206
chr5:48500000-49000000	chr5	48500000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0	nan	0	0.392254
chr5:49000000-49500000	chr5	49000000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0	nan	0	0.39249
chr5:49500000-50000000	chr5	49500000	nan	nan	nan	nan	0	0.685813	-0.424284	nan	nan	nan	0	nan	0	0	0.074096	nan	0	0.393279
chr5:50000000-50500000	chr5	50000000	1.06219	-0.0174256	1.04805	0.284874	1	-1.41843	0.141774	0.648899	-0.161958	nan	1	nan	1	1	0.1	nan	0	0.38254
chr5:50500000-51000000	chr5	50500000	0.418733	-0.0240311	0.506335	0.236337	1	-0.879456	0.0775614	-0.516987	0.109273	nan	1	nan	1	2	0	nan	0	0.369858
chr5:51000000-51500000	chr5	51000000	0.463077	-0.0947414	0.518556	0.352342	1	-0.701544	0.171308	-1.5137	0.00703791	nan	1	nan	1	4	0	nan	0	0.363679
chr5:51500000-52000000	chr5	51500000	-0.175243	0.0494479	0.289822	-0.0240886	0	-0.871687	0.287413	-1.21989	-0.283814	nan	0	nan	0	0	0	0	0.00268945	0.347742
chr5:52000000-52500000	chr5	52000000	0.533226	0.340943	0.766291	0.597082	0	-1.51818	0.14889	-1.52436	-0.0776111	nan	0	nan	0	0	0	0	0.00653152	0.34717
chr5:52500000-53000000	chr5	52500000	-0.306331	-0.105156	-0.0916447	-0.0816217	3	-1.06646	0.145472	-1.24866	0.0494479	-0.275125	3	0.146279	3	3	0	0	0.0103736	0.370643
chr5:53000000-53500000	chr5	53000000	-0.986446	-0.172567	-0.897536	0.0724363	2	-0.671098	0.324454	-0.448588	-0.0652748	0.0265703	2	-0.0614667	2	3	0	0	0.0142157	0.386027
chr5:53500000-54000000	chr5	53500000	-0.667508	0.0322725	-0.734698	-0.120372	1	-0.350165	0.283587	0.0361858	-0.0183205	nan	1	nan	1	1	0	0	0.0180577	0.38649
chr5:54000000-54500000	chr5	54000000	-0.903906	0.118086	-0.623475	-0.332884	2	0.217204	0.0765403	0.558539	0.0862163	0.134072	2	0.158151	2	1	0	0	0.0218998	0.392784
chr5:54500000-55000000	chr5	54500000	-0.646497	-0.0307775	-1.0952	0.091248	2	0.850726	0.0997812	-0.423275	-0.0163296	-0.0418556	2	0.0389767	2	2	0	0	0.0257419	0.414089
chr5:55000000-55500000	chr5	55000000	-1.16826	0.0377917	-1.22197	-0.0662518	8	1.20337	0.0320361	1.21076	0.0914895	-0.000873495	4	0.0204748	4	10	0	0	0.0295839	0.392119
chr5:55500000-56000000	chr5	55500000	-1.0786	-0.00676026	-1.14893	-0.0147059	5	1.29909	-0.161859	1.02407	0.117774	0.113838	4	-0.0393461	4	6	0	0	0.033426	0.404911
chr5:56000000-56500000	chr5	56000000	-0.969384	0.0976304	-0.957918	-0.307125	1	1.41869	-0.128409	0.545764	0.24247	nan	1	nan	0	1	0	0	0.0372681	0.42241
chr5:56500000-57000000	chr5	56500000	-1.00018	-0.139546	-0.979241	-0.241613	3	1.43876	-0.12295	0.977296	-0.134521	-0.0312599	3	0.0160986	3	4	0	0	0.0411101	0.40385
chr5:57000000-57500000	chr5	57000000	-0.975227	-0.0101666	-0.866286	-0.202128	2	1.14748	-0.0266313	-0.619785	-0.0221665	-0.275091	2	0.290226	2	1	0	0	0.0449522	0.410376
chr5:57500000-58000000	chr5	57500000	-0.991727	-0.0832473	-0.964677	-0.190081	0	0.662359	-0.235742	-1.15346	-0.0986254	nan	0	nan	0	0	0	0	0.0487943	0.384213
chr5:58000000-58500000	chr5	58000000	-1.0597	0.0309047	-0.887779	-0.0696518	2	0.376232	-0.207139	-1.15861	0.00582372	nan	1	nan	1	1	0	0	0.0526363	0.380187
chr5:58500000-59000000	chr5	58500000	-0.129976	-0.197004	-0.260361	-0.140717	1	-0.243029	-0.27601	0.00559873	-0.227189	nan	0	nan	1	1	0	0	0.0564784	0.389825
chr5:59000000-59500000	chr5	59000000	-1.0511	0.132403	-0.812344	0.0966944	0	-0.558928	0.379027	0.568594	0.0192611	nan	0	nan	0	1	0	0	0.0603205	0.373528
chr5:59500000-60000000	chr5	59500000	-0.776068	-0.0604512	-0.483414	-0.0644828	1	-1.37237	0.180319	0.718942	0.0848525	nan	1	nan	1	1	0	0.75	0.0641625	0.371795
chr5:60000000-60500000	chr5	60000000	-0.0828581	-0.149039	0.20777	-0.403115	0	-1.87355	0.140516	1.09702	0.00159163	nan	0	nan	0	0	0	0.75	0.0680046	0.375057
chr5:60500000-61000000	chr5	60500000	0.151978	-0.294092	0.230903	-0.163972	4	-1.4752	0.126596	1.05059	-0.220651	0.134388	4	-0.0481756	4	4	0	0.75	0.0718467	0.387247
chr5:61000000-61500000	chr5	61000000	-0.46722	-0.357886	-0.386262	-0.0421823	2	-0.879321	0.283463	0.238161	-0.0642015	-0.0392546	2	-0.0108081	2	2	0	0.75	0.0756887	0.388
chr5:61500000-62000000	chr5	61500000	0.315065	-0.0973767	0.151297	-0.0813374	0	-0.958847	0.0921428	-0.919946	-0.0517023	nan	0	nan	0	1	0	0.75	0.0795308	0.409107
chr5:62000000-62500000	chr5	62000000	0.447561	0.0639112	0.664947	-0.27218	3	-0.78693	0.147987	0.655714	0.15141	-0.12607	3	-0.0144579	3	3	0	0.75	0.0833729	0.400696
chr5:62500000-63000000	chr5	62500000	0.90178	0.29784	1.00771	-0.0220128	1	-0.920866	0.0471352	-1.41362	0.00254963	nan	1	nan	0	0	0	0.75	0.0872149	0.392011
chr5:63000000-63500000	chr5	63000000	0.60248	0.204611	0.862071	0.22521	0	-1.40966	0.0223081	-1.61541	0.037441	nan	0	nan	0	0	0	0.75	0.091057	0.365891
chr5:63500000-64000000	chr5	63500000	0.810931	0.472423	1.04397	0.397688	1	-1.63238	0.11682	-1.59271	0.00948096	nan	0	nan	0	2	0	0	0.0948991	0.364881
chr5:64000000-64500000	chr5	64000000	0.831169	0.0813202	0.908448	0.451028	1	-1.60139	0.102045	-1.43432	-0.0577515	nan	1	nan	1	1	0	0.75	0.0987411	0.372486
chr5:64500000-65000000	chr5	64500000	-0.196529	0.0791948	-0.0825299	0.275692	4	-1.16126	0.144286	0.990024	-0.115552	0.0583424	3	-0.078584	3	3	0	0.75	0.102583	0.37285
chr5:65000000-65500000	chr5	65000000	-0.640574	-0.20706	-0.723989	0.221304	1	-1.23772	0.29238	1.20868	-0.215991	nan	1	nan	1	2	0	0.75	0.106425	0.374187
chr5:65500000-66000000	chr5	65500000	-1.01812	0.165755	-0.911446	0.0336624	8	0.274236	0.149359	1.48198	0.0310753	-0.0465213	8	-0.013161	8	4	0	0.75	0.110267	0.389362
chr5:66000000-66500000	chr5	66000000	0.0816698	0.0343571	0.104373	-0.106545	1	0.850062	-0.101244	-0.458805	-0.327948	nan	1	nan	1	1	0	0.75	0.114109	0.394634
chr5:66500000-67000000	chr5	66500000	-0.0197678	0.194882	0.112397	0.105375	1	0.990621	-0.428238	-0.782598	-0.314418	nan	1	nan	1	1	0	0.75	0.117951	0.392863
chr5:67000000-67500000	chr5	67000000	-0.305232	0.195373	-0.183249	-0.158628	1	0.845805	-0.190657	-0.940478	-0.103302	nan	0	nan	0	2	0	0.75	0.121794	0.393373
chr5:67500000-68000000	chr5	67500000	0.179579	0.21944	0.0974993	0.270041	0	0.396403	-0.29508	-0.695315	-0.060644	nan	0	nan	0	0	0	0	0.125636	0.379622
chr5:68000000-68500000	chr5	68000000	-0.183792	-0.147788	-0.257229	-0.255959	1	0.774342	0.0785667	1.07824	-0.0574179	nan	1	nan	1	2	0	0	0.129478	0.404507
